depth	level	ID	parentID	name	readCount_direct	readCount_inherited
0	no rank	1	-1	root	1	171496
1	superkingdom	10239	1	Viruses	0	52
2	no rank	35237	10239	dsDNA viruses, no RNA stage	0	43
3	order	28883	35237	Caudovirales	2	20
4	family	10662	28883	Myoviridae	1	9
5	subfamily	857473	10662	Spounavirinae	0	3
6	genus	140409	857473	Spounalikevirus	0	3
7	no rank	365007	140409	unclassified SPO1-like viruses	0	3
8	species	57477	365007	Bacillus phage Bastille	3	0
4	family	10699	28883	Siphoviridae	0	4
4	family	10744	28883	Podoviridae	0	6
5	no rank	196895	10744	unclassified Podoviridae	2	4
6	species	994601	196895	Planktothrix phage PaV-LD	4	0
3	family	423358	35237	Bicaudaviridae	0	7
4	no rank	1123963	423358	unclassified Bicaudaviridae	0	7
5	species	285013	1123963	Sulfolobus virus STSV1	7	0
3	order	548681	35237	Herpesvirales	0	9
4	family	10292	548681	Herpesviridae	0	7
5	subfamily	10293	10292	Alphaherpesvirinae	0	3
5	subfamily	10357	10292	Betaherpesvirinae	0	3
6	genus	10358	10357	Cytomegalovirus	0	3
2	no rank	35268	10239	Retro-transcribing viruses	0	3
3	family	11632	35268	Retroviridae	0	3
4	subfamily	327045	11632	Orthoretrovirinae	0	3
5	genus	153136	327045	Deltaretrovirus	0	3
6	species	194441	153136	Primate T-lymphotropic virus 2	0	3
7	no rank	33748	194441	Simian T-lymphotropic virus 2	3	0
2	no rank	439488	10239	ssRNA viruses	0	4
3	no rank	35278	439488	ssRNA positive-strand viruses, no DNA stage	0	3
1	no rank	131567	1	cellular organisms	31332	140112
2	superkingdom	2	131567	Bacteria	2959	10397
3	phylum	1117	2	Cyanobacteria	13	253
4	order	1161	1117	Nostocales	0	16
5	family	1162	1161	Nostocaceae	0	13
6	genus	1177	1162	Nostoc	0	12
7	species	272131	1177	Nostoc punctiforme	0	10
8	no rank	63737	272131	Nostoc punctiforme PCC 73102	10	0
5	family	1185	1161	Rivulariaceae	0	3
4	order	1189	1117	Stigonematales	0	4
5	genus	1190	1189	Fischerella	0	4
6	species	741277	1190	Fischerella sp. JSC-11	4	0
4	order	52604	1117	Pleurocapsales	0	29
5	genus	44474	52604	Pleurocapsa	0	17
6	species	54308	44474	Pleurocapsa minor	0	17
7	no rank	118163	54308	Pleurocapsa sp. PCC 7327	17	0
5	genus	54298	52604	Chroococcidiopsis	0	10
6	species	54299	54298	Chroococcidiopsis thermalis	0	10
