depth	level	ID	parentID	name	readCount_direct	readCount_inherited
0	no rank	1	-1	root	524	72850
1	no rank	12908	1	unclassified sequences	0	54
2	no rank	151659	12908	environmental samples	0	54
3	no rank	81490	151659	prokaryotic environmental samples	0	8
4	species	198431	81490	uncultured prokaryote	8	0
3	species	155900	151659	uncultured organism	44	0
1	no rank	131567	1	cellular organisms	981	71815
2	superkingdom	2	131567	Bacteria	729	7045
3	phylum	1117	2	Cyanobacteria	68	76
4	no rank	34079	1117	unclassified Cyanobacteria	41	0
4	no rank	48504	1117	environmental samples	0	10
5	species	1211	48504	uncultured cyanobacterium	10	0
4	subclass	1301283	1117	Oscillatoriophycideae	2	21
5	order	1118	1301283	Chroococcales	0	12
6	genus	1125	1118	Microcystis	0	7
7	species	1126	1125	Microcystis aeruginosa	1	6
8	no rank	285035	1126	Microcystis aeruginosa UTEX 'LB 2385'	0	6
9	no rank	1296356	285035	Microcystis aeruginosa CCAP 1450/12	6	0
5	order	1150	1301283	Oscillatoriales	5	4
3	phylum	1224	2	Proteobacteria	444	3044
4	class	1236	1224	Gammaproteobacteria	93	334
5	no rank	50423	1236	environmental samples	0	3
6	species	86473	50423	uncultured gamma proteobacterium	3	0
5	order	72273	1236	Thiotrichales	0	17
6	family	34064	72273	Francisellaceae	0	14
7	genus	262	34064	Francisella	14	0
6	family	135617	72273	Thiotrichaceae	0	3
5	order	72274	1236	Pseudomonadales	4	85
6	family	468	72274	Moraxellaceae	0	17
7	genus	469	468	Acinetobacter	6	0
7	genus	212791	468	Enhydrobacter	9	0
6	family	135621	72274	Pseudomonadaceae	6	62
7	genus	286	135621	Pseudomonas	51	9
8	species group	136843	286	Pseudomonas fluorescens group	0	3
9	species	294	136843	Pseudomonas fluorescens	3	0
5	order	91347	1236	Enterobacteriales	0	47
6	family	543	91347	Enterobacteriaceae	5	42
7	genus	122277	543	Pectobacterium	0	32
8	no rank	228953	122277	environmental samples	0	32
9	species	228954	228953	uncultured Pectobacterium sp.	32	0
5	no rank	118884	1236	unclassified Gammaproteobacteria	116	0
5	order	118969	1236	Legionellales	0	8
6	family	444	118969	Legionellaceae	0	8
7	genus	445	444	Legionella	6	2
5	order	135614	1236	Xanthomonadales	0	23
6	family	32033	135614	Xanthomonadaceae	20	2
5	order	135618	1236	Methylococcales	0	6
6	family	403	135618	Methylococcaceae	0	6
7	genus	429	403	Methylobacter	6	0
5	order	135619	1236	Oceanospirillales	0	3
6	family	28256	135619	Halomonadaceae	0	3
7	no rank	114403	28256	Zymobacter group	0	3
8	genus	114185	114403	Candidatus Carsonella	3	0
5	order	135625	1236	Pasteurellales	0	5
