GeneSymbol	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
TOR3A	76	3848	3849.0	0.0
NPTX2	71	1323	1314.1666666666667	0.0
MT-ND6	647	1040	895.2500000000002	0.0
MT-ND5	791	974	799.9095238095246	0.0
MT-CO2	298	839	736.0833333333337	0.0
MT-ND2	515	1055	540.7857142857142	0.0
ZIM2	20	519	517.8547008547007	0.0
MTND2P28	490	1026	511.7857142857143	0.0
MT-RNR2	442	649	496.9940476190475	0.0
RP11-72I8.1	90	424	423.5	0.0
SCARNA15	41	400	400.0	0.0
FCGR2A	76	389	389.0	0.0
MT-CO3	299	690	384.97222222222206	0.0
MT-CYB	343	428	380.95	0.0
HMBS	22	349	354.0	0.0
MT-ND4	391	468	353.7297979797978	0.0
SHF	34	336	337.0	0.0
MT-CO1	408	636	320.23333333333323	0.0
IL12RB2	43	313	313.00000000000017	0.0
SETP5	33	311	311.0	0.0
TTI2	164	291	291.0	0.0
RP5-857K21.11	204	588	287.97222222222206	0.0
hsa-mir-6723.1	352	575	272.6666666666666	0.0
MT-ND4L	150	227	221.83333333333334	0.0
RNFT1	32	228	199.40277777777777	0.0
HYLS1	29	184	183.16666666666666	0.0
RP11-958F21.1	11	182	182.0	0.0
MT-ND1	171	208	180.58333333333331	0.0
MT-TE	88	179	179.0	0.0
MS4A15	6	162	162.0	0.0
TRPS1	26	157	149.16666666666666	0.0
MTND5P11	251	293	145.66666666666663	0.0
ZNF772	16	174	142.07222222222222	0.0
PIK3CG	5	141	141.0	0.0
MT-TA	81	128	128.0	0.0
MT-TP	75	122	122.0	0.0
HOXA13	24	121	119.66666666666667	0.0
MT-TQ	50	114	113.5	0.0
MT-ATP6	152	173	112.91666666666664	0.0
GPRC5B	29	109	109.0	0.0
MTND6P4	156	243	107.24999999999991	0.0
LYPD3	12	108	107.0	0.0
MINK1	17	101	101.0	0.0
MT-RNR1	76	101	101.0	0.0
AC073236.3	36	135	99.16666666666669	0.0
RAI1	6	92	88.0	0.0
EFCAB11	28	77	86.5	0.0
MT-ND3	84	90	85.5	0.0
RP5-857K21.7	112	186	85.08333333333329	0.0
MT-TT	54	85	85.0	0.0
C5orf42	6	84	84.0	0.0
KCNQ1OT1	136	149	81.90158730158731	0.0
MT-TL1	60	79	79.0	0.0
MTND4P12	131	158	78.75757575757575	0.0
TMEM147	5	74	74.00000000000003	0.0
SNX11	12	73	73.0	0.0
LAPTM4B	13	69	69.0	0.0
MT-TS1	24	67	67.0	0.0
GVQW1	3	63	63.0	0.0
TMEM245	19	72	60.5	0.0
MYO3B	3	60	60.0	0.0
MTATP6P1	103	117	57.583333333333336	0.0
ACBD5	4	57	57.0	0.0
LAMA4	2	55	55.0	0.0
PHF14	8	54	54.0	0.0
RP11-600F24.7	17	55	53.08333333333333	0.0
PTCHD4	9	53	53.0	0.0
RP11-473I1.10	31	53	52.5	0.0
TANGO2	10	50	50.7	0.0
ACAD10	10	50	49.99999999999999	0.0
ZNF521	10	60	48.5	0.0
SPAG5-AS1	9	47	48.0	0.0
C1orf86	15	45	47.25	0.0
OSCAR	11	54	46.28571428571429	0.0
SLC1A6	19	46	44.7	0.0
RP5-998N21.7	22	44	44.0	0.0
RP11-346D14.1	85	92	43.5607142857143	0.0
CEBPG	24	43	43.0	0.0
MT-TD	33	43	43.0	0.0
MT-TW	35	42	42.0	0.0
TUBGCP4	12	41	42.0	0.0
GABARAPL1	21	40	41.000000000000014	0.0
ZNF180	14	64	40.82261904761904	0.0
SYNE1	13	40	40.00000000000001	0.0
HOXB8	12	39	40.0	0.0
ASAP1	2	40	40.0	0.0
MTRNR2L8	106	146	39.66071428571428	0.0
RP11-782C8.2	4	54	38.33846153846154	0.0
PTPRT	3	38	38.00000000000001	0.0
AVL9	17	37	37.2	0.0
PPP1R12A	6	36	36.5	0.0
KTN1	6	34	36.0	0.0
NSRP1	10	34	35.5	0.0
MTRNR2L1	73	108	35.29404761904762	0.0
DGKA	13	34	35.0	0.0
NFE4	13	101	34.333333333333336	0.0
