depth	level	ID	parentID	name	readCount_direct	readCount_inherited
0	no rank	1	-1	root	0	482699
1	superkingdom	10239	1	Viruses	0	72
2	no rank	35237	10239	dsDNA viruses, no RNA stage	0	72
3	family	10501	35237	Phycodnaviridae	0	16
4	genus	181083	10501	Chlorovirus	0	16
5	species	381899	181083	Paramecium bursaria Chlorella virus A1	0	16
6	no rank	399781	381899	Paramecium bursaria Chlorella virus FR483	16	0
3	order	28883	35237	Caudovirales	8	5
4	family	10662	28883	Myoviridae	0	4
5	no rank	196896	10662	unclassified Myoviridae	0	4
6	species	546805	196896	Mycobacterium phage Myrna	4	0
3	family	423358	35237	Bicaudaviridae	0	32
4	no rank	1123963	423358	unclassified Bicaudaviridae	0	32
5	species	285013	1123963	Sulfolobus virus STSV1	32	0
3	order	548681	35237	Herpesvirales	0	11
4	family	10292	548681	Herpesviridae	0	5
5	subfamily	10357	10292	Betaherpesvirinae	0	5
6	genus	10358	10357	Cytomegalovirus	0	5
7	species	1535247	10358	Saimiriine herpesvirus 4	5	0
4	family	548682	548681	Alloherpesviridae	0	6
5	genus	692606	548682	Cyprinivirus	0	6
6	species	317858	692606	Cyprinid herpesvirus 1	6	0
1	no rank	131567	1	cellular organisms	79480	403147
2	superkingdom	2	131567	Bacteria	5410	18479
3	phylum	1117	2	Cyanobacteria	27	457
4	order	1161	1117	Nostocales	0	34
5	family	1162	1161	Nostocaceae	1	27
6	genus	1163	1162	Anabaena	0	5
7	species	46234	1163	Anabaena sp. 90	3	0
6	genus	1177	1162	Nostoc	0	17
7	species	272131	1177	Nostoc punctiforme	0	17
8	no rank	63737	272131	Nostoc punctiforme PCC 73102	17	0
6	genus	56106	1162	Cylindrospermum	0	5
7	species	142864	56106	Cylindrospermum stagnale	0	5
8	no rank	56107	142864	Cylindrospermum stagnale PCC 7417	5	0
5	family	1185	1161	Rivulariaceae	0	6
6	genus	1186	1185	Calothrix	0	6
7	species	32054	1186	Calothrix parietina	0	3
8	no rank	1170562	32054	Calothrix sp. PCC 6303	3	0
7	species	1337936	1186	Calothrix sp. 336/3	3	0
4	order	1189	1117	Stigonematales	0	5
5	genus	1190	1189	Fischerella	0	5
6	species	741277	1190	Fischerella sp. JSC-11	5	0
4	order	52604	1117	Pleurocapsales	0	60
5	genus	44474	52604	Pleurocapsa	0	32
6	species	54308	44474	Pleurocapsa minor	0	32
7	no rank	118163	54308	Pleurocapsa sp. PCC 7327	32	0
5	genus	54298	52604	Chroococcidiopsis	0	24
6	species	54299	54298	Chroococcidiopsis thermalis	0	24
7	no rank	251229	54299	Chroococcidiopsis thermalis PCC 7203	24	0
5	genus	102115	52604	Stanieria	0	4
6	species	102116	102115	Stanieria cyanosphaera	0	4
7	no rank	111780	102116	Stanieria cyanosphaera PCC 7437	4	0
4	class	307596	1117	Gloeobacteria	0	10
5	order	307595	307596	Gloeobacterales	0	10
6	genus	33071	307595	Gloeobacter	0	10
7	species	33072	33071	Gloeobacter violaceus	0	10
8	no rank	251221	33072	Gloeobacter violaceus PCC 7421	10	0
4	subclass	1301283	1117	Oscillatoriophycideae	10	338
5	order	1118	1301283	Chroococcales	0	140
6	genus	1125	1118	Microcystis	4	2
6	genus	1129	1118	Synechococcus	12	15
7	species	32046	1129	Synechococcus elongatus	4	0
7	species	91464	1129	Synechococcus sp. PCC 7335	6	0
7	species	585423	1129	Synechococcus sp. KORDI-49	4	0
6	genus	43988	1118	Cyanothece	0	36
7	species	65393	43988	Cyanothece sp. PCC 7424	19	0
7	species	391612	43988	Cyanothece sp. CCY0110	9	0
7	species	395961	43988	Cyanothece sp. PCC 7425	8	0
6	no rank	92682	1118	Halothece cluster	0	3
7	genus	76023	92682	Halothece	0	3
8	species	65093	76023	Halothece sp. PCC 7418	3	0
6	genus	102231	1118	Gloeocapsa	0	5
7	species	102232	102231	Gloeocapsa sp. PCC 73106	5	0
6	genus	155977	1118	Acaryochloris	0	4
7	species	155978	155977	Acaryochloris marina	0	4
8	no rank	329726	155978	Acaryochloris marina MBIC11017	4	0
6	genus	217161	1118	Chamaesiphon	0	13
7	species	1173032	217161	Chamaesiphon minutus	0	13
8	no rank	1173020	1173032	Chamaesiphon minutus PCC 6605	13	0
6	genus	263510	1118	Crocosphaera	0	28
7	species	263511	263510	Crocosphaera watsonii	27	1
6	genus	582491	1118	Rubidibacter	0	18
7	species	582514	582491	Rubidibacter lacunae	0	18
8	no rank	582515	582514	Rubidibacter lacunae KORDI 51-2	18	0
