depth	level	ID	parentID	name	readCount_direct	readCount_inherited
0	no rank	1	-1	root	577	24976
1	no rank	12908	1	unclassified sequences	0	34
2	no rank	151659	12908	environmental samples	1	33
3	no rank	81490	151659	prokaryotic environmental samples	0	3
4	species	198431	81490	uncultured prokaryote	3	0
3	species	155900	151659	uncultured organism	29	0
1	no rank	131567	1	cellular organisms	318	24624
2	superkingdom	2	131567	Bacteria	1399	11786
3	phylum	1117	2	Cyanobacteria	24	14
4	no rank	34079	1117	unclassified Cyanobacteria	4	0
4	subclass	1301283	1117	Oscillatoriophycideae	0	7
5	order	1118	1301283	Chroococcales	0	7
6	genus	1129	1118	Synechococcus	0	3
3	phylum	1224	2	Proteobacteria	366	4261
4	class	1236	1224	Gammaproteobacteria	248	2336
5	no rank	50423	1236	environmental samples	0	8
6	species	86473	50423	uncultured gamma proteobacterium	8	0
5	order	72273	1236	Thiotrichales	0	72
6	family	34064	72273	Francisellaceae	0	54
7	genus	262	34064	Francisella	54	0
6	family	135617	72273	Thiotrichaceae	0	17
7	genus	90372	135617	Thiomargarita	0	14
8	no rank	298391	90372	environmental samples	0	14
9	species	298392	298391	uncultured Thiomargarita sp.	14	0
5	order	72274	1236	Pseudomonadales	3	578
6	family	468	72274	Moraxellaceae	13	323
7	genus	469	468	Acinetobacter	258	21
8	no rank	75661	469	environmental samples	0	5
9	species	165433	75661	uncultured Acinetobacter sp.	5	0
8	species group	909768	469	Acinetobacter calcoaceticus/baumannii complex	0	11
9	species	470	909768	Acinetobacter baumannii	11	0
7	genus	497	468	Psychrobacter	5	1
7	no rank	54393	468	unclassified Moraxellaceae	3	0
7	genus	212791	468	Enhydrobacter	32	0
6	family	135621	72274	Pseudomonadaceae	6	235
7	genus	286	135621	Pseudomonas	194	36
8	no rank	62104	286	environmental samples	0	8
9	species	114707	62104	uncultured Pseudomonas sp.	8	0
8	species group	136841	286	Pseudomonas aeruginosa group	0	10
9	species	287	136841	Pseudomonas aeruginosa	8	0
8	species group	136843	286	Pseudomonas fluorescens group	0	9
9	species	294	136843	Pseudomonas fluorescens	9	0
8	species	237435	286	Pseudomonas filiscindens	8	0
7	no rank	190017	135621	unclassified Pseudomonadaceae	5	0
5	order	91347	1236	Enterobacteriales	0	1138
6	family	543	91347	Enterobacteriaceae	994	144
7	genus	544	543	Citrobacter	3	1
7	genus	547	543	Enterobacter	3	0
7	genus	561	543	Escherichia	0	18
8	species	562	561	Escherichia coli	16	1
7	genus	570	543	Klebsiella	3	2
7	genus	613	543	Serratia	16	2
7	genus	620	543	Shigella	0	72
8	species	624	620	Shigella sonnei	72	0
7	genus	122277	543	Pectobacterium	0	9
8	no rank	228953	122277	environmental samples	0	9
9	species	228954	228953	uncultured Pectobacterium sp.	9	0
