GeneSymbol	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
GAS5	5688	162211	275451.0885364658	0.0
MT-RNR2	43685	261196	183672.47385670294	0.0
MT-RNR1	27612	164985	164851.50000000003	0.0
SNHG1	8296	130161	163663.7031198687	0.0
RNY1	3227	158426	115486.8579972808	0.0
MT-TS2	2328	79980	79883.75	0.0
MT-TE	3508	72715	72715.0	0.0
RNY4	4018	258429	59788.03561721536	0.0
RNY4P10	2708	249206	58189.296393273966	0.0
Y_RNA.320	2226	237471	52618.78695701263	0.0
RNY4P7	1996	230480	50469.2380766074	0.0
MT-ND4	18348	53824	45312.49209956727	0.0
SNORD48	704	48634	45234.5	0.0
RPL17	2628	30139	38256.80310340002	0.0
MT-CO1	20617	69569	37338.34219293753	0.0
SNORD12C	1217	36773	36772.5	0.0
SNORD78	1545	36771	36683.5	0.0
C17orf76-AS1	1573	34653	35190.910997442654	0.0
MT-TF	3005	34714	34712.0	0.0
SNORD104	1538	31170	31167.092156862745	0.0
SNORD82	1503	30323	30102.337012987013	0.0
MT-CO2	11165	40779	29726.783333332885	0.0
VTRNA1-2	1926	29285	28642.166666666653	0.0
SNHG5	2271	26965	26993.33333333332	0.0
MT-ND5	13411	31007	25850.799206349187	0.0
SNORD60	1451	24589	24577.23611111111	0.0
MT-TP	1309	24476	24475.5	0.0
SNORD63	1490	24390	24390.0	0.0
RNU5B-1	3114	26979	22899.32253302253	0.0
MTRNR2L8	11222	80297	22403.097666223115	0.0
hsa-mir-6723.1	14417	51179	22113.827813852982	0.0
MT-ND1	8746	25238	22059.959523809524	0.0
MT-CYB	8836	24080	21873.87777777778	0.0
RNY4P20	1167	109911	21023.150576893662	0.0
MT-TH	2481	20712	20711.0	0.0
MT-ATP6	9148	28013	20214.61666666667	0.0
RNU5A-1	2807	23597	19234.372533022575	0.0
SNORD101	991	18615	18615.0	0.0
MT-ND2	10169	27976	18234.884249492334	0.0
MTRNR2L12	11029	67712	18194.84842379886	0.0
RPL4	1225	14684	17273.053015040543	0.0
MTRNR2L2	8574	60515	15728.35123765165	0.0
RNY5	1398	15805	15552.83333333334	0.0
TAF1D	2061	22264	15303.11378066353	0.0
VTRNA2-1	1746	15080	15077.666666666664	0.0
SNORD58C	1407	29955	14974.72619047619	0.0
TMC5	1051	15389	14921.804164772262	0.0
EIF4A2	2402	18593	14888.14292790524	0.0
SNORD3A	5183	78167	14765.808235937844	0.0
SNORD3C	4770	77302	14359.147124826719	0.0
MT-CO3	6844	17325	14254.019047619056	0.0
SNORD3B-2	4668	75738	13429.0249026045	0.0
SNORD3B-1	4573	75610	13387.474902604516	0.0
RMRP	1479	13260	13259.47619047619	0.0
SNORD12B	1073	12672	12672.0	0.0
RPL13A	2283	16370	12584.644644936172	0.0
RNU5E-1	2045	13343	12471.5046758797	0.0
RNU1-27P	5443	102263	12018.653270518766	0.0
RNU1-28P	5443	102263	12018.653270518766	0.0
RNVU1-18	5443	102263	12018.653270518766	0.0
RNU1-2	5443	102263	12018.653270518766	0.0
RNU1-1	5443	102263	12018.653270518766	0.0
RNU1-4	5443	102263	12018.653270518766	0.0
RNU1-3	5443	102263	12018.653270518766	0.0
WDR74	5131	31868	11623.63753239353	0.0
SNORD69	871	11379	11379.0	0.0
