GeneSymbol	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
LUZP2	8	208	208.0	0.0
CTD-2328D6.1	93	180	179.0909090909091	0.0
AC010970.2	77	159	157.2	0.0
MT-ND5	110	142	125.41666666666667	0.0
KDM3B	7	113	113.0	0.0
RBBP7	5	83	83.0	0.0
MT-ND4	62	85	69.33333333333334	0.0
KSR2	5	49	49.0	0.0
TBC1D8B	112	162	47.048412698412704	0.0
GNPDA1	10	44	43.99999999999999	0.0
RP11-259O2.3	91	139	42.71349206349206	0.0
MT-CO1	50	67	41.583333333333336	0.0
SLC38A6	87	134	40.38015873015873	0.0
MT-RNR2	48	55	40.199999999999996	0.0
MT-CYB	24	42	39.5	0.0
HSPA8P20	14	37	35.833333333333336	0.0
RYK	5	35	35.0	0.0
MT-CO3	26	40	24.833333333333332	0.0
IL16	10	23	22.999999999999996	0.0
PPP2R2A	6	22	22.0	0.0
RP11-87E22.2	5	22	22.0	0.0
KCNQ1OT1	36	43	21.881349206349206	0.0
ESYT1	7	20	20.0	0.0
HIF1AN	7	20	20.0	0.0
RP4-712E4.1	6	39	19.5	0.0
RP4-712E4.2	6	39	19.5	0.0
ABCC4	6	18	18.0	0.0
MTND5P11	26	32	17.0	0.0
RP11-677M14.7	7	17	17.0	0.0
RP11-346D14.1	29	30	16.527380952380952	0.0
hsa-mir-6723.1	27	35	15.583333333333334	0.0
LURAP1L	2	15	15.0	0.0
TOR3A	3	15	15.0	0.0
SMC1A	7	15	14.666666666666668	0.0
MT-CO2	17	23	14.500000000000002	0.0
MT-ND1	10	18	14.5	0.0
AC072062.1	10	15	14.2	0.0
DIAPH2	9	14	14.0	0.0
ZNF859P	2	14	14.0	0.0
MINK1	6	14	14.0	0.0
MT-ND2	16	22	12.25	0.0
PI4K2A	5	12	12.0	0.0
SAFB	7	12	11.900000000000004	0.0
MTND4P12	13	23	11.0	0.0
SH3BGRL	3	11	11.0	0.0
RP5-857K21.11	18	26	10.833333333333334	0.0
MT-RNR1	5	10	10.0	0.0
ABHD2	6	10	10.0	0.0
MT-ATP6	13	17	9.666666666666666	0.0
KIAA1328	14	15	9.642857142857142	0.0
EFCAB11	3	8	9.500000000000002	0.0
WBSCR16	7	7	9.0	0.0
KCNA5	3	9	9.0	0.0
ZNF655	4	9	9.0	0.0
CTD-2540B15.6	1	9	9.0	0.0
