GeneSymbol	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
RNY4	1724	183760	40927.8540480891	0.0
RNY4P10	1367	182624	40582.64799704846	0.0
Y_RNA.320	1137	176886	37813.85998462087	0.0
RNY4P7	1007	174809	37197.25872410279	0.0
RNY1	927	42485	36768.8972066527	0.0
RNY4P20	584	106834	20662.673881673978	0.0
RPPH1	704	6534	6533.666666666667	0.0
SNHG1	886	4316	4885.66666666667	0.0
RMRP	508	4583	4580.666666666667	0.0
RNU2-61P	751	26848	4070.7416684622626	0.0
RNY5	572	4249	4055.2500000000005	0.0
RNU2-37P	604	26233	3906.5488741650584	0.0
RNU2-48P	887	28791	3819.66505002995	0.0
RNU2-33P	478	22558	3256.590960836553	0.0
RNU2-7P	361	22056	3150.1072001527928	0.0
GAS5	234	1561	3111.6749999999956	0.0
WDR74	1270	10133	3053.634643022963	0.0
RNU2-26P	449	17907	2345.7226263932107	0.0
RNU2-57P	448	17906	2345.555959726544	0.0
RNU5E-1	436	2080	2036.899639249639	0.0
RNU5B-1	613	2465	1952.399639249639	0.0
MT-RNR2	1271	2813	1755.7523809523805	0.0
LINC00910	746	8718	1715.2692162928254	0.0
RNU2-6P	555	12235	1708.6768841710414	0.0
RNU5A-1	511	2135	1619.1996392496392	0.0
RNU2-2P	1264	10126	1523.3173215114812	0.0
VTRNA1-1	326	1681	1520.0833333333335	0.0
RNU2-59P	617	6172	1486.039870909103	0.0
RNY4P27	455	8553	1456.4870425791585	0.0
RNU12	301	1268	1263.3333333333333	0.0
RP11-696N14.1	20	1249	1249.0	0.0
RNU11	336	1074	1073.0	0.0
RNU2-29P	210	8326	1005.8230203405126	0.0
RNY4P17	123	4489	978.1109970808246	0.0
GNB2L1	183	1134	967.0833333333309	0.0
SNHG5	198	858	861.0000000000001	0.0
LINC00338	95	794	791.3333333333334	0.0
VTRNA1-2	192	847	784.9166666666665	0.0
C17orf76-AS1	95	758	767.0000000000003	0.0
RN7SL1	782	2071	731.7124795811908	0.0
RNU1-27P	1455	8298	673.8878681018826	0.0
RNU1-28P	1455	8298	673.8878681018826	0.0
RNU1-2	1455	8298	673.8878681018826	0.0
RNU1-1	1455	8298	673.8878681018826	0.0
RNU1-4	1455	8298	673.8878681018826	0.0
RNU1-3	1455	8298	673.8878681018826	0.0
RNVU1-18	1455	8298	673.8878681018826	0.0
RNU2-68P	251	4826	636.4149646105527	0.0
NCAPG	17	634	633.0	0.0
SNORD3A	730	3331	629.1295795991449	0.0
RNU2-23P	457	6495	618.1842838834701	0.0
SNORD3C	686	3263	603.1295795991446	0.0
RNU2-30P	453	6325	582.781944959924	0.0
SNORD3B-2	676	3232	573.2962462658113	0.0
SNORD3B-1	675	3231	572.962912932478	0.0
SNORD6	136	570	570.0	0.0
RN7SL2	630	1764	565.7548718391116	0.0
RNY4P2	108	2054	558.9549903799906	0.0
VTRNA2-1	258	557	556.6666666666667	0.0
RPL23	116	720	553.9782550782551	0.0
RNU2-46P	399	6160	552.6757900037691	0.0
RPL17	177	562	549.0452862463211	0.0
RNVU1-7	1204	6579	517.6291684681809	0.0
RNVU1-9	1204	6579	517.6291684681809	0.0
C1orf213	173	2393	504.09310966811006	0.0
Y_RNA.272	172	2392	503.09310966811006	0.0
RPL4	118	411	466.175316350316	0.0
RNU2-41P	248	4926	441.6752589215046	0.0
RNU2-64P	233	3124	438.41965575274423	0.0
RNU2-13P	208	4690	414.93533022275255	0.0
Y_RNA.44	117	3009	410.5034271284273	0.0
RNVU1-1	709	5656	407.60016708000427	0.0
RNVU1-10	709	5656	407.60016708000427	0.0
TAF1D	224	578	406.9999999999999	0.0
HSPA8	118	427	402.68546453546475	0.0
EIF4A2	172	494	400.7619047619051	0.0
Y_RNA.122	80	1307	396.17611827989253	0.0
RNY4P14	51	2713	395.7495310245311	0.0
Y_RNA.79	49	2710	395.41619769119774	0.0
SNORD20	106	391	391.0	0.0
SNHG12	95	319	381.9047619047618	0.0
C12orf57	79	1230	365.01060606060605	0.0
FAT1	265	331	346.2500000000001	0.0
RNVU1-19	543	4861	341.3108625130632	0.0
RNU2-36P	275	1980	338.20806795543643	0.0
Y_RNA.383	68	775	328.44285714285695	0.0
MTRNR2L8	497	1147	314.43571428571397	0.0
SPTBN1	218	286	300.49999999999994	0.0
SNORD104	101	299	299.0	0.0
SNORD3D	380	1471	297.7710622710608	0.0
Y_RNA.3	131	1897	283.61801731188694	0.0
SNORD82	67	280	280.0	0.0
RPL13A	185	385	279.06217850776693	0.0
LAMB2	30	277	276.99999999999994	0.0
RABGGTB	123	348	275.5555555555556	0.0
MT-RNR1	152	274	274.0	0.0
SNORD63	77	265	265.0	0.0
RNVU1-17	320	3319	262.05812923263744	0.0
SNORD38A	82	258	258.0	0.0
EEF1A1	395	534	257.5579394908876	0.0
SNORD48	61	326	257.5	0.0
MTRNR2L1	199	714	256.597619047619	0.0
RNY4P5	360	1486	255.12581369982942	0.0
MALAT1	191	255	255.0	0.0
SNORD60	84	249	249.0	0.0
RNU2-3P	210	973	243.3709705499178	0.0
MTRNR2L2	427	957	241.73571428571427	0.0
RPL3	95	267	236.99402819402815	0.0
Y_RNA.790	94	1387	236.6287616773634	0.0
C3orf17	26	233	235.10526315789477	0.0
Y_RNA.807	124	3261	230.68225465267398	0.0
SNORD78	61	227	226.0	0.0
Y_RNA.196	21	1118	223.34288914490523	0.0
Y_RNA.556	44	1151	223.27506976907915	0.0
Y_RNA.40	26	1122	222.28768936384344	0.0
Y_RNA.488	24	1119	221.88983990147784	0.0
SNORD95	153	1099	220.03333333333282	0.0
SNORA21	65	658	219.3333333333334	0.0
Y_RNA.31	95	3416	217.7911523013619	0.0
RNU1-11P	551	3204	211.69626228915575	0.0
Y_RNA.340	63	509	210.45847840354693	0.0
RNVU1-13	282	3131	205.43666440937704	0.0
MACF1	142	197	202.99999999999983	0.0
RNY4P8	122	1355	202.6499471288945	0.0
RPL27A	99	267	195.4792207792208	0.0
MTRNR2L12	355	784	188.43571428571425	0.0
HSP90AA1	161	215	187.15674603174605	0.0
PAQR5	65	3125	184.31063705718446	0.0
SNORD43	87	303	184.0	0.0
RNU7-1	74	1223	183.9969696969697	0.0
