depth	level	ID	parentID	name	readCount_direct	readCount_inherited
0	no rank	1	-1	root	1390	43056
1	no rank	12908	1	unclassified sequences	0	102
2	no rank	151659	12908	environmental samples	1	101
3	species	155900	151659	uncultured organism	90	0
3	species	358574	151659	uncultured microorganism	7	0
1	no rank	131567	1	cellular organisms	858	42096
2	superkingdom	2	131567	Bacteria	2636	21783
3	phylum	1117	2	Cyanobacteria	45	18
4	no rank	34079	1117	unclassified Cyanobacteria	6	0
4	subclass	1301283	1117	Oscillatoriophycideae	0	9
5	order	1118	1301283	Chroococcales	0	7
6	genus	1142	1118	Synechocystis	5	0
3	phylum	1224	2	Proteobacteria	648	5847
4	class	1236	1224	Gammaproteobacteria	345	2111
5	no rank	50423	1236	environmental samples	0	17
6	species	86473	50423	uncultured gamma proteobacterium	16	0
5	order	72273	1236	Thiotrichales	3	159
6	family	34064	72273	Francisellaceae	0	136
7	genus	262	34064	Francisella	136	0
6	family	135617	72273	Thiotrichaceae	0	22
7	genus	90372	135617	Thiomargarita	0	21
8	no rank	298391	90372	environmental samples	0	21
9	species	298392	298391	uncultured Thiomargarita sp.	21	0
5	order	72274	1236	Pseudomonadales	7	730
6	family	468	72274	Moraxellaceae	21	376
7	genus	469	468	Acinetobacter	247	22
8	no rank	75661	469	environmental samples	0	5
9	species	165433	75661	uncultured Acinetobacter sp.	5	0
8	species group	909768	469	Acinetobacter calcoaceticus/baumannii complex	1	7
9	species	470	909768	Acinetobacter baumannii	5	1
7	genus	475	468	Moraxella	1	3
8	subgenus	46225	475	Moraxella	3	0
7	genus	497	468	Psychrobacter	8	0
7	no rank	54393	468	unclassified Moraxellaceae	8	0
7	genus	212791	468	Enhydrobacter	87	0
6	family	135621	72274	Pseudomonadaceae	13	320
7	genus	286	135621	Pseudomonas	252	53
8	no rank	62104	286	environmental samples	0	5
9	species	114707	62104	uncultured Pseudomonas sp.	5	0
8	species group	136841	286	Pseudomonas aeruginosa group	0	15
9	species	287	136841	Pseudomonas aeruginosa	15	0
8	species group	136843	286	Pseudomonas fluorescens group	0	18
9	species	294	136843	Pseudomonas fluorescens	17	0
8	species	237435	286	Pseudomonas filiscindens	4	0
7	no rank	190017	135621	unclassified Pseudomonadaceae	10	0
5	order	91347	1236	Enterobacteriales	0	642
6	family	543	91347	Enterobacteriaceae	522	120
7	genus	561	543	Escherichia	0	11
8	species	562	561	Escherichia coli	11	0
7	genus	583	543	Proteus	0	3
7	genus	586	543	Providencia	3	1
7	genus	613	543	Serratia	38	5
7	genus	620	543	Shigella	0	18
8	species	624	620	Shigella sonnei	17	0
7	genus	122277	543	Pectobacterium	0	24
8	no rank	228953	122277	environmental samples	0	24
9	species	228954	228953	uncultured Pectobacterium sp.	24	0
7	no rank	191675	543	unclassified Enterobacteriaceae	6	1
5	no rank	118884	1236	unclassified Gammaproteobacteria	286	0
5	order	118969	1236	Legionellales	0	5
6	family	444	118969	Legionellaceae	0	5
7	genus	445	444	Legionella	5	0
5	order	135614	1236	Xanthomonadales	2	175
6	family	32033	135614	Xanthomonadaceae	120	53
7	genus	338	32033	Xanthomonas	0	34
8	species	343	338	Xanthomonas translucens	34	0
7	genus	40323	32033	Stenotrophomonas	8	3
5	order	135615	1236	Cardiobacteriales	0	3
6	family	868	135615	Cardiobacteriaceae	0	3
7	genus	13275	868	Suttonella	3	0
5	order	135618	1236	Methylococcales	0	22
6	family	403	135618	Methylococcaceae	0	22
7	genus	429	403	Methylobacter	20	1
5	order	135619	1236	Oceanospirillales	0	5
5	order	135622	1236	Alteromonadales	0	13
6	family	72275	135622	Alteromonadaceae	0	7
7	genus	2742	72275	Marinobacter	0	3
6	family	267888	135622	Pseudoalteromonadaceae	0	5
7	genus	53246	267888	Pseudoalteromonas	4	1
5	order	135623	1236	Vibrionales	0	6
6	family	641	135623	Vibrionaceae	1	5
7	genus	662	641	Vibrio	3	0
5	order	135624	1236	Aeromonadales	0	16
6	family	84642	135624	Aeromonadaceae	0	15
7	genus	642	84642	Aeromonas	10	1
7	genus	225143	84642	Oceanisphaera	3	0
5	order	135625	1236	Pasteurellales	0	6
