depth	level	ID	parentID	name	readCount_direct	readCount_inherited
0	no rank	1	-1	root	0	275464
1	superkingdom	10239	1	Viruses	0	31
2	no rank	35237	10239	dsDNA viruses, no RNA stage	0	17
3	order	28883	35237	Caudovirales	0	13
4	family	10662	28883	Myoviridae	0	9
5	no rank	196896	10662	unclassified Myoviridae	0	5
6	species	1262513	196896	Serratia phage phiMAM1	5	0
5	subfamily	1198136	10662	Tevenvirinae	0	4
6	genus	10663	1198136	T4likevirus	0	4
7	no rank	329380	10663	unclassified T4-like viruses	0	4
8	species	760939	329380	Acinetobacter phage Acj9	4	0
2	no rank	439488	10239	ssRNA viruses	0	14
3	no rank	35278	439488	ssRNA positive-strand viruses, no DNA stage	0	14
4	order	675063	35278	Tymovirales	0	14
5	family	675068	675063	Betaflexiviridae	0	14
6	genus	12163	675068	Carlavirus	0	14
7	species	335963	12163	Hippeastrum latent virus	12	0
1	no rank	131567	1	cellular organisms	137480	137953
2	superkingdom	2	131567	Bacteria	6136	39717
3	phylum	1117	2	Cyanobacteria	407	775
4	order	1161	1117	Nostocales	8	90
5	family	1162	1161	Nostocaceae	5	59
6	genus	1163	1162	Anabaena	0	30
7	species	1172	1163	Anabaena variabilis	0	4
8	no rank	240292	1172	Anabaena variabilis ATCC 29413	4	0
7	species	46234	1163	Anabaena sp. 90	25	0
6	genus	1177	1162	Nostoc	0	18
7	species	103690	1177	Nostoc sp. PCC 7120	18	0
6	genus	98443	1162	Richelia	0	5
7	species	1164990	98443	Richelia intracellularis	5	0
6	genus	244599	1162	Raphidiopsis	0	4
7	species	668331	244599	Raphidiopsis brookii	0	4
8	no rank	533247	668331	Raphidiopsis brookii D9	4	0
5	family	1185	1161	Rivulariaceae	0	26
6	genus	1186	1185	Calothrix	0	16
7	species	32054	1186	Calothrix parietina	0	6
8	no rank	1170562	32054	Calothrix sp. PCC 6303	6	0
7	species	99598	1186	Calothrix sp. PCC 7507	3	0
7	species	1337936	1186	Calothrix sp. 336/3	7	0
6	genus	373984	1185	Rivularia	0	10
7	species	373994	373984	Rivularia sp. PCC 7116	10	0
4	order	1189	1117	Stigonematales	0	5
5	genus	1190	1189	Fischerella	0	5
6	species	741277	1190	Fischerella sp. JSC-11	5	0
4	order	52604	1117	Pleurocapsales	0	15
5	genus	44474	52604	Pleurocapsa	0	3
6	species	54308	44474	Pleurocapsa minor	0	3
7	no rank	118163	54308	Pleurocapsa sp. PCC 7327	3	0
5	genus	52607	52604	Xenococcus	0	7
6	species	102125	52607	Xenococcus sp. PCC 7305	7	0
5	genus	54298	52604	Chroococcidiopsis	0	4
6	species	54299	54298	Chroococcidiopsis thermalis	0	4
7	no rank	251229	54299	Chroococcidiopsis thermalis PCC 7203	4	0
4	class	307596	1117	Gloeobacteria	0	37
5	order	307595	307596	Gloeobacterales	0	37
6	genus	33071	307595	Gloeobacter	0	37
7	species	33072	33071	Gloeobacter violaceus	0	33
8	no rank	251221	33072	Gloeobacter violaceus PCC 7421	33	0
7	species	1416614	33071	Gloeobacter kilaueensis	0	4
8	no rank	1183438	1416614	Gloeobacter kilaueensis JS1	4	0
4	subclass	1301283	1117	Oscillatoriophycideae	114	506
