depth	level	ID	parentID	name	readCount_direct	readCount_inherited
0	no rank	1	-1	root	8	532115
1	superkingdom	10239	1	Viruses	0	161
2	no rank	35237	10239	dsDNA viruses, no RNA stage	0	160
3	family	10501	35237	Phycodnaviridae	0	22
4	genus	181085	10501	Phaeovirus	0	22
5	species	37665	181085	Ectocarpus siliculosus virus 1	22	0
3	order	28883	35237	Caudovirales	4	99
4	family	10662	28883	Myoviridae	0	49
5	no rank	196896	10662	unclassified Myoviridae	0	11
6	species	979525	196896	Vibrio phage ICP1	10	0
5	subfamily	1198136	10662	Tevenvirinae	0	37
6	genus	10663	1198136	T4likevirus	5	32
7	no rank	329380	10663	unclassified T4-like viruses	0	31
8	species	555387	329380	Synechococcus phage S-RSM4	5	0
8	species	1340810	329380	Synechococcus phage ACG-2014h	26	0
4	family	10699	28883	Siphoviridae	17	9
5	no rank	196894	10699	unclassified Siphoviridae	1	8
6	species	1177632	196894	Salmonella phage SSU5	7	0
4	family	10744	28883	Podoviridae	0	24
5	no rank	196895	10744	unclassified Podoviridae	0	10
6	species	1414738	196895	Shigella phage pSb-1	10	0
5	subfamily	542835	10744	Autographivirinae	0	13
6	genus	110456	542835	T7likevirus	0	4
7	no rank	329157	110456	unclassified T7-like viruses	4	0
6	genus	542837	542835	Sp6likevirus	2	7
7	species	194966	542837	Enterobacteria phage SP6	7	0
3	no rank	51368	35237	unclassified dsDNA viruses	0	35
4	no rank	717048	51368	unclassified archaeal dsDNA viruses	0	35
5	no rank	128706	717048	Haloviruses	0	35
6	species	1273755	128706	Halovirus HRTV-8	35	0
1	no rank	131567	1	cellular organisms	115346	416608
2	superkingdom	2	131567	Bacteria	33645	153554
3	phylum	1117	2	Cyanobacteria	174	609
4	order	1161	1117	Nostocales	1	77
5	family	1162	1161	Nostocaceae	1	76
6	genus	1163	1162	Anabaena	0	37
7	species	46234	1163	Anabaena sp. 90	37	0
6	genus	1177	1162	Nostoc	1	17
7	species	28072	1177	Nostoc sp. PCC 7524	6	0
7	species	103690	1177	Nostoc sp. PCC 7120	11	0
6	genus	56106	1162	Cylindrospermum	0	12
7	species	142864	56106	Cylindrospermum stagnale	0	12
8	no rank	56107	142864	Cylindrospermum stagnale PCC 7417	12	0
6	genus	159191	1162	Nodularia	0	4
7	species	70799	159191	Nodularia spumigena	0	4
8	no rank	313624	70799	Nodularia spumigena CCY9414	4	0
6	genus	244599	1162	Raphidiopsis	0	3
7	species	668331	244599	Raphidiopsis brookii	0	3
8	no rank	533247	668331	Raphidiopsis brookii D9	3	0
4	order	1189	1117	Stigonematales	0	4
5	genus	1190	1189	Fischerella	0	4
