GeneSymbol	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
LUZP2	6	244	244.0	0.0
TBC1D8B	264	626	197.41706349206365	0.0
RP11-259O2.3	244	604	196.584523809524	0.0
SLC38A6	241	599	191.16785714285726	0.0
AC010970.2	73	148	146.5	0.0
RBBP7	12	118	118.0	0.0
HIF1AN	8	57	56.5	0.0
HSPA8P20	16	56	55.5	0.0
CTD-2328D6.1	46	55	55.0	0.0
KDM3B	8	50	50.0	0.0
MT-ND5	35	47	44.5	0.0
KSR2	7	42	42.0	0.0
RYK	6	37	37.0	0.0
KCNQ1OT1	58	84	32.29404761904761	0.0
RP1-140C12.2	5	30	30.0	0.0
PPP2R2A	7	28	28.0	0.0
GNPDA1	6	25	24.714285714285715	0.0
LURAP1L	1	22	22.0	0.0
IL16	13	22	20.999999999999996	0.0
MT-CYB	15	21	19.5	0.0
RP11-346D14.1	25	29	18.28571428571429	0.0
MT-ND4	23	25	18.083333333333332	0.0
RP11-142G1.3	27	52	15.034523809523812	0.0
SMC1A	5	15	15.0	0.0
RP4-712E4.1	3	27	13.5	0.0
RP4-712E4.2	3	27	13.5	0.0
TTC39B	3	12	13.0	0.0
RP11-87E22.2	5	13	13.0	0.0
MT-RNR2	13	15	12.75	0.0
MT-CO1	15	18	12.0	0.0
TOR3A	4	12	12.0	0.0
MYO1F	5	12	12.0	0.0
PTPRQ	22	24	11.816666666666665	0.0
C1orf51	3	9	11.0	0.0
ESRG	14	14	11.0	0.0
MROH2B	6	11	10.999999999999998	0.0
KCNA5	3	10	10.0	0.0
ECD	3	10	10.0	0.0
ESYT1	7	10	10.0	0.0
RP11-677M14.7	3	10	10.0	0.0
RP11-284J1.1	5	10	10.0	0.0
AC103828.1	4	10	10.0	0.0
RP11-501E14.1	6	11	9.333333333333332	0.0
AC072062.1	8	10	9.25	0.0
UGDH-AS1	18	24	9.183333333333334	0.0
DIAPH2	7	9	9.0	0.0
PI4K2A	2	9	9.0	0.0
ZSWIM3	4	9	9.0	0.0
GGT1	10	15	8.932407407407407	0.0
MIPOL1	16	21	8.720238095238095	0.0
NEDD4	19	22	8.665079365079364	0.0
C4orf36	6	7	8.5	0.0
RP13-254B10.1	5	8	8.0	0.0
TMEM104	5	8	8.0	0.0
PHF14	2	8	8.0	0.0
KIAA1328	11	14	7.9523809523809526	0.0
SAFB	6	8	7.8000000000000025	0.0
RPAP2	16	17	7.726190476190476	0.0
RP11-946L20.4	10	11	7.583333333333333	0.0
TPH2	2	6	7.25	0.0
NFAT5	4	8	7.25	0.0
TPTEP1	4	7	7.0	0.0
MT-TP	7	7	7.0	0.0
MT-ATP6	7	9	7.0	0.0
IFT57	2	7	7.0	0.0
MUC12	4	7	7.0	0.0
CCND3	3	7	7.0	0.0
ARHGAP39	4	7	7.0	0.0
IGDCC3	5	7	7.0	0.0
HHLA1	7	11	6.9222222222222225	0.0
AGBL2	1	8	6.666666666666666	0.0
GGTLC1	6	11	6.555555555555555	0.0
CHRNA1	3	6	6.000000000000001	0.0
TPH1	4	6	6.0	0.0
DNAJC11	2	6	6.0	0.0
CDC37	2	6	6.0	0.0
ZNF296	1	6	6.0	0.0
RP11-727A23.10	6	6	6.0	0.0
LINC00263	6	8	6.0	0.0
AC018890.4	2	6	6.0	0.0
RP11-1060J15.4	4	5	6.0	0.0
EHMT1	1	4	6.0	0.0
SLC12A9	3	6	6.0	0.0
SESN3	3	6	6.0	0.0
ASTN2	5	6	6.0	0.0
LRBA	2	3	6.0	0.0
CA1	3	6	5.999999999999998	0.0
MT-CO2	9	10	5.833333333333333	0.0
MT-ND1	6	8	5.75	0.0
LINC00504	8	10	5.583333333333332	0.0
MT-CO3	5	6	5.5	0.0
hsa-mir-6723.1	9	11	5.5	0.0
CDHR3	4	6	5.5	0.0
ABHD2	3	6	5.285714285714286	0.0
MT-ND6	3	6	5.25	0.0
C10orf76	3	5	5.0	0.0
LINC00174	3	5	5.0	0.0
AC005154.6	3	4	5.0	0.0
CTD-2247C11.4	3	5	5.0	0.0
NEDD4L	1	5	5.0	0.0
CCDC125	5	6	5.0	0.0
RAE1	2	5	5.0	0.0
LPL	2	5	5.0	0.0
TSIX	4	5	5.0	0.0
ZKSCAN1	2	5	5.0	0.0
RP11-382J12.1	5	5	5.0	0.0
SERAC1	1	3	5.0	0.0
CTD-2583A14.8	2	5	5.0	0.0
MT-ND4L	4	5	4.5	0.0
USE1	2	5	4.5	0.0
ADAMTSL3	6	8	4.285714285714286	0.0
MTRR	2	4	4.000000000000001	0.0
GRHPR	1	4	4.000000000000001	0.0
AP000462.1	4	4	4.0	0.0
MT-TQ	4	4	4.0	0.0
RP11-528A4.2	4	4	4.0	0.0
NAV3	1	3	4.0	0.0
NF2	2	4	4.0	0.0
UNC80	4	4	4.0	0.0
MTND4P12	7	9	4.0	0.0
TLE1	1	3	4.0	0.0
AL035610.1	1	4	4.0	0.0
LSM11	1	4	4.0	0.0
RP4-657D16.3	1	4	4.0	0.0
ERVW-1	4	4	4.0	0.0
ZBTB43	1	4	4.0	0.0
ZBTB44	2	4	4.0	0.0
FARP2	2	4	4.0	0.0
RP11-1149O23.1	1	4	4.0	0.0
RP11-169F17.1	1	4	4.0	0.0
TMEM131	3	4	4.0	0.0
GRIN2C	1	4	4.0	0.0
MUC3A	2	4	4.0	0.0
KHDRBS3	3	4	4.0	0.0
RP11-320M2.1	1	4	4.0	0.0
SET	2	4	4.0	0.0
CCNL1	3	4	4.0	0.0
CAPN2	2	4	4.0	0.0
ITCH	3	4	4.0	0.0
RP11-855O10.2	1	4	4.0	0.0
STXBP3	3	4	4.0	0.0
LRRC28	3	5	4.0	0.0
AGTRAP	3	4	3.999999999999999	0.0
SEC22C	3	4	3.999999999999999	0.0
MICAL3	2	3	3.833333333333333	0.0
MORC4	19	22	3.8325396825396827	0.0
HMGA1	3	5	3.75	0.0
SPINK9	3	5	3.6666666666666665	0.0
RTN3	4	4	3.636363636363637	0.0
TTI2	3	4	3.6	0.0
AC092669.3	2	4	3.3333333333333335	0.0
AP000354.4	7	10	3.268518518518518	0.0
TRIM22	11	14	3.25	0.0
RP11-545I5.3	17	20	3.1658730158730157	0.0
COL4A3BP	2	3	3.1	0.0
AL590867.1	14	16	3.032539682539682	0.0
INCA1	3	3	3.0000000000000004	0.0
LARS2	2	3	3.0000000000000004	0.0
SLC17A8	1	3	3.0	0.0
IFNAR1	2	3	3.0	0.0
LDB3	2	3	3.0	0.0
CASC3	1	3	3.0	0.0
PAQR3	2	3	3.0	0.0
TFPI2	2	3	3.0	0.0
STARD8	3	3	3.0	0.0
CASP8AP2	1	2	3.0	0.0
FAM76B	2	3	3.0	0.0
IP6K1	3	3	3.0	0.0
AGBL5	2	3	3.0	0.0
SLC14A2	2	3	3.0	0.0
