GeneSymbol	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
RNY1	3045	534841	441101.6136512669	0.0
RNY4	5118	1074121	234432.66232515787	0.0
RNY4P10	3932	1062872	232623.31322983836	0.0
Y_RNA.320	3606	1050731	226766.67915430843	0.0
RNY4P7	3350	1042884	224429.9019539902	0.0
RNY4P20	2113	546389	103063.54090131335	0.0
VTRNA1-1	2283	46143	43081.23333333339	0.0
RNY5	2333	43436	41243.50000000005	0.0
RPPH1	1634	20036	20033.333333333336	0.0
RNY4P17	412	87574	15677.918708008137	0.0
RMRP	1230	12822	12817.916666666668	0.0
VTRNA1-2	1022	9795	9025.900000000005	0.0
RNY4P27	2034	46058	8382.123490035696	0.0
Y_RNA.556	243	37055	7328.190164017488	0.0
Y_RNA.196	102	36198	7230.919274637313	0.0
Y_RNA.40	100	36243	7215.92794106767	0.0
Y_RNA.488	96	36235	7214.78224704538	0.0
Y_RNA.318	108	13611	6640.565249990348	0.0
RNU2-61P	1137	45784	6459.526679692858	0.0
RNU2-37P	972	45283	6340.209351439982	0.0
RNU2-48P	1131	42181	5612.025998422397	0.0
RNU2-33P	781	40920	5523.098324714509	0.0
RNU2-7P	627	40421	5409.109718875904	0.0
SNHG1	819	4171	4689.3	0.0
RNU2-26P	722	33058	4019.125581696655	0.0
RNU2-57P	722	33058	4019.125581696655	0.0
RNY4P14	131	23012	3341.7557753284723	0.0
Y_RNA.79	127	23013	3339.392138964836	0.0
C1orf213	639	17286	3282.881741914002	0.0
Y_RNA.272	635	17281	3281.8650752473354	0.0
RNY4P2	423	13678	3061.1023605977953	0.0
Y_RNA.807	450	43788	3006.1489268667215	0.0
GAS5	280	1138	2846.949999999997	0.0
Y_RNA.383	299	6770	2839.390115440117	0.0
Y_RNA.31	364	46011	2765.579888919024	0.0
PAQR5	266	42644	2656.5225126950954	0.0
WDR74	1353	6115	2599.797563430845	0.0
RNU2-59P	935	14716	2471.1736200564737	0.0
FAT1	1887	2315	2377.326923076921	0.0
Y_RNA.44	439	17502	2299.368134643134	0.0
RNU2-29P	411	20708	2243.458374911593	0.0
RNY4P5	1294	13827	2193.3288903491657	0.0
VTRNA2-1	642	2152	2148.1333333333337	0.0
RNY4P31	417	4043	2121.960569985566	0.0
RN7SL1	1544	5321	2106.4654100914177	0.0
KIF5B	1469	2074	2072.625	0.0
RNU11	592	2021	2010.0000000000005	0.0
EIF3A	1374	2010	2009.600000000003	0.0
RNU1-27P	2965	28553	2007.336722844317	0.0
RNU1-28P	2965	28553	2007.336722844317	0.0
RNVU1-18	2965	28553	2007.336722844317	0.0
RNU1-2	2965	28553	2007.336722844317	0.0
RNU1-1	2965	28553	2007.336722844317	0.0
RNU1-4	2965	28553	2007.336722844317	0.0
RNU1-3	2965	28553	2007.336722844317	0.0
RNU12	351	1966	1956.0000000000005	0.0
Y_RNA.133	133	2200	1936.6693883951114	0.0
Y_RNA.13	601	5032	1890.116541973785	0.0
SNORD3A	1373	11609	1887.4359588748007	0.0
MT-RNR2	1650	2818	1848.673412698414	0.0
SNORD3C	1280	11472	1842.6859588748016	0.0
HECTD1	1165	1796	1837.1166666666622	0.0
SNORD3B-1	1297	11482	1815.1859588748016	0.0
SNORD3B-2	1296	11481	1814.6859588748016	0.0
RNY4P1	1128	11108	1801.8923812655523	0.0
Y_RNA.546	148	14307	1793.7104608506245	0.0
LINC00910	664	10717	1771.8539316970819	0.0
RNU5B-1	595	2196	1751.5954184704165	0.0
RNU2-6P	814	12519	1747.0191960233349	0.0
RNVU1-7	2515	25022	1732.9214229696224	0.0
RNVU1-9	2515	25022	1732.9214229696224	0.0
LINC00338	163	1735	1726.543291925466	0.0
SNORD20	233	1687	1687.0	0.0
NOP56	175	2235	1599.5238095238117	0.0
RPL23	445	1708	1567.94541939542	0.0
Y_RNA.245	160	5066	1541.419779937942	0.0
VTRNA1-3	395	3288	1517.0666666666666	0.0
RPL13A	492	2206	1514.594786953711	0.0
Y_RNA.3	410	8152	1489.617977980089	0.0
CLTC	973	1438	1436.7500000000002	0.0
Y_RNA.475	210	42352	1434.3551596795126	0.0
Y_RNA.311	295	43393	1414.8573999412977	0.0
C12orf57	183	4087	1411.6287878787887	0.0
Y_RNA.16	297	43375	1410.7193322982957	0.0
Y_RNA.761	293	43368	1410.5240666079644	0.0
RNVU1-10	1671	22013	1407.6927292857745	0.0
RNVU1-1	1671	22013	1407.6927292857745	0.0
Y_RNA.634	247	43245	1402.4241958442794	0.0
RNU2-68P	416	13523	1393.2458803021868	0.0
Y_RNA.420	94	2618	1386.7041666666662	0.0
KIF1C	1131	1411	1380.7590168603324	0.0
VTRNA3-1P	369	3224	1377.1666666666672	0.0
DSP	1029	1377	1375.185714285715	0.0
RNVU1-17	1059	19178	1372.0301574776793	0.0
RNVU1-19	1356	21126	1348.1536189130436	0.0
Y_RNA.619	285	42842	1317.9222181521407	0.0
Y_RNA.477	280	42818	1315.376281555488	0.0
Y_RNA.288	274	42814	1314.5651704443771	0.0
Y_RNA.537	273	42811	1313.8151704443771	0.0
Y_RNA.122	223	5781	1312.6060764741262	0.0
Y_RNA.627	252	42770	1311.2092600937406	0.0
NET1	904	1295	1307.2499999999984	0.0
Y_RNA.598	238	42600	1305.9279230142147	0.0
Y_RNA.481	239	42701	1305.0837440195403	0.0
TSTD3	240	42700	1305.0767370125332	0.0
Y_RNA.620	236	42695	1304.8944758039563	0.0
Y_RNA.233	258	42656	1304.4750755181562	0.0
Y_RNA.710	228	42571	1299.932847256639	0.0
Y_RNA.751	228	42571	1299.932847256639	0.0
RNY4P8	593	9739	1299.9106320507158	0.0
Y_RNA.500	224	42565	1298.2094756091296	0.0
RNU2-2P	1341	6102	1291.3487817154223	0.0
Y_RNA.359	102	2540	1236.377033250437	0.0
Y_RNA.790	211	5882	1232.2852136701497	0.0
SNORD3D	877	6042	1220.973467619609	0.0
RNU5E-1	425	1315	1193.7870851370853	0.0
RNVU1-13	901	18988	1187.260372793884	0.0
Y_RNA.323	350	30981	1131.4159665679545	0.0
SNORD83A	98	1158	1124.0000000000002	0.0
Y_RNA.125	731	5574	1122.0595987345996	0.0
RNY5P5	118	2835	1095.3333333333335	0.0
Y_RNA.601	216	32156	1073.4227832652723	0.0
Y_RNA.663	229	30618	1064.9536303934005	0.0
EEF1A1	1780	2461	1051.6463667585178	0.0
ODC1	654	1048	1044.799999999999	0.0
GNB2L1	282	1093	1041.1926540850445	0.0
SNORD15B	105	1037	1031.6666666666667	0.0
TAF1D	309	1450	1008.6555555555547	0.0
HSPA8	494	804	970.7555358118378	0.0
ATP5G3	318	10257	950.1198315013098	0.0
Y_RNA.88	209	32000	935.0710877385774	0.0
Y_RNA.520	227	32063	933.3078704003601	0.0
Y_RNA.676	123	22369	929.2938041956331	0.0
Y_RNA.505	223	32050	923.9284113360326	0.0
Y_RNA.550	208	32024	921.7856481781379	0.0
Y_RNA.340	159	2063	918.9078485717433	0.0
Y_RNA.121	285	10220	913.3198315013099	0.0
C17orf76-AS1	198	888	902.5632832080204	0.0
RNY4P11	535	10199	897.3639827888975	0.0
RNU5A-1	528	1394	893.162085137086	0.0
DDX3X	671	940	875.2499999999991	0.0
HSP90AA1	813	1016	865.0321278394803	0.0
Y_RNA.49	119	1946	854.0644219571182	0.0
USP22	609	855	850.016666666667	0.0
PABPC1	665	906	843.004761904763	0.0
Y_RNA.161	190	23874	842.2229962244518	0.0
EIF4B	816	1116	841.5886331805465	0.0
SNHG5	225	803	840.1999999999995	0.0
Y_RNA.188	327	3109	825.8660123269171	0.0
Y_RNA.163	175	23226	825.1352977630689	0.0
Y_RNA.20	180	23813	823.9229962244517	0.0
Y_RNA.264	121	1954	815.7932900432904	0.0
RN7SL2	1236	4189	809.7740328425705	0.0
DHX15	515	777	780.8888888888891	0.0
RNY3	423	6613	780.0347587891564	0.0
Y_RNA.562	96	17551	778.4504864824065	0.0
ACTG1	733	954	775.89599277414	0.0
Y_RNA.491	105	1614	750.509523809524	0.0
EEF2	617	738	741.1499999999993	0.0
Y_RNA.336	204	4223	734.3426334732955	0.0
Y_RNA.144	296	5058	726.3983411033402	0.0
RNY3P6	294	5054	726.2366744366735	0.0
SPTBN1	595	694	723.5238095238104	0.0
ATP5A1	540	754	719.3780246284523	0.0
Y_RNA.339	112	17543	715.4650601784347	0.0
Y_RNA.130	208	7292	707.3735271682469	0.0
Y_RNA.118	284	4996	707.29026295342	0.0
Y_RNA.721	566	3233	707.2048510384183	0.0
SLC25A3	386	535	706.587012987014	0.0
RNU7-1	170	4071	698.6838383838389	0.0
SNORD57	126	2071	692.9166666666677	0.0
RNU7-19P	148	4038	691.1116161616164	0.0
Y_RNA.412	272	4924	689.9472804972795	0.0
RNU1-11P	1277	11824	688.9996994082317	0.0
CUL3	511	672	688.8749999999999	0.0
TBC1D14	541	686	685.9999999999997	0.0
Y_RNA.81	153	4134	685.3390670205912	0.0
Y_RNA.100	104	3964	681.8475691744619	0.0
RP11-696N14.1	21	681	681.0	0.0
EIF4A2	430	794	669.6750957375955	0.0
Y_RNA.630	116	4025	665.1727971793215	0.0
RPL27A	233	877	663.889746364747	0.0
Y_RNA.30	256	4761	658.6520424020416	0.0
Y_RNA.206	107	4009	653.1727971793215	0.0
