depth	level	ID	parentID	name	readCount_direct	readCount_inherited
0	no rank	1	-1	root	42	5265
1	no rank	12908	1	unclassified sequences	0	13
2	no rank	151659	12908	environmental samples	0	13
3	species	155900	151659	uncultured organism	12	0
1	no rank	131567	1	cellular organisms	138	5114
2	superkingdom	2	131567	Bacteria	88	1493
3	phylum	1117	2	Cyanobacteria	2	5
4	no rank	34079	1117	unclassified Cyanobacteria	3	0
3	phylum	1224	2	Proteobacteria	19	1098
4	class	1236	1224	Gammaproteobacteria	44	161
5	order	72273	1236	Thiotrichales	0	16
6	family	135617	72273	Thiotrichaceae	0	16
7	genus	90372	135617	Thiomargarita	0	16
8	no rank	298391	90372	environmental samples	0	16
9	species	298392	298391	uncultured Thiomargarita sp.	16	0
5	order	72274	1236	Pseudomonadales	0	33
6	family	468	72274	Moraxellaceae	1	4
6	family	135621	72274	Pseudomonadaceae	1	27
7	genus	286	135621	Pseudomonas	23	4
5	order	91347	1236	Enterobacteriales	0	42
6	family	543	91347	Enterobacteriaceae	1	41
7	genus	620	543	Shigella	0	37
8	species	624	620	Shigella sonnei	37	0
5	no rank	118884	1236	unclassified Gammaproteobacteria	60	0
5	order	135614	1236	Xanthomonadales	0	6
6	family	32033	135614	Xanthomonadaceae	0	4
7	genus	68	32033	Lysobacter	3	0
4	class	28211	1224	Alphaproteobacteria	2	29
5	order	356	28211	Rhizobiales	0	9
6	family	41294	356	Bradyrhizobiaceae	1	3
6	family	119045	356	Methylobacteriaceae	0	4
7	genus	407	119045	Methylobacterium	3	1
5	order	204441	28211	Rhodospirillales	0	4
5	order	204455	28211	Rhodobacterales	0	4
6	family	31989	204455	Rhodobacteraceae	0	4
5	order	204457	28211	Sphingomonadales	0	7
6	family	41297	204457	Sphingomonadaceae	0	7
7	genus	13687	41297	Sphingomonas	3	4
8	species	1609977	13687	Sphingomonas sp. WHSC-8	4	0
4	class	28216	1224	Betaproteobacteria	12	305
5	order	80840	28216	Burkholderiales	12	271
6	family	80864	80840	Comamonadaceae	5	2
6	family	119060	80840	Burkholderiaceae	0	257
7	genus	32008	119060	Burkholderia	23	233
