depth	level	ID	parentID	name	readCount_direct	readCount_inherited
0	no rank	1	-1	root	0	432116
1	superkingdom	10239	1	Viruses	0	7
2	no rank	35237	10239	dsDNA viruses, no RNA stage	0	7
3	family	10508	35237	Adenoviridae	0	7
4	genus	10552	10508	Aviadenovirus	0	7
5	species	1146875	10552	Turkey aviadenovirus B	0	7
6	no rank	878329	1146875	Turkey adenovirus 1	7	0
1	no rank	131567	1	cellular organisms	219255	212854
2	superkingdom	2	131567	Bacteria	8690	56466
3	phylum	1117	2	Cyanobacteria	599	1277
4	order	1161	1117	Nostocales	5	125
5	family	1162	1161	Nostocaceae	11	87
6	genus	1163	1162	Anabaena	0	24
7	species	1165	1163	Anabaena cylindrica	0	5
8	no rank	272123	1165	Anabaena cylindrica PCC 7122	0	5
9	no rank	1335021	272123	Anabaena cylindrica CCAP 1403/2B	5	0
7	species	46234	1163	Anabaena sp. 90	19	0
6	genus	1177	1162	Nostoc	0	38
7	species	28072	1177	Nostoc sp. PCC 7524	6	0
7	species	103690	1177	Nostoc sp. PCC 7120	30	0
6	genus	98443	1162	Richelia	0	19
7	species	1164990	98443	Richelia intracellularis	19	0
6	genus	244599	1162	Raphidiopsis	0	6
7	species	668331	244599	Raphidiopsis brookii	0	6
8	no rank	533247	668331	Raphidiopsis brookii D9	6	0
5	family	1185	1161	Rivulariaceae	0	27
6	genus	1186	1185	Calothrix	2	15
7	species	32054	1186	Calothrix parietina	0	10
8	no rank	1170562	32054	Calothrix sp. PCC 6303	10	0
7	species	1337936	1186	Calothrix sp. 336/3	5	0
6	genus	373984	1185	Rivularia	0	10
7	species	373994	373984	Rivularia sp. PCC 7116	10	0
4	order	1212	1117	Prochlorales	0	3
5	family	1217	1212	Prochlorococcaceae	0	3
6	genus	1218	1217	Prochlorococcus	0	3
7	species	1219	1218	Prochlorococcus marinus	3	0
4	class	307596	1117	Gloeobacteria	0	61
5	order	307595	307596	Gloeobacterales	0	61
6	genus	33071	307595	Gloeobacter	3	58
7	species	33072	33071	Gloeobacter violaceus	0	58
8	no rank	251221	33072	Gloeobacter violaceus PCC 7421	58	0
4	subclass	1301283	1117	Oscillatoriophycideae	192	890
5	order	1118	1301283	Chroococcales	62	315
6	genus	1125	1118	Microcystis	13	5
7	species	1126	1125	Microcystis aeruginosa	5	0
6	genus	1129	1118	Synechococcus	5	56
7	species	32046	1129	Synechococcus elongatus	11	0
7	species	69042	1129	Synechococcus sp. WH 5701	26	0
7	species	91464	1129	Synechococcus sp. PCC 7335	3	0
7	species	221360	1129	Synechococcus sp. RS9917	7	0
7	species	316278	1129	Synechococcus sp. RCC307	4	0
7	species	321327	1129	Synechococcus sp. JA-3-3Ab	4	0
6	genus	1142	1118	Synechocystis	0	3
7	species	1147	1142	Synechocystis sp. PCC 6714	3	0
6	genus	13034	1118	Dactylococcopsis	0	3
7	species	292566	13034	Dactylococcopsis salina	0	3
8	no rank	13035	292566	Dactylococcopsis salina PCC 8305	3	0
6	genus	43988	1118	Cyanothece	7	51
7	species	65393	43988	Cyanothece sp. PCC 7424	15	0
7	species	391612	43988	Cyanothece sp. CCY0110	17	0
7	species	395961	43988	Cyanothece sp. PCC 7425	19	0
6	genus	102234	1118	Cyanobacterium	3	14
7	species	102235	102234	Cyanobacterium stanieri	0	14
8	no rank	292563	102235	Cyanobacterium stanieri PCC 7202	14	0
6	genus	146785	1118	Thermosynechococcus	11	2
