GeneSymbol	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
TOR3A	87	2823	2824.0	0.0
NPTX2	74	1496	1488.6666666666667	0.0
MT-ND6	1010	1654	1427.616666666667	0.0
ZIM2	20	1082	1081.0940170940169	0.0
MT-ND5	944	1197	1003.4166666666671	0.0
MT-ND2	748	1763	891.5	0.0
MTND2P28	728	1742	870.5	0.0
SCARNA15	51	626	626.0	0.0
HMBS	23	555	558.0000000000002	0.0
RP11-72I8.1	96	553	553.0	0.0
MT-CO3	368	763	461.22222222222206	0.0
MT-CO2	302	549	459.61111111111103	0.0
MT-CYB	411	505	443.4333333333333	0.0
MT-RNR2	393	584	439.8107142857141	0.0
FCGR2A	87	432	431.0	0.0
MT-CO1	435	780	383.7499999999999	0.0
MT-ND4	431	494	383.62499999999983	0.0
IL12RB2	44	376	376.0000000000003	0.0
hsa-mir-6723.1	387	731	343.9166666666665	0.0
SETP5	40	328	328.0	0.0
TTI2	151	289	290.0	0.0
RP5-857K21.11	215	575	281.8888888888888	0.0
SHF	37	259	257.6666666666667	0.0
MT-ND1	225	274	235.11666666666665	0.0
RP11-958F21.1	12	202	202.0	0.0
ZNF772	25	222	196.13333333333335	0.0
MT-ND4L	121	196	191.83333333333334	0.0
HYLS1	21	180	181.0	0.0
MTND6P4	236	370	163.78333333333347	0.0
RNFT1	30	183	160.25	0.0
MTND5P11	275	319	156.8166666666667	0.0
MT-TE	94	151	150.5	0.0
AC073236.3	32	207	149.66666666666666	0.0
MT-TP	86	146	146.0	0.0
SSBP1	5	134	134.0	0.0
MT-TA	75	134	134.0	0.0
HOXA13	25	128	126.0	0.0
MT-ATP6	157	197	123.99999999999997	0.0
MINK1	22	124	123.66666666666667	0.0
ACAD10	13	118	118.00000000000004	0.0
MT-RNR1	86	114	114.0	0.0
TRPS1	23	119	111.66666666666666	0.0
MT-ND3	95	107	100.5	0.0
MS4A15	4	99	98.5	0.0
PIK3CG	6	96	96.0	0.0
LYPD3	10	96	94.5	0.0
TMEM147	7	94	94.0	0.0
GPRC5B	28	89	90.0	0.0
TUBGCP4	14	88	89.0	0.0
KCNQ1OT1	145	157	87.29408369408374	0.0
MT-TT	59	86	86.0	0.0
ZNF521	8	95	85.5	0.0
MT-TQ	28	83	83.0	0.0
EFCAB11	25	77	79.75	0.0
MTND4P12	139	158	79.0	0.0
TANGO2	9	76	76.0	0.0
MYO3B	3	71	71.0	0.0
C5orf42	5	70	70.5	0.0
SYNE1	15	66	68.5	0.0
MTATP6P1	110	137	67.16666666666669	0.0
RP5-857K21.7	118	156	66.61111111111113	0.0
MT-TS1	24	66	66.0	0.0
PHF14	4	65	65.0	0.0
NFE4	17	176	61.333333333333336	0.0
LAMA4	3	59	59.0	0.0
MT-TL1	53	59	59.0	0.0
RPS28P8	10	58	58.0	0.0
RP5-998N21.7	31	57	57.0	0.0
SNX11	9	55	55.0	0.0
TMEM245	17	65	54.333333333333336	0.0
GVQW1	1	54	54.0	0.0
AC114730.5	18	54	53.5	0.0
RP11-600F24.7	18	53	53.0	0.0
ZNF180	18	69	50.19999999999999	0.0
ASAP1	1	48	50.0	0.0
CACNG2	10	47	47.0	0.0
RP11-473I1.10	33	45	45.0	0.0
RAI1	7	44	44.633333333333326	0.0
TSIX	42	49	41.699999999999996	0.0
ZNF773	18	40	41.0	0.0
PPP1R12A	9	40	41.0	0.0
MTND6P3	94	138	40.366666666666674	0.0
CEBPG	17	40	40.0	0.0
RP11-346D14.1	67	73	39.856782106782106	0.0
MIPOL1	60	68	39.64884559884559	0.0
