GeneSymbol	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
GAS5	4082	142179	227323.14175084356	0.0
SNHG1	5490	89024	110720.28333333395	0.0
MT-RNR2	24869	118946	81237.21987734362	0.0
RNY1	2163	100644	79442.48698167672	0.0
MT-RNR1	13840	59940	59920.28333333333	0.0
SNORD48	451	51992	50382.0	0.0
RNY4	2575	146063	35522.02676906828	0.0
RNY4P10	1960	143038	35001.95080682088	0.0
C17orf76-AS1	1134	33549	33811.537500000115	0.0
MT-TE	2103	29824	29824.0	0.0
Y_RNA.320	1532	132174	29795.004518854716	0.0
SNORD78	1173	29318	29267.0	0.0
RNY4P7	1335	127872	28487.746519914388	0.0
SNORD63	1293	25367	25367.0	0.0
SNHG5	1598	24087	24113.2666666666	0.0
SNORD104	914	24066	24065.2	0.0
RPL17	1649	20721	22932.733150860135	0.0
VTRNA1-2	1247	22966	22309.949999999997	0.0
SNORD82	1072	20970	20807.440909090907	0.0
SNORD12C	703	19492	19492.0	0.0
MT-TS2	1191	18642	18622.5	0.0
SNORD3A	3494	94388	16754.978267956387	0.0
SNORD3C	3333	94098	16608.528267956342	0.0
MT-TF	2023	16598	16598.0	0.0
SNORD60	920	16170	16166.0	0.0
SNORD3B-2	3176	92690	15862.09493462292	0.0
SNORD3B-1	3112	92590	15829.144934622907	0.0
MT-TH	1597	15372	15372.0	0.0
SNORD101	697	14944	14941.233333333334	0.0
MT-ND4	8071	17446	14723.903571428636	0.0
MT-CO1	9099	21892	11705.81071428574	0.0
MTRNR2L8	6540	41708	11360.807575757608	0.0
MT-CO2	5454	15111	11310.800000000008	0.0
SNORD69	669	10897	10897.0	0.0
SNORD58C	1038	20625	10310.666666666666	0.0
ERBB2	361	10123	10136.300000000003	0.0
EIF4A2	1504	12597	10116.342719780148	0.0
RNY4P20	761	50874	9759.083207070711	0.0
SNORD38A	617	9684	9667.11111111111	0.0
RPL4	743	8606	9489.515264637317	0.0
MTRNR2L12	6324	35046	9121.1599567099	0.0
SNORD13	448	9349	9086.972258297255	0.0
MT-ND5	5716	10443	8919.732142857134	0.0
SNORD6	730	8799	8783.0	0.0
MTRNR2L2	4915	32337	8353.626623376524	0.0
SNORD119	712	8241	8241.0	0.0
VTRNA2-1	1030	8193	8191.4	0.0
MT-CYB	4045	8828	8177.861904761904	0.0
RPL5	511	16068	8111.46511707247	0.0
SNORD21	478	16025	8012.5	0.0
TAF1D	1113	11159	7603.478571428636	0.0
MT-TP	525	7313	7312.5	0.0
MT-ATP6	4164	9555	7257.333333333312	0.0
hsa-mir-6723.1	6462	16226	7018.769047618999	0.0
SNORD43	857	10583	6856.5	0.0
RNU5B-1	1364	7975	6784.087049062042	0.0
U3.26	1136	79192	6748.191336338144	0.0
RPL7A	653	5984	6646.571596405488	0.0
RNU3P3	1275	80099	6642.554865468651	0.0
U3.48	1188	79894	6626.926189890385	0.0
U3.66	1011	77828	6472.952550722644	0.0
MT-ND1	3544	7387	6461.283333333332	0.0
SNORD12B	634	6389	6389.0	0.0
RPL13A	1175	7894	5972.657422582606	0.0
SNORD93	525	5625	5625.0	0.0
MT-ND2	4212	8875	5616.530158730155	0.0
SNORD11	304	5520	5520.0	0.0
SCARNA9	321	7140	5248.999999999996	0.0
HOXA13	176	5048	5060.0	0.0
RMRP	676	5042	5042.333333333334	0.0
SNORD46	797	9196	5004.5	0.0
MTRNR2L1	3023	19414	4920.576984126933	0.0
RNY5	738	5085	4917.583333333333	0.0
RNU1-27P	2736	41130	4882.114261930669	0.0
RNU1-28P	2736	41130	4882.114261930669	0.0
RNVU1-18	2736	41130	4882.114261930669	0.0
RNU1-2	2736	41130	4882.114261930669	0.0
RNU1-1	2736	41130	4882.114261930669	0.0
RNU1-4	2736	41130	4882.114261930669	0.0
RNU1-3	2736	41130	4882.114261930669	0.0
ZMYM2	292	4739	4780.999999999996	0.0
RNU5A-1	1136	6009	4742.970382395386	0.0
MT-CO3	2827	5391	4640.6	0.0
RNVU1-17	1423	37528	4612.96254339795	0.0
MT-TK	926	4606	4604.533333333333	0.0
RPL3	794	7583	4576.80714840715	0.0
WDR74	2456	12109	4253.786258574575	0.0
SNORD46.1	626	8386	4194.5	0.0
TMC5	440	4244	4127.150593850596	0.0
RABGGTB	849	5967	4091.0984126984104	0.0
C6orf48	397	4311	3895.0999999999995	0.0
HSPA8	554	4194	3863.975413955646	0.0
RPL21	645	7305	3811.667057631074	0.0
TMEM107	895	4919	3586.2500000000027	0.0
RNU5E-1	822	3943	3544.9953823953847	0.0
SNORD102	571	7067	3533.5	0.0
SNORD111B	448	3464	3464.0	0.0
GNB2L1	511	3304	3406.690422322776	0.0
SNORD5	723	10206	3399.0000000000277	0.0
EIF4A1	525	4835	3345.9031639042164	0.0
SCARNA15	207	3331	3317.0888999889	0.0
SNORD70	283	3242	3205.0000000000005	0.0
MTND2P28	2848	6460	3203.1968253968275	0.0
RP5-857K21.7	2639	6912	3122.5666666666784	0.0
SNORD100	467	3055	3055.0	0.0
SNORD36B	636	5967	2983.5	0.0
SNORD12	303	2916	2916.0	0.0
MT-ND3	1224	2834	2799.9999999999995	0.0
SNORD18A	661	8248	2749.0333333333297	0.0
NOP56	262	1872	2660.6916666666666	0.0
AC023050.1	20	5184	2600.3166666666666	0.0
AC034205.1	23	5166	2582.3166666666666	0.0
SNORD3D	1709	12154	2510.9543224308504	0.0
MTND4P12	2450	4843	2424.6496031746065	0.0
SNORD2	1168	11982	2389.733333333319	0.0
MT-TM	597	2621	2285.5000000000005	0.0
SNORD117	353	2175	2173.7	0.0
SNORD83A	408	2504	2167.75	0.0
RNU12	677	2195	2167.333333333333	0.0
MTATP6P1	2387	4378	2154.0833333333303	0.0
RNU2-2P	2412	12054	2096.014811333312	0.0
MT-TV	507	2093	2093.0	0.0
DDX39B	325	4077	2078.156869519369	0.0
SNORD52	348	4141	2070.5	0.0
SNORD53_SNORD92.1	235	2107	2063.5	0.0
SNORD19.1	427	2046	2046.0	0.0
SNORD66	350	2036	2033.5	0.0
SNORD37	389	2819	2030.0	0.0
SNORD84	271	4016	2006.0	0.0
SNORD18B	409	3973	1985.1761904761904	0.0
RP11-1113L8.6	500	6069	1983.9329365079288	0.0
snoU2_19.3	131	5871	1958.7499999999973	0.0
Y_RNA.807	445	17445	1943.4164044828426	0.0
RPL23A	372	1574	1849.3501379883735	0.0
RPS8	473	2893	1845.0061507936505	0.0
MT-ND4L	1150	2309	1831.8333333333328	0.0
RNY4P27	817	9370	1819.7342069994597	0.0
RPL13	472	2090	1767.2685784975242	0.0
SNORD58A	846	8729	1745.6761904762106	0.0
MT-TN	496	1742	1737.3999999999999	0.0
SNORD10	387	3439	1719.5	0.0
SNORD36A	551	3970	1717.8333333333328	0.0
VTRNA1-1	488	2371	1676.2833333333333	0.0
RNU5F-1	423	1731	1674.613636363636	0.0
EIF2AK3	89	1657	1657.0	0.0
SNORD62A	307	3233	1614.5	0.0
SNORD62B	307	3233	1614.5	0.0
SNORD105	228	1611	1611.0	0.0
C19orf48	331	1737	1533.6876114081986	0.0
SNORD72	174	1528	1528.0	0.0
RNU11	400	1458	1458.0	0.0
SNORD24	406	2881	1440.5	0.0
MTRNR2L6	1264	5043	1420.2266233766238	0.0
SNORD38B	394	2805	1398.8333333333335	0.0
RNU5D-1	481	1494	1387.5358585858578	0.0
RBMX	344	1915	1353.8823702441352	0.0
FLJ27365	100	1333	1335.6666666666665	0.0
AC008738.2	77	1348	1321.5	0.0
PRPF8	69	2488	1320.068192918193	0.0
WBP11	71	2684	1300.4666666666665	0.0
AC110926.4	76	2689	1296.0843776106938	0.0
SNORD15A	326	2065	1285.3333333333328	0.0
RPL34	136	1213	1284.5083736524912	0.0
RPS3A	298	1889	1284.2271255318462	0.0
MLYCD	10	2469	1239.5555555555557	0.0
MT-TQ	304	1233	1233.0	0.0
TRNAI6	98	1231	1226.5	0.0
SNHG16	202	1129	1222.99156162465	0.0
SCARNA6	105	1211	1210.3333333333333	0.0
SNORD4A	246	1186	1185.1666666666667	0.0
UBAP2	232	2267	1179.0013107062018	0.0
MTRNR2L9	1285	4583	1176.07146464647	0.0
SNORD15B	286	1272	1169.3333333333337	0.0
RNU2-59P	946	3015	1166.2756693822157	0.0
LINC00910	1115	6411	1165.0397404745227	0.0
MT-TY	389	1158	1158.0	0.0
SNORD121B	235	2279	1149.0	0.0
PAQR5	228	14870	1121.7887749731049	0.0
MIR941-1	55	1114	1113.2	0.0
RNVU1-7	1583	5414	1112.1328572243015	0.0
RNVU1-9	1583	5414	1112.1328572243015	0.0
SNORD45A	480	3781	1111.6000000000013	0.0
FAT1	874	1078	1108.3333333333335	0.0
MRPL32	75	1090	1091.0	0.0
MRPS16	82	1094	1089.4016666666666	0.0
RPPH1	278	1088	1086.9523809523807	0.0
POLR2H	69	1072	1084.7666666666667	0.0
SNORD58B	715	6560	1078.404761904757	0.0
U8.4	179	2190	1055.6666666666667	0.0
Y_RNA.31	341	17382	1045.0457760256966	0.0
EIF4G2	261	1719	1043.0000000000002	0.0
GNL3	362	1875	1038.3333333333333	0.0
MTND5P11	1217	2166	1037.283333333334	0.0
RP5-857K21.11	1042	1732	1011.4333333333338	0.0
MRPS22	100	995	1006.5429410203323	0.0
Y_RNA.358	122	1769	999.1865814751293	0.0
EEF2	183	1610	992.6666666666667	0.0
SNHG6	348	1307	977.8999999999983	0.0
SNORD97	293	1802	949.0	0.0
RPS20	317	1330	939.5950565633996	0.0
SNORD91A	201	933	932.5	0.0
SNORD19B	350	1862	930.8333333333333	0.0
SNORD59A	258	927	926.5	0.0
SNORD90	177	928	926.3333333333334	0.0
MT-TL2	395	925	920.5	0.0
Y_RNA.311	319	17214	915.7875412138521	0.0
Y_RNA.761	311	17146	907.2339697852806	0.0
Y_RNA.16	319	17158	906.6799641568432	0.0
Y_RNA.634	272	17103	904.8816604511313	0.0
SNORD42B	353	1662	900.0	0.0
MT-TL1	446	896	893.5	0.0
RP5-1186N24.3	52	890	890.0	0.0
MTND1P23	880	1793	888.6166666666668	0.0
RNY4P17	137	4705	868.897922301104	0.0
SNORD34	513	4337	867.3428571428609	0.0
SNORD105B	234	861	861.0	0.0
MTRNR2L3	670	3739	855.3032106782136	0.0
SNORD88C	312	1717	854.5000000000001	0.0
MT-TW	197	852	852.0	0.0
RPS3	263	1543	850.5685226079961	0.0
SNORD33	258	2537	827.6666666666675	0.0
AC074212.6	24	825	824.3333333333333	0.0
