depth	level	ID	parentID	name	readCount_direct	readCount_inherited
0	no rank	1	-1	root	0	508641
1	superkingdom	10239	1	Viruses	0	77
2	no rank	35237	10239	dsDNA viruses, no RNA stage	0	69
3	family	10501	35237	Phycodnaviridae	0	6
4	genus	181083	10501	Chlorovirus	0	5
5	species	381899	181083	Paramecium bursaria Chlorella virus A1	0	5
6	no rank	399781	381899	Paramecium bursaria Chlorella virus FR483	5	0
3	order	28883	35237	Caudovirales	0	9
4	family	10662	28883	Myoviridae	0	5
5	no rank	196896	10662	unclassified Myoviridae	0	5
6	species	546805	196896	Mycobacterium phage Myrna	4	0
4	family	10744	28883	Podoviridae	0	4
5	no rank	196895	10744	unclassified Podoviridae	0	4
6	species	994601	196895	Planktothrix phage PaV-LD	4	0
3	family	423358	35237	Bicaudaviridae	0	38
4	no rank	1123963	423358	unclassified Bicaudaviridae	0	38
5	species	285013	1123963	Sulfolobus virus STSV1	38	0
3	order	548681	35237	Herpesvirales	0	15
4	family	10292	548681	Herpesviridae	0	9
5	subfamily	10357	10292	Betaherpesvirinae	0	9
6	genus	10358	10357	Cytomegalovirus	0	9
7	species	1535247	10358	Saimiriine herpesvirus 4	9	0
4	family	548682	548681	Alloherpesviridae	0	6
5	genus	692606	548682	Cyprinivirus	0	6
6	species	317858	692606	Cyprinid herpesvirus 1	6	0
2	no rank	35268	10239	Retro-transcribing viruses	0	8
3	family	11632	35268	Retroviridae	0	8
4	subfamily	327045	11632	Orthoretrovirinae	0	8
5	genus	153136	327045	Deltaretrovirus	0	8
6	species	194441	153136	Primate T-lymphotropic virus 2	0	8
7	no rank	33748	194441	Simian T-lymphotropic virus 2	8	0
1	no rank	131567	1	cellular organisms	83507	425057
2	superkingdom	2	131567	Bacteria	3428	15498
3	phylum	1117	2	Cyanobacteria	14	330
4	order	1161	1117	Nostocales	0	34
5	family	1162	1161	Nostocaceae	2	18
6	genus	1177	1162	Nostoc	0	17
7	species	103690	1177	Nostoc sp. PCC 7120	3	0
7	species	272131	1177	Nostoc punctiforme	0	14
8	no rank	63737	272131	Nostoc punctiforme PCC 73102	14	0
5	family	1185	1161	Rivulariaceae	0	14
6	genus	1186	1185	Calothrix	0	14
7	species	32054	1186	Calothrix parietina	0	4
8	no rank	1170562	32054	Calothrix sp. PCC 6303	4	0
7	species	99598	1186	Calothrix sp. PCC 7507	5	0
7	species	1337936	1186	Calothrix sp. 336/3	5	0
4	order	1189	1117	Stigonematales	0	4
5	genus	1190	1189	Fischerella	0	4
6	species	741277	1190	Fischerella sp. JSC-11	4	0
4	order	52604	1117	Pleurocapsales	0	63
5	genus	44474	52604	Pleurocapsa	0	35
6	species	54308	44474	Pleurocapsa minor	0	35
7	no rank	118163	54308	Pleurocapsa sp. PCC 7327	35	0
5	genus	54298	52604	Chroococcidiopsis	0	28
6	species	54299	54298	Chroococcidiopsis thermalis	0	28
7	no rank	251229	54299	Chroococcidiopsis thermalis PCC 7203	28	0
4	class	307596	1117	Gloeobacteria	0	6
5	order	307595	307596	Gloeobacterales	0	6
6	genus	33071	307595	Gloeobacter	0	6
7	species	33072	33071	Gloeobacter violaceus	0	6
8	no rank	251221	33072	Gloeobacter violaceus PCC 7421	6	0
4	subclass	1301283	1117	Oscillatoriophycideae	7	216
5	order	1118	1301283	Chroococcales	0	79
6	genus	1129	1118	Synechococcus	1	22
7	species	69042	1129	Synechococcus sp. WH 5701	3	0
7	species	91464	1129	Synechococcus sp. PCC 7335	6	0
7	species	321327	1129	Synechococcus sp. JA-3-3Ab	4	0
7	species	585423	1129	Synechococcus sp. KORDI-49	8	0
6	genus	43988	1118	Cyanothece	0	28
7	species	65393	43988	Cyanothece sp. PCC 7424	12	0
7	species	391612	43988	Cyanothece sp. CCY0110	10	0
7	species	395961	43988	Cyanothece sp. PCC 7425	6	0
6	genus	102231	1118	Gloeocapsa	0	5
7	species	1173026	102231	Gloeocapsa sp. PCC 7428	5	0
6	genus	217161	1118	Chamaesiphon	0	10
7	species	1173032	217161	Chamaesiphon minutus	0	10
8	no rank	1173020	1173032	Chamaesiphon minutus PCC 6605	10	0
6	genus	263510	1118	Crocosphaera	0	6
7	species	263511	263510	Crocosphaera watsonii	6	0
6	genus	582491	1118	Rubidibacter	0	7
7	species	582514	582491	Rubidibacter lacunae	0	7
8	no rank	582515	582514	Rubidibacter lacunae KORDI 51-2	7	0
5	order	1150	1301283	Oscillatoriales	4	133
6	genus	1152	1150	Pseudanabaena	0	51
7	species	927669	1152	Pseudanabaena biceps	0	50
8	no rank	927668	927669	Pseudanabaena biceps PCC 7429	50	0
6	genus	1158	1150	Oscillatoria	0	10
7	species	118323	1158	Oscillatoria acuminata	0	7
8	no rank	56110	118323	Oscillatoria acuminata PCC 6304	7	0
7	species	482564	1158	Oscillatoria nigro-viridis	0	3
8	no rank	179408	482564	Oscillatoria nigro-viridis PCC 7112	3	0
6	genus	1205	1150	Trichodesmium	0	24
7	species	1206	1205	Trichodesmium erythraeum	0	24
8	no rank	203124	1206	Trichodesmium erythraeum IMS101	24	0
6	genus	28073	1150	Lyngbya	9	8
