depth	level	ID	parentID	name	readCount_direct	readCount_inherited
0	no rank	1	-1	root	1	172270
1	superkingdom	10239	1	Viruses	0	40
2	no rank	35237	10239	dsDNA viruses, no RNA stage	0	37
3	family	10501	35237	Phycodnaviridae	0	4
4	genus	181083	10501	Chlorovirus	0	3
5	species	381899	181083	Paramecium bursaria Chlorella virus A1	0	3
6	no rank	399781	381899	Paramecium bursaria Chlorella virus FR483	3	0
3	order	28883	35237	Caudovirales	0	10
4	family	10662	28883	Myoviridae	0	5
5	no rank	196896	10662	unclassified Myoviridae	1	4
4	family	10699	28883	Siphoviridae	0	3
3	family	423358	35237	Bicaudaviridae	0	12
4	no rank	1123963	423358	unclassified Bicaudaviridae	0	12
5	species	285013	1123963	Sulfolobus virus STSV1	12	0
3	order	548681	35237	Herpesvirales	0	6
4	family	10292	548681	Herpesviridae	0	5
5	subfamily	10357	10292	Betaherpesvirinae	0	4
6	genus	10358	10357	Cytomegalovirus	0	4
1	no rank	131567	1	cellular organisms	28820	143410
2	superkingdom	2	131567	Bacteria	1899	6871
3	phylum	1117	2	Cyanobacteria	6	167
4	order	1161	1117	Nostocales	0	22
5	family	1162	1161	Nostocaceae	0	17
6	genus	1177	1162	Nostoc	0	15
7	species	272131	1177	Nostoc punctiforme	0	12
8	no rank	63737	272131	Nostoc punctiforme PCC 73102	12	0
5	family	1185	1161	Rivulariaceae	0	5
6	genus	1186	1185	Calothrix	0	3
4	order	1189	1117	Stigonematales	0	3
5	genus	1190	1189	Fischerella	0	3
6	species	741277	1190	Fischerella sp. JSC-11	3	0
4	order	1212	1117	Prochlorales	0	3
5	family	1217	1212	Prochlorococcaceae	0	3
6	genus	1218	1217	Prochlorococcus	0	3
7	species	1219	1218	Prochlorococcus marinus	0	3
4	order	52604	1117	Pleurocapsales	0	17
5	genus	44474	52604	Pleurocapsa	0	9
6	species	54308	44474	Pleurocapsa minor	0	9
7	no rank	118163	54308	Pleurocapsa sp. PCC 7327	9	0
5	genus	54298	52604	Chroococcidiopsis	0	7
6	species	54299	54298	Chroococcidiopsis thermalis	0	7
7	no rank	251229	54299	Chroococcidiopsis thermalis PCC 7203	7	0
4	class	307596	1117	Gloeobacteria	0	4
5	order	307595	307596	Gloeobacterales	0	4
6	genus	33071	307595	Gloeobacter	0	4
4	subclass	1301283	1117	Oscillatoriophycideae	5	113
5	order	1118	1301283	Chroococcales	3	53
6	genus	1129	1118	Synechococcus	1	19
7	species	69042	1129	Synechococcus sp. WH 5701	3	0
7	species	91464	1129	Synechococcus sp. PCC 7335	3	0
7	species	585423	1129	Synechococcus sp. KORDI-49	4	0
6	genus	43988	1118	Cyanothece	0	11
7	species	65393	43988	Cyanothece sp. PCC 7424	8	0
6	genus	102234	1118	Cyanobacterium	0	3
6	genus	217161	1118	Chamaesiphon	0	7
7	species	1173032	217161	Chamaesiphon minutus	0	7
8	no rank	1173020	1173032	Chamaesiphon minutus PCC 6605	7	0
6	genus	582491	1118	Rubidibacter	0	5
7	species	582514	582491	Rubidibacter lacunae	0	5
8	no rank	582515	582514	Rubidibacter lacunae KORDI 51-2	5	0
5	order	1150	1301283	Oscillatoriales	1	56
6	genus	1152	1150	Pseudanabaena	0	20
7	species	927669	1152	Pseudanabaena biceps	0	20
8	no rank	927668	927669	Pseudanabaena biceps PCC 7429	20	0
6	genus	28073	1150	Lyngbya	5	4
6	genus	44471	1150	Microcoleus	0	3
6	genus	47251	1150	Leptolyngbya	0	6
7	species	111781	47251	Leptolyngbya sp. PCC 7376	3	0
6	genus	54304	1150	Planktothrix	0	11
7	species	1160	54304	Planktothrix agardhii	0	11
8	no rank	388467	1160	Planktothrix agardhii NIVA-CYA 126/8	11	0
3	phylum	1224	2	Proteobacteria	252	3387
4	class	1236	1224	Gammaproteobacteria	481	983
5	order	72273	1236	Thiotrichales	0	36
6	family	135616	72273	Piscirickettsiaceae	0	3
6	family	135617	72273	Thiotrichaceae	0	33
7	genus	1021	135617	Beggiatoa	0	32
8	species	422289	1021	Beggiatoa sp. PS	32	0
5	order	72274	1236	Pseudomonadales	0	205
6	family	468	72274	Moraxellaceae	2	79
7	genus	469	468	Acinetobacter	15	49
8	species group	909768	469	Acinetobacter calcoaceticus/baumannii complex	2	15
9	species	470	909768	Acinetobacter baumannii	12	2
8	species	1507807	469	Acinetobacter sp. MII	25	0
7	genus	497	468	Psychrobacter	2	10
8	species	349106	497	Psychrobacter sp. PRwf-1	8	0
6	family	135621	72274	Pseudomonadaceae	0	124
7	genus	286	135621	Pseudomonas	36	88
8	species	69328	286	Pseudomonas sp. VLB120	3	0
8	species group	136841	286	Pseudomonas aeruginosa group	0	15
9	species	287	136841	Pseudomonas aeruginosa	1	4
10	no rank	1306165	287	Pseudomonas aeruginosa MH27	3	0
9	species	300	136841	Pseudomonas mendocina	2	5
10	no rank	1197721	300	Pseudomonas mendocina DLHK	4	0
9	species	43263	136841	Pseudomonas alcaligenes	0	3
8	species group	136843	286	Pseudomonas fluorescens group	1	10
9	species	294	136843	Pseudomonas fluorescens	0	9
10	no rank	746360	294	Pseudomonas fluorescens WH6	3	0
10	no rank	1324332	294	Pseudomonas fluorescens LMG 5329	3	0
8	species group	136845	286	Pseudomonas putida group	0	10
9	species	303	136845	Pseudomonas putida	0	8
10	no rank	1215087	303	Pseudomonas putida S12	5	0
8	species group	136846	286	Pseudomonas stutzeri group	0	7
9	species subgroup	578833	136846	Pseudomonas stutzeri subgroup	0	7
10	species	316	578833	Pseudomonas stutzeri	1	6
8	species group	136849	286	Pseudomonas syringae group	0	3
8	species	911243	286	Pseudomonas sp. CFII68	3	0
8	species	1144338	286	Pseudomonas sp. GM79	4	0
8	species	1203578	286	Pseudomonas sp. HPB0071	6	0
8	species	1415630	286	Pseudomonas sp. TKP	3	0
8	species	1470593	286	Pseudomonas sp. RIT357	6	0
5	order	91347	1236	Enterobacteriales	0	429
6	family	543	91347	Enterobacteriaceae	20	409
7	genus	544	543	Citrobacter	15	6
7	genus	547	543	Enterobacter	1	43
8	species group	354276	547	Enterobacter cloacae complex	36	6
7	genus	551	543	Erwinia	0	8
8	species	182337	551	Erwinia billingiae	0	6
9	no rank	634500	182337	Erwinia billingiae Eb661	6	0
7	genus	561	543	Escherichia	0	185
8	species	562	561	Escherichia coli	165	17
9	no rank	1281159	562	Escherichia coli KOEGE 40 (102a)	8	0
7	genus	568	543	Hafnia	0	3
8	species	569	568	Hafnia alvei	0	3
9	no rank	1002364	569	Hafnia alvei ATCC 51873	3	0
7	genus	570	543	Klebsiella	1	10
8	species	573	570	Klebsiella pneumoniae	1	7
9	subspecies	72407	573	Klebsiella pneumoniae subsp. pneumoniae	0	4
10	no rank	1128954	72407	Klebsiella pneumoniae subsp. pneumoniae KPNIH20	4	0
7	genus	586	543	Providencia	0	18
8	species	126385	586	Providencia alcalifaciens	5	1
8	species	516075	586	Providencia sneebia	0	10
9	no rank	1141660	516075	Providencia sneebia DSM 19967	10	0
7	genus	590	543	Salmonella	0	8
8	species	28901	590	Salmonella enterica	0	7
9	subspecies	59201	28901	Salmonella enterica subsp. enterica	1	6
10	no rank	58095	59201	Salmonella enterica subsp. enterica serovar Agona	0	6
11	no rank	1265625	58095	Salmonella enterica subsp. enterica serovar Agona str. 49.E.09	5	0
7	genus	613	543	Serratia	4	6
8	species	104623	613	Serratia sp. ATCC 39006	3	0
7	genus	620	543	Shigella	0	7
8	species	623	620	Shigella flexneri	6	1
7	genus	626	543	Xenorhabdus	0	8
8	species	40576	626	Xenorhabdus bovienii	7	0
7	genus	629	543	Yersinia	0	34
8	species	630	629	Yersinia enterocolitica	3	0
8	species	631	629	Yersinia intermedia	0	22
9	no rank	349965	631	Yersinia intermedia ATCC 29909	22	0
8	species group	1649845	629	Yersinia pseudotuberculosis complex	3	2
7	genus	29487	543	Photorhabdus	0	3
7	genus	53335	543	Pantoea	1	5
7	genus	82986	543	Tatumella	0	5
8	species	82987	82986	Tatumella ptyseos	0	5
9	no rank	1005995	82987	Tatumella ptyseos ATCC 33301	5	0
7	genus	122277	543	Pectobacterium	1	3
7	no rank	191675	543	unclassified Enterobacteriaceae	0	5
8	no rank	36866	191675	unclassified Enterobacteriaceae (miscellaneous)	0	5
7	genus	204037	543	Dickeya	0	4
8	species	204038	204037	Dickeya dadantii	0	3
7	genus	413496	543	Cronobacter	4	4
7	genus	1330547	543	Kosakonia	0	3
5	no rank	118884	1236	unclassified Gammaproteobacteria	0	12
6	no rank	32036	118884	sulfur-oxidizing symbionts	1	3
6	no rank	33811	118884	unclassified Gammaproteobacteria (miscellaneous)	0	4
5	order	118969	1236	Legionellales	0	3
5	order	135613	1236	Chromatiales	0	27
6	family	1046	135613	Chromatiaceae	0	20
7	genus	57488	1046	Thiorhodococcus	0	6
8	species	210408	57488	Thiorhodococcus drewsii	0	3
9	no rank	765913	210408	Thiorhodococcus drewsii AZ1	3	0
8	species	1249627	57488	Thiorhodococcus sp. AK35	3	0
7	genus	67575	1046	Rheinheimera	0	4
8	species	1163621	67575	Rheinheimera nanhaiensis	0	3
9	no rank	562729	1163621	Rheinheimera nanhaiensis E407-8	3	0
7	genus	85072	1046	Allochromatium	0	5
8	species	1049	85072	Allochromatium vinosum	0	5
9	no rank	572477	1049	Allochromatium vinosum DSM 180	5	0
6	family	72276	135613	Ectothiorhodospiraceae	0	7
7	genus	133193	72276	Alkalilimnicola	0	3
8	species	351052	133193	Alkalilimnicola ehrlichii	0	3
9	no rank	187272	351052	Alkalilimnicola ehrlichii MLHE-1	3	0
5	order	135614	1236	Xanthomonadales	0	15
6	family	32033	135614	Xanthomonadaceae	6	7
5	order	135619	1236	Oceanospirillales	0	23
6	family	28256	135619	Halomonadaceae	0	7
7	genus	2745	28256	Halomonas	0	7
8	species	213554	2745	Halomonas campaniensis	3	0
6	family	135620	135619	Oceanospirillaceae	0	6
6	family	224372	135619	Alcanivoracaceae	0	4
7	genus	59753	224372	Alcanivorax	1	3
6	family	224379	135619	Hahellaceae	0	6
7	genus	305899	224379	Endozoicomonas	0	4
8	species	1137799	305899	Endozoicomonas numazuensis	3	0
5	order	135622	1236	Alteromonadales	0	78
6	family	72275	135622	Alteromonadaceae	0	25
7	genus	226	72275	Alteromonas	0	3
7	genus	2742	72275	Marinobacter	9	7
6	family	267888	135622	Pseudoalteromonadaceae	0	12
7	genus	53246	267888	Pseudoalteromonas	4	8
8	species	43657	53246	Pseudoalteromonas luteoviolacea	0	3
9	no rank	1353533	43657	Pseudoalteromonas luteoviolacea 2ta16	3	0
6	family	267890	135622	Shewanellaceae	0	31
7	genus	22	267890	Shewanella	5	26
8	species	60478	22	Shewanella amazonensis	0	4
9	no rank	326297	60478	Shewanella amazonensis SB2B	4	0
8	species	62322	22	Shewanella baltica	3	2
8	species	359303	22	Shewanella loihica	0	13
9	no rank	323850	359303	Shewanella loihica PV-4	13	0
6	family	267894	135622	Psychromonadaceae	0	6
7	genus	67572	267894	Psychromonas	0	6
8	species	357794	67572	Psychromonas ingrahamii	0	6
9	no rank	357804	357794	Psychromonas ingrahamii 37	6	0
5	order	135623	1236	Vibrionales	0	69
6	family	641	135623	Vibrionaceae	1	65
7	genus	657	641	Photobacterium	0	5
7	genus	662	641	Vibrio	10	49
8	species	71388	662	Vibrio halioticoli	0	4
9	no rank	1219072	71388	Vibrio halioticoli NBRC 102217	4	0
8	species	212667	662	Vibrio fortis	10	0
8	species group	717610	662	Vibrio harveyi group	0	16
9	species	663	717610	Vibrio alginolyticus	0	6
10	no rank	674977	663	Vibrio alginolyticus 40B	6	0
9	species	512649	717610	Vibrio azureus	0	7
10	no rank	1219077	512649	Vibrio azureus NBRC 104587	7	0
8	species	1298600	662	Vibrio sp. JCM 18905	4	0
6	no rank	391573	135623	unclassified Vibrionales	0	3
7	species	391574	391573	Vibrionales bacterium SWAT-3	3	0
5	order	135624	1236	Aeromonadales	0	12
6	family	84642	135624	Aeromonadaceae	0	11
7	genus	642	84642	Aeromonas	0	11
8	species	644	642	Aeromonas hydrophila	3	0
8	species	645	642	Aeromonas salmonicida	0	6
9	subspecies	29491	645	Aeromonas salmonicida subsp. salmonicida	1	5
10	no rank	1076135	29491	Aeromonas salmonicida subsp. salmonicida 01-B526	5	0
5	order	135625	1236	Pasteurellales	0	6
6	family	712	135625	Pasteurellaceae	0	6
5	order	742030	1236	Salinisphaerales	0	26
6	family	742031	742030	Salinisphaeraceae	0	26
7	genus	180541	742031	Salinisphaera	0	26
8	species	563188	180541	Salinisphaera hydrothermalis	0	26
9	no rank	1304275	563188	Salinisphaera hydrothermalis C41B8	26	0
5	order	1706369	1236	Cellvibrionales	0	36
6	family	1706371	1706369	Cellvibrionaceae	0	3
6	family	1706372	1706369	Halieaceae	0	28
7	genus	393661	1706372	Congregibacter	0	4
8	species	393662	393661	Congregibacter litoralis	0	4
9	no rank	314285	393662	Congregibacter litoralis KT71	4	0
