GeneSymbol	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
GAS5	4355	100412	172240.72499999957	0.0
RNY1	3305	176998	127415.31586000332	0.0
RNY4	5300	403903	98279.7330849674	0.0
SNHG1	5714	77381	96635.65714285748	0.0
RNY4P10	3578	388080	95458.46624802133	0.0
Y_RNA.320	2730	358131	80994.78759982355	0.0
RNY4P7	2348	345813	77275.82657407163	0.0
MT-RNR2	21343	80672	57066.56630591627	0.0
MT-RNR1	12171	48769	48739.34999999999	0.0
MT-TS2	1688	36403	36372.0	0.0
RPL17	2116	24937	28862.653721627048	0.0
SNORD12C	991	27933	27931.333333333332	0.0
VTRNA1-2	1637	27099	26393.583333333318	0.0
SNORD48	540	28523	26301.5	0.0
RNY4P20	1287	132795	25303.29889069285	0.0
MT-TE	2038	24844	24844.0	0.0
SNORD78	1191	23503	23464.0	0.0
SNORD104	1163	21215	21215.0	0.0
SNORD82	1142	21082	20947.590909090908	0.0
MT-TH	1898	20061	20061.0	0.0
RNU5B-1	2412	19657	17211.96108613613	0.0
SNORD63	1183	16357	16357.0	0.0
RNU5A-1	2326	18593	15874.411086136117	0.0
SNORD60	1072	15698	15692.916666666668	0.0
RNY5	1419	14548	14358.249999999998	0.0
SNORD6	880	13904	13892.666666666668	0.0
RNU1-27P	4577	111216	13526.812040281638	0.0
RNU1-28P	4577	111216	13526.812040281638	0.0
RNVU1-18	4577	111216	13526.812040281638	0.0
RNU1-2	4577	111216	13526.812040281638	0.0
RNU1-1	4577	111216	13526.812040281638	0.0
RNU1-4	4577	111216	13526.812040281638	0.0
RNU1-3	4577	111216	13526.812040281638	0.0
SNHG5	1520	13339	13352.019298245634	0.0
RNVU1-17	2755	105682	13082.618723912305	0.0
EIF4A2	1931	15755	12618.989880952207	0.0
SNORD101	662	12460	12458.7	0.0
SNORD58C	1238	24854	12425.5	0.0
VTRNA2-1	1563	11674	11672.333333333334	0.0
SNORD3A	3726	62160	11586.165547735422	0.0
SNORD3C	3411	61497	11238.026658846531	0.0
RPL4	803	8579	11026.631307581303	0.0
SNORD3B-2	3317	60304	10535.715547735363	0.0
SNORD3B-1	3247	60223	10507.298881068702	0.0
TAF1D	1308	15249	10382.140752242933	0.0
C17orf76-AS1	936	10146	10333.148327759225	0.0
TMC5	779	10477	10210.410101010106	0.0
MT-TF	1481	10080	10079.5	0.0
MT-ND4	6542	11858	9966.44007936509	0.0
SNORD12B	845	9842	9842.0	0.0
SNORD38A	810	9823	9820.333333333334	0.0
MT-TP	658	9547	9547.0	0.0
RPL7A	807	9174	9417.551883727838	0.0
SNORD69	664	9102	9102.0	0.0
RMRP	1014	8584	8583.666666666666	0.0
RNU5E-1	1416	8633	7996.695609945599	0.0
SNORD13	538	7999	7778.845634920633	0.0
MT-CO2	4589	10469	7772.733333333285	0.0
RPL13A	1490	9890	7617.47873702759	0.0
ERBB2	323	7373	7391.419522538231	0.0
WDR74	3428	19201	7213.016893666252	0.0
SNORD46	1041	13527	7119.75	0.0
MTRNR2L8	5445	25608	7101.896464646313	0.0
MT-TK	1239	6616	6616.0	0.0
MT-ND5	4459	7505	6420.989682539674	0.0
SNORD46.1	849	12818	6410.75	0.0
SNORD11	342	6212	6212.0	0.0
MT-CO1	5980	11031	6199.459523809503	0.0
RPL5	508	12037	6080.173606007856	0.0
SNORD21	456	11968	5984.0	0.0
SNORD119	657	5979	5979.0	0.0
RABGGTB	1107	8364	5716.414768564767	0.0
SNORD43	915	9600	5559.0	0.0
MTRNR2L12	5142	20889	5547.5964646463835	0.0
RPL21	710	10385	5367.69794646895	0.0
MTRNR2L2	4142	19637	5084.639321789248	0.0
SNORD102	632	10167	5082.833333333334	0.0
MT-ATP6	3315	6639	5005.916666666662	0.0
SNORD93	546	4919	4919.0	0.0
RPL3	850	8205	4882.011914882504	0.0
RNU11	697	4731	4731.0	0.0
C6orf48	517	4718	4724.666666666667	0.0
EIF4A1	603	6888	4723.5780046909595	0.0
SNORD5	847	14148	4712.650000000003	0.0
HSPA8	604	5250	4676.215309996409	0.0
MT-CYB	2804	4993	4630.2884920634915	0.0
SNORD36B	785	9148	4574.0	0.0
RNU5F-1	743	4585	4498.0844988345	0.0
Y_RNA.807	749	43182	4424.254191476348	0.0
SNORD100	671	4236	4235.5	0.0
TMEM107	1001	6398	4215.00263157895	0.0
MT-ND1	2688	4768	4214.083333333334	0.0
RNY4P27	1464	20327	4062.1600061603435	0.0
SCARNA9	337	5335	3976.166666666658	0.0
U3.26	975	45942	3932.569852777933	0.0
GNB2L1	591	3228	3922.212134502923	0.0
RNU3P3	1128	46741	3878.637080671921	0.0
U3.48	1033	46457	3851.1880705504987	0.0
MT-TV	696	3825	3825.0	0.0
MT-ND2	3222	5732	3752.1912698412707	0.0
SCARNA15	224	3710	3706.1666666666665	0.0
U3.66	848	44578	3702.360366820281	0.0
RNU2-2P	3348	19087	3545.7882087378866	0.0
MTRNR2L1	2620	12841	3530.1924963924753	0.0
hsa-mir-6723.1	4148	7867	3495.626190476199	0.0
NOP56	371	2321	3470.641666666666	0.0
SNORD117	478	3387	3386.3333333333335	0.0
RNY4P17	280	18441	3375.7907829687306	0.0
MT-CO3	2345	3985	3319.7150793650803	0.0
SNORD111B	508	3305	3305.0	0.0
VTRNA1-1	853	4040	3245.916666666668	0.0
SNORD12	379	3086	3085.5	0.0
SNORD18B	521	6022	3010.6666666666665	0.0
RPPH1	550	2993	2992.1428571428573	0.0
PAQR5	364	38637	2929.2411214102704	0.0
SNORD2	1466	14499	2887.6333333332936	0.0
RNVU1-7	2318	10342	2882.3595178036276	0.0
RNVU1-9	2318	10342	2882.3595178036276	0.0
SNORD18A	701	8254	2751.3333333333285	0.0
MT-TM	699	3015	2721.833333333333	0.0
RNY4P5	1728	16126	2708.4968336933234	0.0
DDX39B	375	5336	2706.1125451346047	0.0
SNORD3D	1971	12979	2654.5152304400503	0.0
SNORD84	331	5286	2641.666666666667	0.0
SNORD53_SNORD92.1	327	2696	2626.3333333333335	0.0
RNY4P1	1592	15294	2601.1146672068066	0.0
AC008738.2	113	2562	2546.5	0.0
RPL13	636	3142	2529.883283056816	0.0
ZMYM2	210	2461	2476.0	0.0
SNORD10	449	4858	2429.0	0.0
RNU2-59P	1370	5764	2382.2524161463803	0.0
SNORD36A	673	5279	2324.916666666667	0.0
RPL23A	496	2331	2289.207254298464	0.0
RNU12	729	2332	2280.666666666668	0.0
AC023050.1	24	4507	2258.3	0.0
SNORD52	464	4507	2253.0	0.0
