depth	level	ID	parentID	name	readCount_direct	readCount_inherited
0	no rank	1	-1	root	58	3510
1	no rank	12908	1	unclassified sequences	0	9
2	no rank	151659	12908	environmental samples	0	9
3	species	155900	151659	uncultured organism	8	0
1	no rank	131567	1	cellular organisms	37	3464
2	superkingdom	2	131567	Bacteria	37	801
3	phylum	1117	2	Cyanobacteria	3	4
4	subclass	1301283	1117	Oscillatoriophycideae	0	3
3	phylum	1224	2	Proteobacteria	11	538
4	class	1236	1224	Gammaproteobacteria	16	105
5	order	72273	1236	Thiotrichales	0	12
6	family	135617	72273	Thiotrichaceae	0	12
7	genus	90372	135617	Thiomargarita	0	12
8	no rank	298391	90372	environmental samples	0	12
9	species	298392	298391	uncultured Thiomargarita sp.	12	0
5	order	72274	1236	Pseudomonadales	0	16
6	family	135621	72274	Pseudomonadaceae	0	14
7	genus	286	135621	Pseudomonas	11	2
5	order	91347	1236	Enterobacteriales	0	48
6	family	543	91347	Enterobacteriaceae	0	48
7	genus	620	543	Shigella	0	43
8	species	624	620	Shigella sonnei	43	0
5	no rank	118884	1236	unclassified Gammaproteobacteria	24	0
5	order	135614	1236	Xanthomonadales	0	4
6	family	32033	135614	Xanthomonadaceae	0	4
7	genus	338	32033	Xanthomonas	0	3
8	species	343	338	Xanthomonas translucens	3	0
4	class	28211	1224	Alphaproteobacteria	0	13
5	no rank	82117	28211	unclassified Alphaproteobacteria	3	0
5	order	204457	28211	Sphingomonadales	0	8
6	family	41297	204457	Sphingomonadaceae	1	7
7	genus	13687	41297	Sphingomonas	3	1
4	class	28216	1224	Betaproteobacteria	16	48
5	order	80840	28216	Burkholderiales	3	26
6	family	80864	80840	Comamonadaceae	6	4
6	family	119060	80840	Burkholderiaceae	0	3
6	no rank	119065	80840	unclassified Burkholderiales	2	8
7	no rank	224471	119065	Burkholderiales Genera incertae sedis	3	5
8	genus	92793	224471	Aquabacterium	0	5
9	no rank	158752	92793	environmental samples	0	5
10	species	158753	158752	uncultured Aquabacterium sp.	5	0
5	no rank	119066	28216	unclassified Betaproteobacteria	2	11
6	no rank	33809	119066	unclassified Betaproteobacteria (miscellaneous)	11	0
5	order	206389	28216	Rhodocyclales	0	6
6	family	75787	206389	Rhodocyclaceae	0	6
4	no rank	32045	1224	unclassified Proteobacteria	10	0
4	subphylum	68525	1224	delta/epsilon subdivisions	1	327
5	class	28221	68525	Deltaproteobacteria	2	4
5	class	29547	68525	Epsilonproteobacteria	0	321
6	no rank	34035	29547	unclassified Epsilonproteobacteria	321	0
3	phylum	1239	2	Firmicutes	3	26
4	no rank	47928	1239	environmental samples	0	4
5	species	344338	47928	uncultured Firmicutes bacterium	4	0
4	class	91061	1239	Bacilli	0	6
5	order	1385	91061	Bacillales	0	5
6	family	186817	1385	Bacillaceae	0	4
7	genus	1386	186817	Bacillus	0	4
4	class	186801	1239	Clostridia	0	14
5	order	186802	186801	Clostridiales	1	13
6	family	186807	186802	Peptococcaceae	0	10
7	genus	36853	186807	Desulfitobacterium	0	10
8	species	49338	36853	Desulfitobacterium hafniense	10	0
3	phylum	1297	2	Deinococcus-Thermus	0	3
4	class	188787	1297	Deinococci	0	3
3	no rank	2323	2	unclassified Bacteria	48	57
4	no rank	49928	2323	unclassified Bacteria (miscellaneous)	0	55
5	species	1292554	49928	bacterium 20-L049642-122-014-D03	54	0
3	superphylum	51290	2	Chlamydiae/Verrucomicrobia group	0	3
3	superphylum	68336	2	Bacteroidetes/Chlorobi group	0	30
4	phylum	976	68336	Bacteroidetes	10	20
5	no rank	50742	976	environmental samples	0	3
6	species	152509	50742	uncultured Bacteroidetes bacterium	3	0
5	class	117747	976	Sphingobacteriia	0	12
6	order	200666	117747	Sphingobacteriales	0	12
7	family	84566	200666	Sphingobacteriaceae	0	10
8	genus	28453	84566	Sphingobacterium	10	0
3	superphylum	131550	2	Fibrobacteres/Acidobacteria group	0	5
4	phylum	57723	131550	Acidobacteria	4	1
3	phylum	200795	2	Chloroflexi	0	7
4	no rank	58229	200795	environmental samples	0	6
5	species	166587	58229	uncultured Chloroflexi bacterium	6	0
3	phylum	201174	2	Actinobacteria	3	27
4	class	1760	201174	Actinobacteria	0	24
5	order	2037	1760	Actinomycetales	1	7
6	no rank	38987	2037	unclassified Actinomycetales	0	7
7	no rank	105426	38987	unclassified Actinomycetales (miscellaneous)	7	0
5	order	85006	1760	Micrococcales	1	4
5	order	85007	1760	Corynebacteriales	0	9
6	family	85025	85007	Nocardiaceae	0	9
7	genus	1827	85025	Rhodococcus	0	9
8	species	373913	1827	Rhodococcus sp. B-1016	8	0
3	phylum	203682	2	Planctomycetes	0	29
4	class	203683	203682	Planctomycetia	0	29
5	order	112	203683	Planctomycetales	0	29
6	family	126	112	Planctomycetaceae	11	17
7	no rank	69476	126	unclassified Planctomycetaceae	16	0
2	superkingdom	2157	131567	Archaea	13	78
3	no rank	48510	2157	environmental samples	2	20
4	species	115547	48510	uncultured archaeon	19	0
3	phylum	651137	2157	Thaumarchaeota	0	52
4	class	1643678	651137	Nitrososphaeria	0	52
5	order	1033996	1643678	Nitrososphaerales	0	52
6	family	1033997	1033996	Nitrososphaeraceae	0	52
7	genus	497726	1033997	Nitrososphaera	52	0
2	superkingdom	2759	131567	Eukaryota	14	2521
3	no rank	33154	2759	Opisthokonta	0	2482
4	kingdom	4751	33154	Fungi	295	2184
5	phylum	4761	4751	Chytridiomycota	6	84
6	class	451435	4761	Chytridiomycetes	6	75
7	order	4810	451435	Chytridiales	12	23
8	family	1352827	4810	Chytriomycetaceae	19	3
7	order	34478	451435	Spizellomycetales	0	4
8	family	1134080	34478	Powellomycetaceae	0	3
9	genus	1126249	1134080	Geranomyces	0	3
10	species	109894	1126249	Geranomyces variabilis	3	0
7	no rank	254789	451435	Chytridiomycetes incertae sedis	0	3
8	family	286113	254789	Synchytriaceae	0	3
7	order	451442	451435	Rhizophydiales	0	8
8	family	451449	451442	Rhizophydiaceae	0	3
8	family	451453	451442	Kappamycetaceae	0	4
9	genus	261096	451453	Kappamyces	0	4
10	species	261097	261096	Kappamyces laurelensis	4	0
7	order	642607	451435	Cladochytriales	0	23
8	family	64903	642607	Endochytriaceae	0	23
9	genus	109937	64903	Endochytrium	0	23
10	species	546774	109937	Endochytrium ramosum	23	0
5	no rank	57731	4751	environmental samples	2	17
6	species	167647	57731	uncultured soil fungus	11	0
6	species	419790	57731	uncultured fungal contaminant	3	0
5	no rank	89443	4751	unclassified Fungi	5	1
5	no rank	112252	4751	Fungi incertae sedis	0	4
6	subphylum	451828	112252	Kickxellomycotina	0	3
5	phylum	214504	4751	Glomeromycota	0	26
6	class	214506	214504	Glomeromycetes	0	26
7	order	36750	214506	Glomerales	0	23
8	family	36751	36750	Glomeraceae	0	23
9	no rank	231054	36751	environmental samples	0	17
10	species	1049725	231054	uncultured Glomeraceae	17	0
9	genus	1129544	36751	Rhizophagus	0	5
10	species	4876	1129544	Rhizophagus intraradices	5	0
7	order	214509	214506	Diversisporales	0	3
5	phylum	451459	4751	Blastocladiomycota	0	14
6	class	451460	451459	Blastocladiomycetes	0	14
7	order	4805	451460	Blastocladiales	0	14
8	family	4806	4805	Blastocladiaceae	0	9
9	genus	281850	4806	Microallomyces	0	9
10	species	281851	281850	Microallomyces dendroideus	9	0
8	family	143958	4805	Coelomomycetaceae	0	4
9	genus	143959	143958	Coelomomyces	0	4
10	species	143960	143959	Coelomomyces stegomyiae	4	0
5	subkingdom	451864	4751	Dikarya	80	1900
6	phylum	4890	451864	Ascomycota	298	1498
7	no rank	45426	4890	unclassified Ascomycota	7	1
7	no rank	136265	4890	environmental samples	0	6
8	species	175243	136265	uncultured Ascomycota	6	0
7	subphylum	451866	4890	Taphrinomycotina	0	5
8	class	147554	451866	Schizosaccharomycetes	0	4
9	order	34346	147554	Schizosaccharomycetales	0	4
10	family	4894	34346	Schizosaccharomycetaceae	0	4
11	genus	4895	4894	Schizosaccharomyces	0	4
7	no rank	716545	4890	saccharomyceta	20	1458
8	subphylum	147537	716545	Saccharomycotina	0	226
9	class	4891	147537	Saccharomycetes	0	226
10	order	4892	4891	Saccharomycetales	18	208
11	family	4893	4892	Saccharomycetaceae	1	3
11	no rank	118267	4892	mitosporic Saccharomycetales	0	3
11	no rank	241407	4892	Saccharomycetales incertae sedis	0	18
12	genus	75735	241407	Starmerella	0	18
13	species	75736	75735	Starmerella bombicola	18	0
11	family	410830	4892	Trichomonascaceae	0	5
12	genus	43971	410830	Blastobotrys	4	0
11	family	766764	4892	Debaryomycetaceae	0	176
