GeneSymbol	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
RNY5	2948	403892	402306.66666666634	0.0
RPPH1	10775	249046	249021.48181818187	0.0
RNU2-61P	5363	585918	220004.90632432097	0.0
RNU2-37P	4802	583952	219251.04834701357	0.0
WDR74	11904	301078	143439.1711909833	0.0
RNY1	1602	124349	113999.51149151109	0.0
RN7SL1	19597	280402	93137.76232355314	0.0
RNY4	2792	315031	75202.55474137262	0.0
RNY4P10	2421	313918	74654.40583870088	0.0
Y_RNA.320	2046	307728	71755.10950770802	0.0
RNU2-2P	11885	301052	71705.58559549165	0.0
RNY4P7	1923	306128	71307.0775640937	0.0
RNU11	5753	54542	54493.91666666663	0.0
RNU2-36P	4390	207592	50616.877090465794	0.0
RNU2-59P	5302	127582	46564.515839558495	0.0
RNU1-27P	25632	550528	45393.482404116934	0.0
RNU1-28P	25632	550528	45393.482404116934	0.0
RNU1-2	25632	550528	45393.482404116934	0.0
RNU1-1	25632	550528	45393.482404116934	0.0
RNU1-4	25632	550528	45393.482404116934	0.0
RNU1-3	25632	550528	45393.482404116934	0.0
RNVU1-18	25632	550528	45393.482404116934	0.0
RN7SL2	18183	262341	44799.17279158901	0.0
RNVU1-7	23546	513151	42066.27434659135	0.0
RNVU1-9	23546	513151	42066.27434659135	0.0
RN7SL5P	15097	234788	34310.71226228329	0.0
RN7SL3	12852	208194	29497.47252051639	0.0
RMRP	2792	29499	29488.33333333332	0.0
RNU2-48P	2377	130581	23022.38918611936	0.0
RNU2-26P	2826	122573	22710.449005533934	0.0
RNU2-57P	2824	122571	22707.657338867262	0.0
RNU2-33P	1632	120347	22617.861163917773	0.0
RNU2-7P	1384	119373	22358.88555064212	0.0
RNU1-11P	9025	254577	19414.25289940872	0.0
RNVU1-1	8784	172966	13734.034382481239	0.0
RNVU1-10	8784	172966	13734.034382481239	0.0
RN7SL4P	7470	109181	13297.289549530626	0.0
LINC00910	3228	47066	13034.951647127447	0.0
RNU2-68P	1849	73507	12091.181912613534	0.0
THRB	72	11928	11802.307188644689	0.0
RNU1-13P	4565	164851	11171.073420331719	0.0
RNVU1-11	4565	164851	11171.073420331719	0.0
RNVU1-19	6340	133755	10703.91229440724	0.0
RNU1-88P	4166	157666	10672.478552654422	0.0
DCDC1	59	10413	10305.366666666667	0.0
RNY4P20	1156	57134	10253.703204148807	0.0
RNU1-136P	3780	106688	8957.293231090898	0.0
RNU1-19P	3177	137199	8929.425537310563	0.0
RNU2-6P	2452	52737	8796.621061414253	0.0
RN7SL8P	3189	67515	8689.399238399918	0.0
RNU12	403	8000	7985.333333333335	0.0
VTRNA1-1	1523	8416	7971.999999999998	0.0
RNU2-3P	1774	33327	7717.35306462542	0.0
VTRNA1-2	1084	7391	7264.499999999997	0.0
RNU1-67P	3471	102545	7126.7912382023405	0.0
RNVU1-14	2995	84165	6845.861324308978	0.0
RNU2-64P	1333	34123	6167.053993310614	0.0
RN7SL674P	4215	51544	6061.257321846905	0.0
TMEM25	36	5829	5827.399999999998	0.0
LINC00338	191	5319	5300.083333333334	0.0
RNU1-104P	1082	77186	4772.630565477674	0.0
RNY4P27	1190	22579	4501.928379129481	0.0
CTC-444N24.8	43	4225	4218.500000000001	0.0
SNHG1	897	3497	3614.999999999997	0.0
RN7SL128P	2545	32419	3536.6392574238416	0.0
RNVU1-17	2694	38145	3472.251289757011	0.0
RNU5B-1	1198	5941	3463.083477633479	0.0
RNU1-34P	973	41305	3444.27134700186	0.0
RN7SL151P	1956	25358	3302.18101941702	0.0
RNU2-38P	1281	19011	3279.668342482747	0.0
SNHG5	527	3248	3250.8666666666627	0.0
RNU1-63P	1482	40810	3084.938086767758	0.0
RN7SL396P	3157	26179	2967.9576748079576	0.0
SNORD3A	2316	12732	2947.25658810303	0.0
RNU2-70P	894	12003	2907.677792958669	0.0
SNORD119	262	2847	2847.0	0.0
RN7SL732P	1708	32030	2834.629944711732	0.0
RNU1-148P	1753	32170	2797.1089407065692	0.0
RNVU1-13	2083	36296	2734.648516681594	0.0
SNORD3C	2054	12055	2721.784365880814	0.0
RNU2-17P	471	17858	2650.460100412447	0.0
RNU2-29P	827	15576	2589.3924038932723	0.0
RNU5A-1	854	4893	2488.450144300143	0.0
RN7SL752P	1664	20728	2442.3217088953643	0.0
RN7SL767P	2099	23915	2373.351511374067	0.0
RNU1-21P	804	37671	2322.0241181834876	0.0
RNY4P17	178	12859	2295.6221961706888	0.0
Y_RNA.383	217	5011	2248.169191919192	0.0
SNORD3B-2	1850	11197	2138.0899214363913	0.0
SNORD3B-1	1848	11195	2136.0899214363913	0.0
WDR20	20	2061	2062.999999999999	0.0
RNU1-82P	1090	25168	2048.8957455548507	0.0
RN7SL838P	987	18829	1996.4231886001899	0.0
RNU1-89P	1932	27230	1847.8950331109695	0.0
RNU2-23P	1427	16077	1811.837880139512	0.0
MT-RNR2	1407	2825	1707.4928571428575	0.0
MT-RNR1	830	1652	1652.0	0.0
SNORD20	299	1553	1553.0	0.0
RNU1-94P	360	6193	1531.7440250604163	0.0
RN7SL277P	658	16426	1495.126464653779	0.0
GAS5	142	778	1449.95	0.0
C3orf27	91	2088	1417.5831168831166	0.0
RNU2-5P	669	6232	1417.2704742071799	0.0
RN7SL564P	958	19506	1415.8330992259514	0.0
SNORD3D	1091	6824	1405.3602814748097	0.0
RN7SL617P	438	15463	1383.8658413712628	0.0
