ReferenceID	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
hsa_piR_008488|gb|DQ581533|Homo_sapiens:12:117916274:117916302:Plus	920	28946	28946.0	0.0
hsa_piR_019168|gb|DQ596311|Homo_sapiens:14:100479543:100479573:Plus	137	2878	2867.5	0.0
hsa_piR_004153|gb|DQ575660|Homo_sapiens:3:156861576:156861607:Plus	166	2710	2685.5	0.0
hsa_piR_020365|gb|DQ597975|Homo_sapiens:11:108979133:108979162:Plus	384	2642	2642.0	0.0
hsa_piR_015254|gb|DQ590835|Homo_sapiens:3:114834325:114834352:Plus	234	2200	2200.0	0.0
hsa_piR_019420|gb|DQ596670|Homo_sapiens:2:101255914:101255940:Minus	55	1184	1184.0	0.0
hsa_piR_000805|gb|DQ571003|Homo_sapiens:1:212438966:212438997:Plus	100	518	518.0	0.0
hsa_piR_020619|gb|DQ598378|Homo_sapiens:1:28778863:28778894:Minus	40	464	464.0	0.0
hsa_piR_000552|gb|DQ570687|Homo_sapiens:22:38045003:38045030:Minus	54	365	365.0	0.0
hsa_piR_019825|gb|DQ597218|Homo_sapiens:1:227740227:227740256:Plus	61	293	292.5	0.0
hsa_piR_005076|gb|DQ577008|Homo_sapiens:3:114834362:114834388:Plus	39	239	239.0	0.0
hsa_piR_019167|gb|DQ596309|Homo_sapiens:14:100434012:100434039:Plus	26	239	237.0	0.0
hsa_piR_001207|gb|DQ571591|Homo_sapiens:16:88155360:88155385:Plus	43	187	187.0	0.0
hsa_piR_012753|gb|DQ587269|Homo_sapiens:2:232029453:232029478:Minus	31	119	119.0	0.0
hsa_piR_017178|gb|DQ593744|Homo_sapiens:18:45271685:45271715:Minus	20	106	106.0	0.0
hsa_piR_016658|gb|DQ592931|Homo_sapiens:6:80508363:80508389:Plus	40	165	99.5	0.0
hsa_piR_020450|gb|DQ598104|Homo_sapiens:9:133350930:133350959:Plus	28	97	97.0	0.0
hsa_piR_016677|gb|DQ592953|Homo_sapiens:2:205927199:205927228:Plus	50	117	93.5	0.0
hsa_piR_016659|gb|DQ592932|Homo_sapiens:14:22388242:22388267:Plus	28	134	68.5	0.0
hsa_piR_019201|gb|DQ596354|Homo_sapiens:14:100485925:100485955:Plus	32	67	67.0	0.0
hsa_piR_018292|gb|DQ595186|Homo_sapiens:18:45269646:45269676:Minus	13	45	45.0	0.0
hsa_piR_014620|gb|DQ590013|Homo_sapiens:5:93930930:93930956:Minus	22	43	43.0	0.0
hsa_piR_020814|gb|DQ598650|Homo_sapiens:22:38039828:38039859:Minus	20	42	37.0	0.0
hsa_piR_004531|gb|DQ576233|Homo_sapiens:6:31698835:31698864:Plus	14	35	35.0	0.0
hsa_piR_001101|gb|DQ571419|Homo_sapiens:1:45016687:45016714:Plus	11	24	24.0	0.0
hsa_piR_019224|gb|DQ596390|Homo_sapiens:14:100485960:100485990:Plus	17	25	19.5	0.0
hsa_piR_019102|gb|DQ596225|Homo_sapiens:14:100520003:100520032:Plus	12	19	19.0	0.0
hsa_piR_020828|gb|DQ598675|Homo_sapiens:2:149355860:149355890:Minus	16	17	17.0	0.0
hsa_piR_011901|gb|DQ586098|Homo_sapiens:2:106681184:106681214:Minus	12	16	16.0	0.0
hsa_piR_004309|gb|DQ575884|Homo_sapiens:2:47361402:47361433:Minus	13	16	13.533333333333335	0.0
hsa_piR_000765|gb|DQ570956|Homo_sapiens:2:156965946:156965976:Minus	9	13	13.0	0.0
hsa_piR_017791|gb|DQ594556|Homo_sapiens:11:74789084:74789113:Plus	5	11	11.0	0.0
hsa_piR_019574|gb|DQ596863|Homo_sapiens:14:100519018:100519048:Plus	6	11	11.0	0.0
hsa_piR_000330|gb|DQ570393|Homo_sapiens:14:100479544:100479569:Plus	8	21	10.5	0.0
hsa_piR_020326|gb|DQ597916|Homo_sapiens:3:15524502:15524532:Plus	8	9	8.5	0.0
hsa_piR_019521|gb|DQ596805|Homo_sapiens:11:10487516:10487542:Minus	7	8	8.0	0.0
hsa_piR_007336|gb|DQ580006|Homo_sapiens:2:106681212:106681238:Minus	6	8	8.0	0.0
hsa_piR_000560|gb|DQ570698|Homo_sapiens:17:24071728:24071758:Plus	6	7	7.0	0.0
hsa_piR_020439|gb|DQ598084|Homo_sapiens:19:12678303:12678331:Minus	5	7	7.0	0.0
hsa_piR_001042|gb|DQ571335|Homo_sapiens:11:93104320:93104349:Minus	5	6	6.0	0.0
hsa_piR_001205|gb|DQ571589|Homo_sapiens:11:8662350:8662381:Plus	5	6	6.0	0.0
hsa_piR_005019|gb|DQ576918|Homo_sapiens:2:27127216:27127243:Plus	3	6	6.0	0.0
hsa_piR_016963|gb|DQ593398|Homo_sapiens:14:100485962:100485989:Plus	7	11	5.5	0.0
hsa_piR_001312|gb|DQ571813|Homo_sapiens:2:156965943:156965973:Minus	19	26	5.300000000000002	0.0
hsa_piR_018570|gb|DQ595536|Homo_sapiens:2:156965941:156965972:Minus	19	26	5.300000000000002	0.0
