GeneSymbol	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
CDK5RAP2	730	297809	297707.0724608728	0.0
HIF1AN	92	13474	13278.333333333334	0.0
HMCN2	119	5050	2525.0	0.0
AL354898.1	119	5050	2525.0	0.0
HOXC8	18	624	623.25	0.0
PAX6	41	696	488.70000000000005	0.0
CLDN2	29	521	379.74999999999994	0.0
ESYT3	24	316	315.5	0.0
PGRMC2	11	291	291.0	0.0
CYB5R4	7	291	289.6666666666667	0.0
COPA	11	187	187.0	0.0
DPH6	20	384	186.66666666666666	0.0
RP11-677M14.7	21	178	176.33333333333331	0.0
USP41	41	170	166.05	0.0
Y_RNA.409	21	329	165.83333333333331	0.0
Y_RNA.395	20	327	163.83333333333331	0.0
EHBP1L1	17	165	161.8	0.0
PRR15	5	154	154.0	0.0
TMEM170A	4	245	147.4	0.0
LRIG1	13	131	130.5	0.0
RP5-1107A17.4	7	122	122.0	0.0
RP11-65L3.2	12	122	118.16666666666666	0.0
ZBP1	17	111	111.0	0.0
AC010970.2	59	111	109.5	0.0
CTD-2328D6.1	74	109	98.21515151515152	0.0
TMEM104	12	97	97.0	0.0
RP11-2H8.3	35	180	91.75	0.0
CRTC3	19	94	88.5	0.0
RNA5SP449	33	176	87.75	0.0
MICU1	6	80	80.0	0.0
ZNF850	17	81	78.08333333333333	0.0
TMEM200C	22	85	76.66666666666667	0.0
TOR3A	13	74	74.0	0.0
CD320	19	74	74.0	0.0
RMST	17	127	73.16666666666666	0.0
SPG7	16	73	71.0	0.0
KTN1-AS1	9	70	70.0	0.0
MT-ND5	75	84	69.33333333333333	0.0
WWP1	7	67	67.0	0.0
Y_RNA.802	4	65	65.0	0.0
CREBRF	10	65	64.66666666666666	0.0
ADAP1	41	77	63.7	0.0
FIS1	24	71	63.61818181818183	0.0
RP11-561I11.4	7	61	61.0	0.0
TRAPPC9	3	60	60.0	0.0
ARHGEF11	20	61	58.75	0.0
TRABD2A	2	55	55.0	0.0
SAMD3	5	53	53.0	0.0
FCGR2A	22	53	53.0	0.0
RASGEF1B	4	247	51.8	0.0
TSPAN12	4	245	49.800000000000004	0.0
RP11-38O23.4	21	50	49.25	0.0
PLAG1	7	48	48.0	0.0
NBEAL1	11	48	48.0	0.0
SNX27	23	47	47.00000000000001	0.0
RP4-788P17.1	7	47	47.0	0.0
CSNK1D	12	90	46.00000000000001	0.0
SRRM2	8	75	46.0	0.0
RP11-130F10.1	14	49	45.66666666666667	0.0
ZXDB	6	43	43.0	0.0
RQCD1	14	66	41.990476190476194	0.0
EXT1	5	106	41.66666666666667	0.0
RIMS1	8	40	40.0	0.0
LDB2	8	74	39.31666666666668	0.0
C5orf63	8	39	39.0	0.0
RP11-137H2.6	16	78	38.83333333333333	0.0
SNX5	16	78	38.83333333333333	0.0
HUWE1	9	40	38.57142857142858	0.0
MCC	14	38	37.5	0.0
ATP6AP1	10	44	36.50952380952381	0.0
NRP1	24	52	36.25	0.0
MT-ND4	39	46	35.5	0.0
RP4-671G15.2	7	37	35.5	0.0
RFX5	5	35	35.0	0.0
VPS13A	10	36	33.6	0.0
RRP15	11	33	33.0	0.0
NDE1	8	33	33.0	0.0
ALB	2	32	32.00000000000001	0.0
KRTAP4-8	15	32	32.0	0.0
TRAF5	21	33	32.0	0.0
NEU1	16	75	31.80952380952381	0.0
ZNF616	4	32	31.666666666666664	0.0
LGALS3	9	31	31.0	0.0
ERO1L	8	27	29.0	0.0
GRIN2D	21	28	27.5	0.0
RP11-863K10.7	5	53	27.333333333333332	0.0
KANSL2	15	27	26.50000000000001	0.0
TKTL1	5	26	26.0	0.0
DCAF8	3	50	24.333333333333332	0.0
PCNX	5	24	24.0	0.0
CHCHD5	5	25	24.0	0.0
RP11-347C18.3	3	24	24.0	0.0
LPHN1	7	24	24.0	0.0
MRPS18B	6	23	23.0	0.0
RP11-67M1.1	3	23	23.0	0.0
LMTK2	9	24	22.833333333333332	0.0
PLCE1	7	17	22.666666666666664	0.0
IQGAP1	16	44	22.5	0.0
RNF10	10	26	22.0	0.0
RP11-350J20.9	10	22	22.0	0.0
ZNF829	9	22	22.0	0.0
MS4A15	6	37	21.5	0.0
PANK1	15	43	21.5	0.0
RP11-638L3.3	1	21	21.0	0.0
NR5A1	16	35	21.0	0.0
RBBP7	5	11	21.0	0.0
FTLP10	3	21	21.0	0.0
BTN3A2	8	21	20.5	0.0
CMBL	17	35	20.25	0.0
TAF8	8	20	20.0	0.0
PLXNB1	3	20	20.0	0.0
DNAJC14	7	19	19.0	0.0
NKTR	3	19	19.0	0.0
BRIP1	4	28	19.0	0.0
PHF14	4	19	19.0	0.0
LSM14A	3	19	19.0	0.0
BTG2	7	19	18.333333333333332	0.0
INMT	4	18	18.0	0.0
TCEB3	9	18	18.0	0.0
MYO16	4	18	18.0	0.0
KCNQ1OT1	25	34	17.616666666666667	0.0
RP11-290F5.1	7	18	17.5	0.0
GSTP1	16	74	17.4047619047619	0.0
XRCC5	8	14	17.333333333333332	0.0
TSPAN4	6	17	17.0	0.0
SAMD9L	8	17	17.0	0.0
PPP2R5E	6	17	17.0	0.0
PAPOLG	7	17	17.0	0.0
SNX18	5	18	17.0	0.0
C6orf62	12	24	16.930555555555557	0.0
TCP11L1	2	63	16.5	0.0
PRRG4	9	17	16.5	0.0
RP11-395L14.3	10	34	16.133333333333333	0.0
CLCN7	4	16	16.0	0.0
PPME1	3	16	16.0	0.0
CDC42BPB	9	16	16.0	0.0
ERF	5	19	15.666666666666666	0.0
AC007246.3	1	62	15.5	0.0
CTB-92J24.3	1	31	15.5	0.0
