ReferenceID	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
hsa-mir-181a-1:MI0000289:Homo:sapiens:miR-181a-1:stem-loop	33	1390	711.5	0.0
hsa-mir-181a-2:MI0000269:Homo:sapiens:miR-181a-2:stem-loop	30	1365	686.5	0.0
hsa-mir-9-1:MI0000466:Homo:sapiens:miR-9-1:stem-loop	18	1622	541.3333333333335	0.0
hsa-mir-9-2:MI0000467:Homo:sapiens:miR-9-2:stem-loop	18	1622	541.3333333333335	0.0
hsa-mir-9-3:MI0000468:Homo:sapiens:miR-9-3:stem-loop	17	1619	540.3333333333335	0.0
hsa-mir-181b-1:MI0000270:Homo:sapiens:miR-181b-1:stem-loop	41	856	459.5	0.0
hsa-mir-181b-2:MI0000683:Homo:sapiens:miR-181b-2:stem-loop	25	802	405.5	0.0
hsa-mir-182:MI0000272:Homo:sapiens:miR-182:stem-loop	20	330	330.0	0.0
hsa-mir-1291:MI0006353:Homo:sapiens:miR-1291:stem-loop	75	126	126.0	0.0
hsa-mir-222:MI0000299:Homo:sapiens:miR-222:stem-loop	45	119	119.0	0.0
hsa-mir-10b:MI0000267:Homo:sapiens:miR-10b:stem-loop	22	87	87.0	0.0
hsa-mir-21:MI0000077:Homo:sapiens:miR-21:stem-loop	22	77	77.0	0.0
hsa-mir-1248:MI0006383:Homo:sapiens:miR-1248:stem-loop	44	66	66.0	0.0
hsa-mir-664a:MI0006442:Homo:sapiens:miR-664:stem-loop	32	65	65.0	0.0
hsa-mir-6516:MI0025513:Homo:sapiens:miR-6516:stem-loop	37	65	65.0	0.0
hsa-let-7b:MI0000063:Homo:sapiens:let-7b:stem-loop	38	56	55.0	0.0
hsa-mir-151a:MI0000809:Homo:sapiens:miR-151a:stem-loop	14	54	54.0	0.0
hsa-mir-423:MI0001445:Homo:sapiens:miR-423:stem-loop	23	53	53.0	0.0
hsa-mir-191:MI0000465:Homo:sapiens:miR-191:stem-loop	5	46	46.0	0.0
hsa-mir-302a:MI0000738:Homo:sapiens:miR-302a:stem-loop	6	29	29.0	0.0
hsa-mir-140:MI0000456:Homo:sapiens:miR-140:stem-loop	19	29	29.0	0.0
hsa-mir-103a-2:MI0000108:Homo:sapiens:miR-103a-2:stem-loop	6	79	27.0	0.0
hsa-mir-10a:MI0000266:Homo:sapiens:miR-10a:stem-loop	13	27	27.0	0.0
hsa-let-7a-3:MI0000062:Homo:sapiens:let-7a-3:stem-loop	14	29	26.5	0.0
hsa-mir-107:MI0000114:Homo:sapiens:miR-107:stem-loop	5	78	26.0	0.0
hsa-mir-103a-1:MI0000109:Homo:sapiens:miR-103a-1:stem-loop	5	78	26.0	0.0
hsa-mir-452:MI0001733:Homo:sapiens:miR-452:stem-loop	4	22	22.0	0.0
hsa-mir-136:MI0000475:Homo:sapiens:miR-136:stem-loop	7	19	19.0	0.0
hsa-mir-3651:MI0016051:Homo:sapiens:miR-3651:stem-loop	12	19	19.0	0.0
hsa-mir-221:MI0000298:Homo:sapiens:miR-221:stem-loop	11	18	18.0	0.0
hsa-mir-30d:MI0000255:Homo:sapiens:miR-30d:stem-loop	7	17	17.0	0.0
hsa-mir-409:MI0001735:Homo:sapiens:miR-409:stem-loop	6	17	17.0	0.0
