depth	level	ID	parentID	name	readCount_direct	readCount_inherited
0	no rank	1	-1	root	622	152906
1	no rank	12908	1	unclassified sequences	0	74
2	no rank	151659	12908	environmental samples	0	74
3	no rank	81490	151659	prokaryotic environmental samples	0	7
4	species	198431	81490	uncultured prokaryote	7	0
3	species	155900	151659	uncultured organism	64	0
1	no rank	131567	1	cellular organisms	1339	151493
2	superkingdom	2	131567	Bacteria	1383	13959
3	phylum	1117	2	Cyanobacteria	195	105
4	no rank	34079	1117	unclassified Cyanobacteria	36	0
4	no rank	48504	1117	environmental samples	2	26
5	species	1211	48504	uncultured cyanobacterium	26	0
4	subclass	1301283	1117	Oscillatoriophycideae	0	38
5	order	1118	1301283	Chroococcales	0	30
6	genus	1125	1118	Microcystis	0	26
7	species	1126	1125	Microcystis aeruginosa	4	22
8	no rank	285035	1126	Microcystis aeruginosa UTEX 'LB 2385'	0	22
9	no rank	1296356	285035	Microcystis aeruginosa CCAP 1450/12	22	0
5	order	1150	1301283	Oscillatoriales	2	6
6	genus	47251	1150	Leptolyngbya	0	6
7	species	459390	47251	Leptolyngbya sp. CR_L19	4	0
3	phylum	1224	2	Proteobacteria	986	6059
4	class	1236	1224	Gammaproteobacteria	150	723
5	no rank	50423	1236	environmental samples	0	7
6	species	86473	50423	uncultured gamma proteobacterium	7	0
5	order	72273	1236	Thiotrichales	0	18
6	family	34064	72273	Francisellaceae	0	14
7	genus	262	34064	Francisella	14	0
6	family	135617	72273	Thiotrichaceae	0	3
5	order	72274	1236	Pseudomonadales	4	105
6	family	468	72274	Moraxellaceae	0	14
7	genus	469	468	Acinetobacter	6	1
7	genus	212791	468	Enhydrobacter	5	0
6	family	135621	72274	Pseudomonadaceae	2	89
7	genus	286	135621	Pseudomonas	74	15
8	species group	136843	286	Pseudomonas fluorescens group	0	8
9	species	294	136843	Pseudomonas fluorescens	8	0
5	order	91347	1236	Enterobacteriales	0	58
6	family	543	91347	Enterobacteriaceae	1	56
7	genus	547	543	Enterobacter	0	3
8	species group	354276	547	Enterobacter cloacae complex	0	3
7	genus	561	543	Escherichia	0	3
8	species	562	561	Escherichia coli	3	0
7	genus	620	543	Shigella	0	7
8	species	624	620	Shigella sonnei	7	0
7	genus	122277	543	Pectobacterium	0	29
8	no rank	228953	122277	environmental samples	0	29
9	species	228954	228953	uncultured Pectobacterium sp.	29	0
7	no rank	191675	543	unclassified Enterobacteriaceae	3	4
8	no rank	84563	191675	ant, tsetse, mealybug, aphid, etc. endosymbionts	0	4
9	no rank	146507	84563	aphid secondary symbionts	1	3
10	species	1199245	146507	secondary endosymbiont of Ctenarytaina eucalypti	0	3
11	no rank	1191524	1199245	secondary endosymbiont of Ctenarytaina eucalypti Thao2000	3	0
5	no rank	118884	1236	unclassified Gammaproteobacteria	391	1
5	order	118969	1236	Legionellales	0	14
6	family	444	118969	Legionellaceae	0	12
7	genus	445	444	Legionella	12	0
5	order	135614	1236	Xanthomonadales	0	79
6	family	32033	135614	Xanthomonadaceae	63	14
7	genus	338	32033	Xanthomonas	0	7
8	species	343	338	Xanthomonas translucens	7	0
7	genus	490567	32033	Arenimonas	3	0
5	order	135618	1236	Methylococcales	0	9
6	family	403	135618	Methylococcaceae	0	9
7	genus	429	403	Methylobacter	8	0
5	order	135619	1236	Oceanospirillales	0	3
5	order	135624	1236	Aeromonadales	0	3
5	order	135625	1236	Pasteurellales	0	5
6	family	712	135625	Pasteurellaceae	0	5
7	genus	724	712	Haemophilus	3	0
5	order	225057	1236	Acidithiobacillales	0	20
6	family	225058	225057	Acidithiobacillaceae	0	20
7	genus	119977	225058	Acidithiobacillus	20	0
4	class	28211	1224	Alphaproteobacteria	107	146
5	order	356	28211	Rhizobiales	8	14
6	family	41294	356	Bradyrhizobiaceae	0	3
7	genus	374	41294	Bradyrhizobium	3	0
6	no rank	119042	356	unclassified Rhizobiales	7	0
5	order	766	28211	Rickettsiales	0	6
6	family	775	766	Rickettsiaceae	2	3
5	no rank	47925	28211	environmental samples	0	10
6	species	91750	47925	uncultured alpha proteobacterium	10	0
5	no rank	82117	28211	unclassified Alphaproteobacteria	17	20
6	no rank	33807	82117	unclassified Alphaproteobacteria (miscellaneous)	19	1
5	order	204441	28211	Rhodospirillales	2	11
6	family	433	204441	Acetobacteraceae	1	7
7	no rank	41293	433	unclassified Acetobacteraceae	5	0
5	order	204455	28211	Rhodobacterales	0	17
6	family	31989	204455	Rhodobacteraceae	7	10
7	no rank	58840	31989	unclassified Rhodobacteraceae	8	0
5	order	204457	28211	Sphingomonadales	1	36
6	family	41297	204457	Sphingomonadaceae	5	26
7	genus	13687	41297	Sphingomonas	6	4
7	no rank	41298	41297	unclassified Sphingomonadaceae	0	4
8	no rank	122612	41298	unclassified Sphingomonadaceae (miscellaneous)	4	0
7	genus	165695	41297	Sphingobium	9	0
6	family	335929	204457	Erythrobacteraceae	0	4
