GeneSymbol	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
TBC1D8B	861	2300	714.9812881562896	0.0
RP11-259O2.3	755	2153	681.5246031746036	0.0
SLC38A6	727	2126	667.2496031746037	0.0
LUZP2	10	398	398.0	0.0
MT-ND5	265	353	310.3166666666666	0.0
AC010970.2	85	241	239.0	0.0
MT-ND4	203	258	214.8409090909091	0.0
RBBP7	15	198	198.0	0.0
KCNQ1OT1	204	414	173.92460317460313	0.0
KSR2	12	141	141.99999999999994	0.0
MT-CYB	104	143	137.25	0.0
RP11-346D14.1	124	193	129.6690476190476	0.0
MT-RNR2	118	142	115.6333333333333	0.0
HIF1AN	15	103	103.0	0.0
MIPOL1	133	170	95.54960317460318	0.0
RP11-501E14.1	40	92	86.58333333333333	0.0
SMC1A	16	83	83.0	0.0
MT-CO1	94	116	76.66666666666666	0.0
RYK	6	74	74.0	0.0
HSPA8P20	24	76	71.0	0.0
RPAP2	102	131	70.60555555555555	0.0
TRMU	4	70	70.0	0.0
CTD-2328D6.1	52	70	70.0	0.0
MT-ND1	61	82	68.83333333333334	0.0
AC072062.1	44	67	66.5	0.0
MT-CO3	70	82	61.27777777777778	0.0
RP11-142G1.3	91	205	54.405555555555544	0.0
PTPRQ	85	140	53.50238095238097	0.0
MT-ATP6	60	78	51.5	0.0
TP53BP1	20	50	50.00000000000001	0.0
MT-ND2	59	69	43.476190476190474	0.0
MTND5P11	68	81	41.28333333333334	0.0
NEDD4	98	127	40.04670329670326	0.0
MT-CO2	48	60	37.50000000000001	0.0
PPP2R2A	5	37	37.0	0.0
KIAA1328	48	62	35.76904761904762	0.0
MTND4P12	55	69	35.5	0.0
UGDH-AS1	71	91	35.34880952380952	0.0
GGT1	28	60	35.026058201058206	0.0
GNPDA1	6	34	34.0	0.0
ADAMTSL3	41	57	33.53571428571429	0.0
RP4-712E4.1	5	67	33.5	0.0
RP4-712E4.2	5	67	33.5	0.0
MT-ND4L	25	33	32.5	0.0
CCDC125	30	38	32.0	0.0
IL16	15	31	30.999999999999993	0.0
LINC00504	33	39	29.05952380952381	0.0
LINC00174	17	28	28.0	0.0
ESYT1	10	28	28.0	0.0
RP11-946L20.4	33	42	27.78333333333333	0.0
HYLS1	7	27	27.0	0.0
RP11-382J12.1	25	29	26.869047619047617	0.0
MORC4	106	137	26.190018315018282	0.0
hsa-mir-6723.1	49	63	25.66666666666666	0.0
FAM228B	25	39	25.23809523809524	0.0
AC159540.1	19	27	25.0	0.0
SOD2	23	30	24.833333333333336	0.0
MTND2P28	43	50	24.476190476190474	0.0
MTATP6P1	39	49	23.166666666666668	0.0
PHF14	3	23	23.0	0.0
RP11-545I5.3	99	130	22.60668498168496	0.0
AL590867.1	78	101	22.589285714285698	0.0
TTC39B	4	22	22.5	0.0
TOR3A	4	21	22.333333333333332	0.0
LURAP1L	5	21	21.0	0.0
RP1-140C12.2	4	21	21.0	0.0
C4orf36	17	23	20.333333333333332	0.0
MUC12	12	20	20.0	0.0
MT-ND3	17	21	20.0	0.0
MT-RNR1	14	20	20.0	0.0
TRIM22	47	73	19.09097744360902	0.0
LPL	1	19	19.0	0.0
CCND3	4	19	19.0	0.0
CEP85L	2	18	18.000000000000004	0.0
MT-ND6	14	19	17.833333333333336	0.0
BLOC1S6	36	44	17.694780219780217	0.0
RP5-857K21.7	31	40	17.5	0.0
RP13-254B10.1	11	17	17.0	0.0
RP11-677M14.7	4	17	17.0	0.0
LRRC28	6	17	17.0	0.0
MT-TA	15	17	17.0	0.0
CDC37	4	17	17.0	0.0
RP5-857K21.11	32	36	16.77777777777778	0.0
SET	4	16	16.0	0.0
CTC-436P18.3	13	16	16.0	0.0
CTD-2583A14.8	3	16	16.0	0.0
MAB21L3	22	29	15.75	0.0
AC007743.1	77	100	15.523351648351646	0.0
GGTLC1	14	25	15.222222222222223	0.0
KDM3B	5	15	15.0	0.0
C1orf51	5	15	15.0	0.0
RP11-87E22.2	7	15	15.0	0.0
SAFB	6	15	14.399999999999999	0.0
PEAK1	14	16	13.916666666666666	0.0
MROH2B	6	13	13.0	0.0
MT-TL1	11	13	13.0	0.0
DIAPH2	7	13	13.0	0.0
C12orf50	11	14	13.0	0.0
ASTN2	11	13	13.0	0.0
TTN	9	12	13.0	0.0
RP11-727A23.10	11	13	13.0	0.0
TTI2	10	13	13.0	0.0
ARHGAP39	4	13	13.0	0.0
NFRKB	6	13	13.0	0.0
AC092415.1	17	24	12.733333333333333	0.0
LINC00620	11	16	12.5	0.0
RP1-78O14.1	17	19	12.333333333333334	0.0
AP000354.4	16	37	12.032407407407405	0.0
RP11-752L20.5	9	12	12.0	0.0
TPH1	3	12	12.0	0.0
RP11-24J23.2	11	13	12.0	0.0
RP11-1060J15.4	7	11	12.0	0.0
TEX2	10	12	12.0	0.0
ZNF792	3	12	12.0	0.0
DNMT3A	5	12	11.999999999999996	0.0
MTND1P23	21	25	11.833333333333332	0.0
RP11-321L2.2	10	13	11.576923076923077	0.0
MT-TE	9	11	11.0	0.0
C2CD3	6	10	11.0	0.0
PI4K2A	3	11	11.0	0.0
OR1N1	5	17	11.0	0.0
RTN3	3	12	10.909090909090907	0.0
RP11-256I9.2	12	12	10.5	0.0
ESRG	12	14	10.5	0.0
NAV3	15	19	10.333333333333334	0.0
RP11-112N13.1	10	12	10.166666666666666	0.0
DNAJC11	1	10	10.0	0.0
RP11-281P23.1	9	10	10.0	0.0
LRRC8A	5	10	10.0	0.0
MYO1F	3	10	10.0	0.0
ANKRD26	5	10	10.0	0.0
MINK1	3	10	10.0	0.0
LIMA1	5	10	10.0	0.0
MKI67	7	10	9.999999999999998	0.0
NFAT5	3	11	9.75	0.0
RP11-691G17.1	10	11	9.333333333333332	0.0
TMEM212	8	11	9.166666666666668	0.0
ZNF859P	3	9	9.0	0.0
ECD	2	9	9.0	0.0
EHMT1	2	8	9.0	0.0
MUC16	7	9	9.0	0.0
LDB3	5	9	9.0	0.0
RP11-78H18.2	4	9	9.0	0.0
CTB-151G24.1	13	14	9.0	0.0
GPR18	4	9	8.999999999999998	0.0
RP11-703G6.1	26	39	8.972222222222221	0.0
ATP9B	13	16	8.953846153846156	0.0
TFPI	9	12	8.9	0.0
RP11-314D7.2	14	17	8.833333333333334	0.0
C12orf76	3	7	8.833333333333332	0.0
ERVW-1	5	7	8.75	0.0
NME7	12	14	8.7	0.0
CASP8AP2	2	9	8.5	0.0
AP000476.1	8	12	8.5	0.0
CHRNA5	4	9	8.5	0.0
ODF2L	7	9	8.333333333333334	0.0
PPIP5K2	10	10	8.333333333333334	0.0
GPR75-ASB3	14	16	8.333333333333332	0.0
WDPCP	13	14	8.116666666666667	0.0
GGT2	28	60	8.082936507936509	0.0
TMEM45A	19	27	8.079365079365077	0.0
NBPF1	6	8	8.041666666666668	0.0
MCFD2	9	9	8.000000000000002	0.0
RP11-83A24.2	5	7	8.0	0.0
TPH2	4	8	8.0	0.0
RP5-1011O1.3	5	8	8.0	0.0
MUC3A	7	8	8.0	0.0
ZSWIM3	6	8	8.0	0.0
DNAH10	5	8	8.0	0.0
MT-TQ	7	8	8.0	0.0
UNC80	7	10	8.0	0.0
CTD-2540B15.6	1	8	8.0	0.0
RP11-580J4.1	2	8	8.0	0.0
FCGR2A	6	8	8.0	0.0
FCGR2C	2	8	8.0	0.0
PODXL	3	8	7.999999999999999	0.0
CA1	3	8	7.999999999999997	0.0
RP11-506N2.1	17	20	7.666666666666666	0.0
CFLAR	11	12	7.45	0.0
MAPK13	5	10	7.428571428571429	0.0
TCEANC2	4	8	7.333333333333333	0.0
FRK	6	9	7.333333333333333	0.0
FSIP2	4	5	7.333333333333332	0.0
CYSLTR1	12	14	7.009523809523811	0.0
DNAJC25	7	7	7.0	0.0
RNF6P1	4	7	7.0	0.0
FER	4	7	7.0	0.0
RP11-510I6.2	6	7	7.0	0.0
AC011747.4	6	7	7.0	0.0
RP11-286E11.1	6	8	7.0	0.0
RP5-1070A16.1	5	7	7.0	0.0
CRB1	3	7	7.0	0.0
AL163952.1	8	11	7.0	0.0
CTD-2311B13.7	5	7	7.0	0.0
ENTPD1	5	7	7.0	0.0
AC010967.3	5	7	7.0	0.0
SHROOM3	3	7	7.0	0.0
PIP5K1B	2	7	7.0	0.0
C4orf32	6	7	7.0	0.0
RP11-284J1.1	4	7	7.0	0.0
SCD5	6	8	6.999999999999999	0.0
ACADSB	9	12	6.833333333333334	0.0
AL139147.1	8	8	6.833333333333333	0.0
MTRNR2L8	16	21	6.800000000000001	0.0
AL163953.3	5	7	6.75	0.0
RPL4	5	6	6.652777777777779	0.0
AC092669.3	9	10	6.583333333333333	0.0
LINC00969	3	8	6.500000000000001	0.0
C5orf20	3	13	6.5	0.0
PKD1L2	5	6	6.5	0.0
TIFAB	3	13	6.5	0.0
GCC2	3	5	6.428571428571429	0.0
