GeneSymbol	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
NPTX2	145	5496	5460.333333333331	0.0
TOR3A	96	5314	5314.5	0.0
ZIM2	46	3417	3415.507478632479	0.0
MT-ND6	1674	2874	2445.583333333332	0.0
MT-ND5	1623	2124	1800.0412698412674	0.0
FCGR2A	195	1220	1216.5	0.0
MT-ND2	855	2149	1090.142857142857	0.0
MTND2P28	825	2117	1058.142857142857	0.0
SCARNA15	55	858	858.0	0.0
HMBS	33	850	854.0000000000003	0.0
MT-CYB	684	885	776.9666666666669	0.0
MT-RNR2	625	1024	750.0087301587306	0.0
MT-CO1	758	1469	743.4750000000001	0.0
MT-CO2	415	861	734.5833333333337	0.0
RP11-72I8.1	118	728	728.0	0.0
MT-CO3	541	1268	719.8055555555558	0.0
MT-ND4	755	905	677.4520202020203	0.0
HYLS1	58	653	654.0	0.0
hsa-mir-6723.1	641	1332	636.5250000000004	0.0
RP11-958F21.1	15	567	567.0	0.0
RNFT1	36	642	561.75	0.0
IL12RB2	67	541	541.0000000000005	0.0
RP5-857K21.11	358	1041	503.6388888888886	0.0
TTI2	237	496	503.00000000000006	0.0
TRPS1	39	537	501.33333333333326	0.0
AC073236.3	84	644	470.66666666666686	0.0
SHF	53	467	465.3333333333333	0.0
MT-ND1	383	489	426.83333333333337	0.0
SSBP1	12	426	426.0	0.0
MS4A15	14	408	407.5	0.0
CTD-2366F13.1	13	352	352.0	0.0
MT-TP	195	347	347.0	0.0
MT-TT	141	347	346.3333333333333	0.0
SETP5	42	340	340.0	0.0
ACAD10	20	331	331.5	0.0
MTND6P4	428	697	301.58333333333337	0.0
MT-ND4L	199	310	301.0	0.0
ZNF772	26	331	288.6611111111111	0.0
MT-TE	143	277	277.0	0.0
MTND5P11	447	542	271.96666666666675	0.0
MINK1	22	267	269.0	0.0
TMEM147	12	241	242.00000000000003	0.0
ZNF521	16	252	235.0	0.0
EFCAB11	37	222	225.75	0.0
RP11-473I1.10	65	226	225.05263157894737	0.0
MT-TA	93	224	224.0	0.0
MT-ATP6	290	353	218.9166666666667	0.0
LYPD3	16	208	206.5	0.0
MT-RNR1	146	203	203.0	0.0
C5orf42	10	199	199.00000000000003	0.0
GVQW1	12	191	190.0	0.0
MTND4P12	288	354	185.25757575757575	0.0
PHF14	8	185	185.0	0.0
MYO3B	6	179	179.25	0.0
NFE4	29	511	178.3333333333334	0.0
KCNQ1OT1	253	301	167.8213064713065	0.0
MT-ND3	149	175	166.0	0.0
LAMA4	7	156	156.0	0.0
PIK3CG	5	151	151.0	0.0
AC011525.2	17	149	149.0	0.0
ASAP1	2	145	145.0	0.0
SNX11	18	145	145.0	0.0
MT-TQ	55	143	143.0	0.0
RP11-600F24.7	32	144	142.75	0.0
GPRC5B	32	143	142.5	0.0
AVL9	26	129	135.14285714285714	0.0
RPS28P8	14	133	132.33333333333331	0.0
LAPTM4B	26	130	129.25	0.0
B3GNT2	8	128	128.0	0.0
DGKA	31	121	121.3	0.0
RP11-110H1.8	14	124	121.1	0.0
MTATP6P1	202	247	118.74999999999997	0.0
KTN1	13	115	114.83333333333336	0.0
TUBGCP4	16	104	108.49999999999997	0.0
RAI1	10	114	107.2	0.0
CACNG2	20	107	106.5	0.0
TANGO2	13	103	102.61538461538463	0.0
RP13-726E6.2	15	102	102.0	0.0
TMEM245	26	118	101.0	0.0
ZNF773	25	98	97.99999999999999	0.0
RP5-998N21.7	41	95	95.0	0.0
MT-TL1	69	95	95.0	0.0
HES7	53	94	93.25	0.0
PDE4C	34	92	91.66666666666666	0.0
RP5-857K21.7	155	217	91.08333333333327	0.0
MTND6P3	191	320	90.91666666666663	0.0
RP11-475J5.11	180	306	89.5	0.0
PPP1R12A	7	88	87.95	0.0
C1orf86	21	80	86.99999999999999	0.0
SLC22A8	14	87	86.66666666666667	0.0
AC114730.5	25	86	86.0	0.0
ZNF180	23	116	85.49166666666666	0.0
MT-TS1	30	83	83.0	0.0
ESRG	74	93	81.3424847211612	0.0
TBC1D3P1-DHX40P1	36	642	80.25	0.0
HOXA13	24	80	80.0	0.0
GPR180	10	78	78.0	0.0
GCC2	17	147	77.66190476190476	0.0
RP11-18H21.2	20	77	77.0	0.0
TMEM170B	10	73	73.0	0.0
MTRNR2L8	161	262	72.57777777777781	0.0
TSIX	63	75	72.33333333333334	0.0
GLI2	1	104	72.0	0.0
ARHGEF6	8	70	70.0	0.0
SEMA4D	19	65	69.96739130434783	0.0
UBE2D4	8	73	69.83333333333334	0.0
NOP58	8	68	68.0	0.0
MT-TC	43	68	68.0	0.0
RP11-782C8.2	10	98	67.26666666666667	0.0
FGF8	9	66	66.0	0.0
AC078855.1	20	65	65.0	0.0
AL033403.1	26	249	64.83333333333333	0.0
AL589675.1	26	249	64.83333333333333	0.0
AC008410.1	26	249	64.83333333333333	0.0
GABARAPL1	36	60	63.9285714285714	0.0
MTRNR2L12	155	258	63.64206349206354	0.0
AC093897.1	9	137	63.03333333333333	0.0
