ReferenceID	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
hsa-mir-191:MI0000465:Homo:sapiens:miR-191:stem-loop	8	151	151.0	0.0
hsa-mir-151a:MI0000809:Homo:sapiens:miR-151a:stem-loop	20	106	106.0	0.0
hsa-mir-423:MI0001445:Homo:sapiens:miR-423:stem-loop	26	103	103.0	0.0
hsa-mir-1248:MI0006383:Homo:sapiens:miR-1248:stem-loop	12	92	92.0	0.0
hsa-mir-222:MI0000299:Homo:sapiens:miR-222:stem-loop	17	56	56.0	0.0
hsa-let-7a-3:MI0000062:Homo:sapiens:let-7a-3:stem-loop	18	56	56.0	0.0
hsa-mir-2110:MI0010629:Homo:sapiens:miR-2110:stem-loop	11	39	39.0	0.0
hsa-mir-10a:MI0000266:Homo:sapiens:miR-10a:stem-loop	12	32	32.0	0.0
hsa-mir-182:MI0000272:Homo:sapiens:miR-182:stem-loop	4	31	31.0	0.0
hsa-mir-21:MI0000077:Homo:sapiens:miR-21:stem-loop	6	27	27.0	0.0
hsa-mir-320a:MI0000542:Homo:sapiens:miR-320a:stem-loop	13	26	26.0	0.0
hsa-mir-760:MI0005567:Homo:sapiens:miR-760:stem-loop	5	26	26.0	0.0
hsa-mir-200a:MI0000737:Homo:sapiens:miR-200a:stem-loop	10	25	25.0	0.0
hsa-mir-141:MI0000457:Homo:sapiens:miR-141:stem-loop	5	25	25.0	0.0
hsa-mir-221:MI0000298:Homo:sapiens:miR-221:stem-loop	9	24	24.0	0.0
hsa-mir-140:MI0000456:Homo:sapiens:miR-140:stem-loop	11	23	23.0	0.0
hsa-let-7f-1:MI0000067:Homo:sapiens:let-7f-1:stem-loop	12	22	22.0	0.0
hsa-mir-1247:MI0006382:Homo:sapiens:miR-1247:stem-loop	5	21	21.0	0.0
hsa-mir-26b:MI0000084:Homo:sapiens:miR-26b:stem-loop	4	21	21.0	0.0
hsa-mir-181b-1:MI0000270:Homo:sapiens:miR-181b-1:stem-loop	12	27	20.5	0.0
hsa-mir-425:MI0001448:Homo:sapiens:miR-425:stem-loop	10	18	18.0	0.0
hsa-mir-3138:MI0014161:Homo:sapiens:miR-3138:stem-loop	7	16	16.0	0.0
hsa-mir-106b:MI0000734:Homo:sapiens:miR-106b:stem-loop	5	15	15.0	0.0
hsa-mir-6723:MI0022558:Homo:sapiens:miR-6723:stem-loop	6	15	15.0	0.0
hsa-mir-200b:MI0000342:Homo:sapiens:miR-200b:stem-loop	5	15	15.0	0.0
hsa-mir-4461:MI0016807:Homo:sapiens:miR-4461:stem-loop	5	14	14.0	0.0
hsa-mir-142:MI0000458:Homo:sapiens:miR-142:stem-loop	3	14	14.0	0.0
hsa-mir-452:MI0001733:Homo:sapiens:miR-452:stem-loop	3	14	14.0	0.0
hsa-mir-30d:MI0000255:Homo:sapiens:miR-30d:stem-loop	5	12	12.0	0.0
hsa-mir-96:MI0000098:Homo:sapiens:miR-96:stem-loop	3	12	12.0	0.0
hsa-mir-1292:MI0006433:Homo:sapiens:miR-1292:stem-loop	3	12	12.0	0.0
hsa-mir-192:MI0000234:Homo:sapiens:miR-192:stem-loop	5	11	11.0	0.0
hsa-mir-1291:MI0006353:Homo:sapiens:miR-1291:stem-loop	5	11	11.0	0.0
hsa-mir-1255a:MI0006389:Homo:sapiens:miR-1255a:stem-loop	6	11	11.0	0.0
