GeneSymbol	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
MT-ND5	743	2066	1799.8527777777774	0.0
MT-ND4	440	1292	998.1111111111114	0.0
MT-CO1	332	881	539.9666666666665	0.0
MT-TQ	85	519	519.0	0.0
MT-CYB	191	504	487.24999999999994	0.0
MT-RNR2	249	658	477.7095238095238	0.0
MT-CO3	217	606	459.4111111111111	0.0
MT-CO2	180	479	314.08333333333326	0.0
MTND5P11	195	525	282.4083333333333	0.0
MTND4P12	163	497	245.00000000000003	0.0
TBC1D8B	201	788	240.67142857142866	0.0
SLC38A6	162	724	228.89166666666682	0.0
RP11-259O2.3	162	724	228.89166666666682	0.0
hsa-mir-6723.1	207	541	221.80000000000007	0.0
MT-ND1	102	265	220.50000000000003	0.0
MT-TA	61	208	208.0	0.0
MT-ND3	78	212	196.5	0.0
MT-ATP6	105	290	185.0	0.0
MT-RNR1	72	175	175.0	0.0
MT-ND4L	61	174	170.0	0.0
AC010970.2	53	153	153.0	0.0
MT-ND2	89	226	149.46666666666667	0.0
MT-ND6	70	152	138.0	0.0
TMEM132D	6	117	117.0	0.0
RP5-857K21.11	91	240	110.11111111111111	0.0
RP1-140C12.2	8	105	105.0	0.0
RP5-857K21.7	102	270	104.58333333333331	0.0
GGT1	54	184	104.04952265930528	0.0
MTATP6P1	74	199	99.16666666666667	0.0
TP53BP1	27	80	80.0	0.0
MT-TL1	30	74	74.0	0.0
SET	19	69	69.0	0.0
MTND2P28	53	144	67.46666666666667	0.0
KCNQ1OT1	61	178	65.86785714285715	0.0
HSPA8P20	20	64	62.0	0.0
RP11-346D14.1	41	116	60.392857142857146	0.0
RP11-617J18.1	6	60	60.0	0.0
TOR3A	4	59	58.999999999999986	0.0
LINC00174	16	53	53.0	0.0
GGTLC1	23	92	52.888888888888886	0.0
NBPF1	14	50	50.0	0.0
CCR8	6	50	49.99999999999999	0.0
DNAH9	12	46	46.0	0.0
FRS3	9	45	45.0	0.0
RP11-475J5.4	51	129	43.08333333333333	0.0
MT-TP	17	43	43.0	0.0
RBBP7	5	42	42.0	0.0
RP11-475J5.6	31	102	40.111111111111114	0.0
MTND4P24	34	101	38.833333333333336	0.0
MTRNR2L12	54	129	37.50952380952383	0.0
CTD-2328D6.1	11	36	36.0	0.0
MTRNR2L8	55	129	35.94285714285715	0.0
RPAP2	28	52	35.75	0.0
MT-TE	16	35	35.0	0.0
RP11-87E22.2	5	35	35.0	0.0
MTND1P23	30	74	34.666666666666664	0.0
RPA1	10	34	34.00000000000001	0.0
HYLS1	9	33	33.0	0.0
SLC12A9	8	23	30.0	0.0
KIAA1328	24	78	28.89285714285714	0.0
TMEM132A	13	29	28.500000000000004	0.0
CTD-3247F14.2	11	28	28.0	0.0
ESRG	11	38	27.758823529411764	0.0
AP000354.4	40	138	27.587962962962965	0.0
MT-TS1	12	27	27.0	0.0
AL450307.1	11	27	27.0	0.0
LRRC8A	12	27	26.999999999999993	0.0
RP11-320M16.1	30	79	26.41666666666667	0.0
OACYLP	9	26	26.0	0.0
MTND5P10	23	63	25.749999999999996	0.0
RP11-797H7.1	11	34	25.5	0.0
RP11-142G1.3	38	95	25.10833333333333	0.0
ABCA2	6	25	25.0	0.0
HHLA1	14	33	24.11111111111111	0.0
CCDC113	13	24	24.0	0.0
AC006129.4	4	24	24.0	0.0
GPR18	8	24	23.999999999999996	0.0
MIPOL1	31	73	23.851190476190478	0.0
GGT2	53	183	23.780659075224303	0.0
ADAMTSL3	18	60	23.14285714285714	0.0
TBC1D8	10	23	23.0	0.0
RP11-750B16.1	21	68	22.666666666666664	0.0
CDHR3	7	21	22.33333333333333	0.0
AP000662.4	3	35	22.321428571428573	0.0
STARD9	8	22	22.0	0.0
MLXIP	3	22	22.0	0.0
LUZP2	4	22	22.0	0.0
KCNJ2	8	22	22.0	0.0
NCOR1	5	13	22.0	0.0
RP11-37O16.3	9	23	21.833333333333332	0.0
MINK1	7	21	21.0	0.0
MTRNR2L4	17	46	20.116666666666667	0.0
SLC6A19	9	20	20.0	0.0
PALMD	2	20	20.0	0.0
RP11-299J3.6	17	44	19.3	0.0
WDR5B	17	44	19.3	0.0
RP11-475J5.5	25	79	19.233333333333334	0.0
LINC00265	6	24	19.2	0.0
MAP7D1	9	19	19.0	0.0
AC092669.3	6	19	19.0	0.0
THOC5	8	20	18.666666666666668	0.0
NEDD4	39	68	18.492857142857144	0.0
MTRNR2L11	9	41	18.476190476190474	0.0
RP11-474J18.1	23	77	18.4	0.0
MTRNR2L1	20	61	18.25952380952381	0.0
RP11-380M21.2	17	55	18.25	0.0
DNAH10	4	18	18.0	0.0
PKD1L1	8	18	18.0	0.0
RP11-501E14.1	7	18	18.0	0.0
REXO1L1	5	18	18.0	0.0
ZNF233	3	14	17.5	0.0
PANK2	3	17	17.0	0.0
ZNF616	4	17	17.0	0.0
RP11-727A23.10	3	17	17.0	0.0
MUC6	10	17	17.0	0.0
MAPK10	5	12	17.0	0.0
MTRNR2L2	28	70	16.84285714285714	0.0
RP11-545I5.3	39	69	16.779761904761898	0.0
RP11-352E6.2	20	50	16.777777777777775	0.0
AC073236.3	8	18	16.666666666666668	0.0
BLOC1S6	6	14	16.433333333333334	0.0
RP11-510M2.2	2	16	16.0	0.0
CTB-36O1.3	10	31	16.0	0.0
ADAM32	3	16	16.0	0.0
FAM83F	5	16	16.0	0.0
MTRNR2L10	26	55	15.95	0.0
GGT3P	53	183	15.853772716816202	0.0
GGTLC3	53	183	15.853772716816202	0.0
C5orf20	4	31	15.5	0.0
TIFAB	4	31	15.5	0.0
RP11-703G6.1	14	43	15.482142857142858	0.0
LINC00910	6	13	15.25	0.0
TXNL1	4	9	15.000000000000002	0.0
SLC35G1	3	15	15.0	0.0
SPATS2	1	10	15.0	0.0
POLR3D	1	15	15.0	0.0
RP11-382J12.1	10	15	15.0	0.0
RP11-677M14.7	5	15	15.0	0.0
TUBB1	7	15	15.0	0.0
PKD1	6	15	15.0	0.0
NNAT	2	15	15.0	0.0
GGTLC2	35	124	14.937801932367154	0.0
CYP2E1	7	17	14.5	0.0
AC072062.1	10	15	14.5	0.0
SOD2	10	18	14.166666666666668	0.0
RFX2	6	14	14.000000000000005	0.0
TPH2	4	11	14.0	0.0
UTP6	4	10	14.0	0.0
WHAMMP3	4	14	14.0	0.0
CDHR2	12	14	14.0	0.0
TECTB	5	14	14.0	0.0
PSMD8	5	14	14.0	0.0
ANKRD26	3	14	14.0	0.0
MT-TT	4	14	14.0	0.0
AC005062.2	3	15	14.0	0.0
TTC39C	3	14	14.0	0.0
IL1RAPL1	9	14	14.0	0.0
TUBGCP3	2	14	14.0	0.0
FCGR2A	4	14	14.0	0.0
RP11-298D21.1	7	14	14.0	0.0
WDR90	4	15	13.5	0.0
AK1	4	16	13.5	0.0
AC015871.1	3	14	13.5	0.0
TPTEP1	7	20	13.487675070028011	0.0
DNMT3A	3	13	13.000000000000002	0.0
A3GALT2	4	13	13.0	0.0
RP11-640M9.2	4	13	13.0	0.0
TMEM198	2	13	13.0	0.0
RAB32	6	23	13.0	0.0
LPAR5	4	13	13.0	0.0
STX1B	1	13	13.0	0.0
C1orf216	5	13	13.0	0.0
CTD-2311B13.7	4	13	13.0	0.0
BAALC	7	13	13.0	0.0
RP11-9G1.3	1	13	13.0	0.0
DPYD-IT1	2	13	13.0	0.0
RP11-1060J15.4	3	7	13.0	0.0
LINC00620	2	13	13.0	0.0
AL590867.1	38	61	12.803571428571427	0.0
USB1	4	13	12.8	0.0
ALG14	8	13	12.666666666666666	0.0
RP11-60A8.1	7	19	12.666666666666666	0.0
ZNF527	3	11	12.5	0.0
FOXK1	4	13	12.2	0.0
MT-ATP8	10	26	12.166666666666666	0.0
CTCFL	3	12	12.0	0.0
PBRM1	3	12	12.0	0.0
CCDC157	3	12	12.0	0.0
RXRG	5	12	12.0	0.0
ART1	7	12	12.0	0.0
RP11-538D16.2	6	23	12.0	0.0
LBR	5	12	12.0	0.0
SEL1L	3	11	12.0	0.0
FOXP4	2	10	12.0	0.0
UPK1B	4	12	12.0	0.0
MT-TW	4	12	12.0	0.0
TCF4	1	18	12.0	0.0
KLHL18	5	12	12.0	0.0
TTI2	4	12	12.0	0.0
XKR9	4	12	12.0	0.0
YY1AP1	1	12	12.0	0.0
RPS6KB2	2	12	12.0	0.0
TUBGCP4	9	12	12.0	0.0
CTDSPL2	6	12	11.999999999999998	0.0
RP11-10B2.1	18	34	11.816666666666665	0.0
NTAN1	2	8	11.533333333333335	0.0
KPNB1	1	10	11.5	0.0
SFMBT2	5	14	11.033333333333333	0.0
CA1	3	11	11.000000000000002	0.0
STARD8	6	11	11.0	0.0
HMBS	5	11	11.0	0.0
LETM1	3	11	11.0	0.0
RP11-244F12.3	2	11	11.0	0.0
KRT17P1	3	11	11.0	0.0
ODF2	5	11	11.0	0.0
CRB1	5	11	11.0	0.0
NT5DC3	2	10	11.0	0.0
GBF1	3	11	11.0	0.0
HLA-V	2	11	11.0	0.0
RNASEH2A	2	11	11.0	0.0
UCA1	2	11	11.0	0.0
PTPN13	1	11	11.0	0.0
PGM5	2	11	11.0	0.0
CTB-102L5.7	1	11	11.0	0.0
APBA1	5	11	11.0	0.0
DACH2	6	11	11.0	0.0
AVPR1B	5	11	11.0	0.0
GPR112	5	11	11.0	0.0
TEX2	6	11	11.0	0.0
ZNF799	2	11	11.0	0.0
CTB-36O1.7	7	18	10.866666666666667	0.0
OLR1	6	13	10.75	0.0
CTB-175P5.4	3	12	10.666666666666666	0.0
SUGT1	3	11	10.5	0.0
LINC00504	13	17	10.285714285714285	0.0
FAM228B	8	33	10.285714285714285	0.0
MORC4	38	64	10.279761904761905	0.0
