ReferenceID	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
hsa-miR-320a:MIMAT0000510:Homo:sapiens:miR-320a	431	32780	28326.25	0.0
hsa-miR-92a-3p:MIMAT0000092:Homo:sapiens:miR-92a-3p	199	24067	24067.0	0.0
hsa-miR-191-5p:MIMAT0000440:Homo:sapiens:miR-191-5p	289	19740	19740.0	0.0
hsa-miR-24-3p:MIMAT0000080:Homo:sapiens:miR-24-3p	160	18600	18600.0	0.0
hsa-miR-200b-3p:MIMAT0000318:Homo:sapiens:miR-200b-3p	280	14669	14667.5	0.0
hsa-miR-21-5p:MIMAT0000076:Homo:sapiens:miR-21-5p	205	14242	14242.0	0.0
hsa-let-7a-5p:MIMAT0000062:Homo:sapiens:let-7a-5p	158	12948	12733.0	0.0
hsa-miR-200c-3p:MIMAT0000617:Homo:sapiens:miR-200c-3p	191	10881	10879.5	0.0
hsa-miR-423-5p:MIMAT0004748:Homo:sapiens:miR-423-5p	151	10190	10190.0	0.0
hsa-let-7b-5p:MIMAT0000063:Homo:sapiens:let-7b-5p	193	9275	9275.0	0.0
hsa-miR-30d-5p:MIMAT0000245:Homo:sapiens:miR-30d-5p	190	7843	7841.5	0.0
hsa-miR-10a-5p:MIMAT0000253:Homo:sapiens:miR-10a-5p	319	6686	6686.0	0.0
hsa-miR-128-3p:MIMAT0000424:Homo:sapiens:miR-128-3p	145	6403	6403.0	0.0
hsa-miR-183-5p:MIMAT0000261:Homo:sapiens:miR-183-5p	178	6257	6257.0	0.0
hsa-miR-148a-3p:MIMAT0000243:Homo:sapiens:miR-148a-3p	95	6080	6080.0	0.0
hsa-miR-1246:MIMAT0005898:Homo:sapiens:miR-1246	98	5840	5839.5	0.0
hsa-let-7f-5p:MIMAT0000067:Homo:sapiens:let-7f-5p	112	5498	5498.0	0.0
hsa-miR-378a-3p:MIMAT0000732:Homo:sapiens:miR-378a-3p	138	5452	5385.833333333332	0.0
hsa-miR-192-5p:MIMAT0000222:Homo:sapiens:miR-192-5p	166	5042	5002.0	0.0
hsa-miR-22-3p:MIMAT0000077:Homo:sapiens:miR-22-3p	80	4890	4890.0	0.0
hsa-miR-182-5p:MIMAT0000259:Homo:sapiens:miR-182-5p	152	4292	4292.0	0.0
hsa-miR-320b:MIMAT0005792:Homo:sapiens:miR-320b	149	8159	3712.25	0.0
hsa-miR-26a-5p:MIMAT0000082:Homo:sapiens:miR-26a-5p	77	3683	3683.0	0.0
hsa-miR-151a-3p:MIMAT0000757:Homo:sapiens:miR-151a-3p	166	3668	3668.0	0.0
hsa-miR-25-3p:MIMAT0000081:Homo:sapiens:miR-25-3p	104	3341	3341.0	0.0
hsa-miR-10a-3p:MIMAT0004555:Homo:sapiens:miR-10a-3p	94	3316	3316.0	0.0
hsa-miR-375:MIMAT0000728:Homo:sapiens:miR-375	115	2917	2917.0	0.0
hsa-miR-1307-3p:MIMAT0005951:Homo:sapiens:miR-1307-3p	157	2470	2470.0	0.0
hsa-let-7g-5p:MIMAT0000414:Homo:sapiens:let-7g-5p	70	2293	2292.5	0.0
hsa-miR-423-3p:MIMAT0001340:Homo:sapiens:miR-423-3p	133	2142	2142.0	0.0
hsa-miR-532-5p:MIMAT0002888:Homo:sapiens:miR-532-5p	79	2062	2062.0	0.0
hsa-miR-140-3p:MIMAT0004597:Homo:sapiens:miR-140-3p	124	1976	1976.0	0.0
hsa-miR-320c:MIMAT0005793:Homo:sapiens:miR-320c	98	3892	1879.55	0.0
hsa-miR-27b-3p:MIMAT0000419:Homo:sapiens:miR-27b-3p	63	1716	1669.0	0.0
hsa-let-7d-5p:MIMAT0000065:Homo:sapiens:let-7d-5p	82	1548	1497.0	0.0
hsa-miR-203a-3p:MIMAT0000264:Homo:sapiens:miR-203a-3p	75	1417	1417.0	0.0
hsa-miR-92b-3p:MIMAT0003218:Homo:sapiens:miR-92b-3p	68	1388	1388.0	0.0
hsa-miR-200a-5p:MIMAT0001620:Homo:sapiens:miR-200a-5p	81	1343	1343.0	0.0
hsa-miR-425-5p:MIMAT0003393:Homo:sapiens:miR-425-5p	123	1341	1341.0	0.0
hsa-miR-7-5p:MIMAT0000252:Homo:sapiens:miR-7-5p	56	1268	1268.0	0.0
hsa-let-7i-5p:MIMAT0000415:Homo:sapiens:let-7i-5p	64	1249	1248.5	0.0
hsa-miR-28-3p:MIMAT0004502:Homo:sapiens:miR-28-3p	78	1221	1221.0	0.0
hsa-miR-429:MIMAT0001536:Homo:sapiens:miR-429	58	1187	1187.0	0.0
hsa-miR-27a-3p:MIMAT0000084:Homo:sapiens:miR-27a-3p	48	1185	1138.0	0.0
hsa-miR-625-3p:MIMAT0004808:Homo:sapiens:miR-625-3p	84	1118	1118.0	0.0
hsa-miR-7706:MIMAT0030021:Homo:sapiens:miR-7706	52	1090	1090.0	0.0
hsa-miR-629-5p:MIMAT0004810:Homo:sapiens:miR-629-5p	55	1023	1023.0	0.0
hsa-miR-200a-3p:MIMAT0000682:Homo:sapiens:miR-200a-3p	51	924	924.0	0.0
hsa-miR-330-3p:MIMAT0000751:Homo:sapiens:miR-330-3p	78	869	869.0	0.0
hsa-miR-1180-3p:MIMAT0005825:Homo:sapiens:miR-1180-3p	51	856	856.0	0.0
hsa-miR-222-3p:MIMAT0000279:Homo:sapiens:miR-222-3p	72	692	692.0	0.0
hsa-miR-93-5p:MIMAT0000093:Homo:sapiens:miR-93-5p	37	685	685.0	0.0
hsa-miR-3615:MIMAT0017994:Homo:sapiens:miR-3615	49	665	665.0	0.0
hsa-let-7d-3p:MIMAT0004484:Homo:sapiens:let-7d-3p	45	588	588.0	0.0
hsa-miR-320d:MIMAT0006764:Homo:sapiens:miR-320d	34	1781	554.0500000000001	0.0
hsa-miR-103a-3p:MIMAT0000101:Homo:sapiens:miR-103a-3p	54	603	552.5	0.0
hsa-miR-224-5p:MIMAT0000281:Homo:sapiens:miR-224-5p	45	537	537.0	0.0
hsa-miR-221-3p:MIMAT0000278:Homo:sapiens:miR-221-3p	45	508	508.0	0.0
hsa-miR-16-2-3p:MIMAT0004518:Homo:sapiens:miR-16-2-3p	44	473	473.0	0.0
hsa-miR-23a-3p:MIMAT0000078:Homo:sapiens:miR-23a-3p	35	433	430.0	0.0
hsa-miR-20a-5p:MIMAT0000075:Homo:sapiens:miR-20a-5p	21	428	426.5	0.0
hsa-miR-4326:MIMAT0016888:Homo:sapiens:miR-4326	29	409	409.0	0.0
hsa-miR-744-5p:MIMAT0004945:Homo:sapiens:miR-744-5p	37	399	399.0	0.0
hsa-miR-196a-5p:MIMAT0000226:Homo:sapiens:miR-196a-5p	34	365	365.0	0.0
hsa-miR-941:MIMAT0004984:Homo:sapiens:miR-941	22	354	354.0	0.0
hsa-miR-345-5p:MIMAT0000772:Homo:sapiens:miR-345-5p	26	335	335.0	0.0
hsa-miR-181b-5p:MIMAT0000257:Homo:sapiens:miR-181b-5p	50	333	333.0	0.0
hsa-miR-339-5p:MIMAT0000764:Homo:sapiens:miR-339-5p	36	320	320.0	0.0
hsa-miR-372-3p:MIMAT0000724:Homo:sapiens:miR-372-3p	30	312	312.0	0.0
hsa-let-7a-3p:MIMAT0004481:Homo:sapiens:let-7a-3p	37	305	304.0	0.0
hsa-miR-181a-5p:MIMAT0000256:Homo:sapiens:miR-181a-5p	31	298	298.0	0.0
hsa-miR-200b-5p:MIMAT0004571:Homo:sapiens:miR-200b-5p	34	297	297.0	0.0
hsa-miR-361-3p:MIMAT0004682:Homo:sapiens:miR-361-3p	30	287	287.0	0.0
hsa-miR-484:MIMAT0002174:Homo:sapiens:miR-484	34	249	249.0	0.0
hsa-miR-30c-5p:MIMAT0000244:Homo:sapiens:miR-30c-5p	25	244	244.0	0.0
hsa-miR-215-5p:MIMAT0000272:Homo:sapiens:miR-215-5p	32	275	235.0	0.0
hsa-miR-339-3p:MIMAT0004702:Homo:sapiens:miR-339-3p	28	225	225.0	0.0
hsa-miR-760:MIMAT0004957:Homo:sapiens:miR-760	24	219	219.0	0.0
