depth	level	ID	parentID	name	readCount_direct	readCount_inherited
0	no rank	1	-1	root	0	455623
1	superkingdom	10239	1	Viruses	0	31
2	no rank	35237	10239	dsDNA viruses, no RNA stage	0	23
3	family	10508	35237	Adenoviridae	0	9
4	genus	10552	10508	Aviadenovirus	0	9
5	species	1146875	10552	Turkey aviadenovirus B	0	9
6	no rank	878329	1146875	Turkey adenovirus 1	9	0
3	order	28883	35237	Caudovirales	0	14
4	family	10662	28883	Myoviridae	0	14
5	no rank	196896	10662	unclassified Myoviridae	0	9
6	species	1204528	196896	Salmonella phage SKML-39	9	0
5	subfamily	1198136	10662	Tevenvirinae	0	5
6	genus	10663	1198136	T4likevirus	0	5
7	no rank	329380	10663	unclassified T4-like viruses	1	4
8	species	760939	329380	Acinetobacter phage Acj9	4	0
2	no rank	439488	10239	ssRNA viruses	0	8
3	no rank	35278	439488	ssRNA positive-strand viruses, no DNA stage	0	8
4	order	675063	35278	Tymovirales	0	8
5	family	675068	675063	Betaflexiviridae	0	8
6	genus	12163	675068	Carlavirus	0	8
7	species	1177630	12163	American hop latent virus	8	0
1	no rank	131567	1	cellular organisms	197777	257815
2	superkingdom	2	131567	Bacteria	11862	66382
3	phylum	1117	2	Cyanobacteria	503	1548
4	order	1161	1117	Nostocales	6	174
5	family	1162	1161	Nostocaceae	17	81
6	genus	1163	1162	Anabaena	0	23
7	species	46234	1163	Anabaena sp. 90	23	0
6	genus	1177	1162	Nostoc	0	27
7	species	28072	1177	Nostoc sp. PCC 7524	9	0
7	species	103690	1177	Nostoc sp. PCC 7120	12	0
7	species	272131	1177	Nostoc punctiforme	0	6
8	no rank	63737	272131	Nostoc punctiforme PCC 73102	6	0
6	genus	56106	1162	Cylindrospermum	0	5
7	species	142864	56106	Cylindrospermum stagnale	0	5
8	no rank	56107	142864	Cylindrospermum stagnale PCC 7417	5	0
6	genus	77021	1162	Cylindrospermopsis	0	4
7	species	77022	77021	Cylindrospermopsis raciborskii	0	4
8	no rank	533240	77022	Cylindrospermopsis raciborskii CS-505	4	0
6	genus	98443	1162	Richelia	0	15
7	species	1164990	98443	Richelia intracellularis	15	0
6	genus	159191	1162	Nodularia	0	7
7	species	70799	159191	Nodularia spumigena	0	7
8	no rank	313624	70799	Nodularia spumigena CCY9414	7	0
5	family	1185	1161	Rivulariaceae	0	76
6	genus	1186	1185	Calothrix	2	48
7	species	32054	1186	Calothrix parietina	0	28
8	no rank	1170562	32054	Calothrix sp. PCC 6303	28	0
7	species	99598	1186	Calothrix sp. PCC 7507	6	0
7	species	1337936	1186	Calothrix sp. 336/3	14	0
6	genus	373984	1185	Rivularia	0	26
7	species	373994	373984	Rivularia sp. PCC 7116	26	0
4	order	1189	1117	Stigonematales	0	4
5	genus	1190	1189	Fischerella	0	4
6	species	741277	1190	Fischerella sp. JSC-11	4	0
4	order	1212	1117	Prochlorales	0	7
5	family	1217	1212	Prochlorococcaceae	0	7
6	genus	1218	1217	Prochlorococcus	0	7
7	species	1219	1218	Prochlorococcus marinus	5	2
4	order	52604	1117	Pleurocapsales	1	18
5	genus	52607	52604	Xenococcus	0	7
6	species	102125	52607	Xenococcus sp. PCC 7305	7	0
5	genus	54298	52604	Chroococcidiopsis	0	4
6	species	54299	54298	Chroococcidiopsis thermalis	0	4
7	no rank	251229	54299	Chroococcidiopsis thermalis PCC 7203	4	0
5	genus	102115	52604	Stanieria	0	7
6	species	102116	102115	Stanieria cyanosphaera	0	7
7	no rank	111780	102116	Stanieria cyanosphaera PCC 7437	7	0
4	class	307596	1117	Gloeobacteria	0	46
5	order	307595	307596	Gloeobacterales	0	46
6	genus	33071	307595	Gloeobacter	2	44
7	species	33072	33071	Gloeobacter violaceus	0	38
8	no rank	251221	33072	Gloeobacter violaceus PCC 7421	38	0
7	species	1416614	33071	Gloeobacter kilaueensis	0	6
8	no rank	1183438	1416614	Gloeobacter kilaueensis JS1	6	0
4	subclass	1301283	1117	Oscillatoriophycideae	229	1063
5	order	1118	1301283	Chroococcales	71	439
6	genus	1125	1118	Microcystis	9	3
7	species	1126	1125	Microcystis aeruginosa	3	0
6	genus	1129	1118	Synechococcus	12	114
7	species	32046	1129	Synechococcus elongatus	10	0
7	species	32049	1129	Synechococcus sp. PCC 7002	7	0
7	species	64471	1129	Synechococcus sp. CC9311	4	0
7	species	69042	1129	Synechococcus sp. WH 5701	64	0
7	species	91464	1129	Synechococcus sp. PCC 7335	12	0
7	species	166314	1129	Synechococcus sp. WH 8109	4	0
7	species	221360	1129	Synechococcus sp. RS9917	6	0
7	species	321327	1129	Synechococcus sp. JA-3-3Ab	4	0
7	species	1280380	1129	Synechococcus sp. KORDI-100	3	0
6	genus	1142	1118	Synechocystis	5	1
6	genus	13034	1118	Dactylococcopsis	0	4
7	species	292566	13034	Dactylococcopsis salina	0	4
8	no rank	13035	292566	Dactylococcopsis salina PCC 8305	4	0
6	genus	43988	1118	Cyanothece	5	66
7	species	65393	43988	Cyanothece sp. PCC 7424	5	0
7	species	391612	43988	Cyanothece sp. CCY0110	9	0
7	species	395961	43988	Cyanothece sp. PCC 7425	47	0
