GeneSymbol	uniqueReadCount	totalReadCount	multimapAdjustedReadCount	multimapAdjustedBarcodeCount
CDK5RAP2	612	201345	201292.9508158507	0.0
HIF1AN	111	14592	14334.083333333334	0.0
HMCN2	77	1694	847.0	0.0
AL354898.1	77	1694	847.0	0.0
RP11-677M14.7	27	624	624.0	0.0
HOXC8	16	449	448.5	0.0
ESYT3	23	388	388.0	0.0
CYB5R4	8	348	348.0	0.0
CLDN2	36	347	262.8346320346319	0.0
DPH6	21	524	248.5	0.0
PAX6	28	364	243.0	0.0
PGRMC2	11	225	226.79999999999998	0.0
TMEM104	10	199	199.0	0.0
ZBP1	25	186	186.0	0.0
PRR15	6	180	178.5	0.0
TMEM170A	4	292	175.20000000000002	0.0
AC010970.2	93	173	172.5	0.0
ALB	2	155	155.00000000000003	0.0
Y_RNA.409	18	304	154.16666666666669	0.0
RP11-347C18.3	4	153	153.0	0.0
Y_RNA.395	15	299	149.16666666666669	0.0
USP41	40	150	148.2500000000001	0.0
EHBP1L1	12	136	132.8	0.0
LRIG1	8	126	126.0	0.0
TMEM200C	22	133	122.33333333333333	0.0
CTD-2328D6.1	85	118	111.12500000000001	0.0
RP11-561I11.4	9	110	110.0	0.0
Y_RNA.802	4	106	106.0	0.0
WWP1	7	105	105.0	0.0
SPG7	14	101	100.5	0.0
COPA	9	93	93.0	0.0
RNA5SP449	33	180	91.33333333333333	0.0
PRED60	6	90	90.0	0.0
RP11-2H8.3	31	177	88.33333333333333	0.0
EXT1	5	215	83.0	0.0
KTN1-AS1	11	83	83.0	0.0
RP11-65L3.2	12	84	81.75	0.0
ARHGEF11	19	79	78.5	0.0
SAMD3	8	76	77.0	0.0
RASGEF1B	10	309	74.80000000000001	0.0
SNX27	27	72	71.375	0.0
CREBRF	11	71	70.0	0.0
CD320	16	63	63.0	0.0
TRAPPC9	5	60	60.0	0.0
TSPAN12	4	292	58.400000000000006	0.0
NDE1	8	57	58.0	0.0
ADAP1	43	68	57.733333333333334	0.0
RP5-1107A17.4	8	54	54.0	0.0
TOR3A	6	52	52.0	0.0
DNAH3	8	51	49.8	0.0
TAF8	16	49	49.0	0.0
BTNL9	8	48	48.0	0.0
ZXDB	4	45	45.0	0.0
CRTC3	14	45	44.0	0.0
FOXO1	24	43	42.25	0.0
SOD2	30	44	42.0	0.0
RBBP7	5	25	42.0	0.0
RAN	7	51	41.33333333333333	0.0
RIMS1	13	43	41.0	0.0
VPS13A	7	45	41.0	0.0
RMST	14	74	40.83333333333333	0.0
SNX18	5	42	40.5	0.0
SRRM2	3	75	39.5	0.0
KANSL2	17	40	39.0	0.0
C5orf63	6	37	37.0	0.0
SAMD9L	8	37	37.0	0.0
RP11-38O23.4	20	36	36.0	0.0
NUAK1	5	36	36.0	0.0
CEP170B	7	35	35.0	0.0
MT-ND5	32	38	34.5	0.0
FIS1	20	37	34.43030303030303	0.0
CHCHD5	7	37	34.0	0.0
TMSB4XP2	6	34	34.0	0.0
KCNIP3	3	60	32.666666666666664	0.0
MCC	12	32	32.5	0.0
RP11-130F10.1	8	34	31.999999999999996	0.0
CLCN7	7	31	30.58333333333334	0.0
RFX5	4	28	29.999999999999996	0.0
MICU1	3	29	29.0	0.0
PWP2	8	27	28.0	0.0
BTG2	10	28	28.0	0.0
RNF10	11	29	27.71428571428571	0.0
SLC38A6	10	23	27.176190476190477	0.0
INMT	4	27	27.0	0.0
CSNK1D	12	39	26.428571428571434	0.0
RYR3	5	26	26.25	0.0
GRIN2D	17	26	26.0	0.0
MRPS18B	12	26	26.0	0.0
UPK2	4	26	26.0	0.0
SLC36A2	5	25	25.0	0.0
PLAG1	5	25	25.0	0.0
TRABD2A	1	25	25.0	0.0
TEX264	4	25	25.0	0.0
FADS2	7	24	24.8	0.0
SRCIN1	3	24	24.350000000000005	0.0
ZNF616	1	24	24.333333333333336	0.0
PRRG4	10	27	24.0	0.0
ATP8B3	9	24	24.0	0.0
LDB2	6	50	23.633333333333333	0.0
GDF9	7	24	22.92857142857143	0.0
INTU	7	24	22.666666666666668	0.0
TRAF5	16	25	22.583333333333336	0.0
RP4-671G15.2	5	23	22.5	0.0
WDR86	6	22	22.0	0.0
CDK19	16	22	22.0	0.0
RP11-401O9.4	1	22	22.0	0.0
MDM2	12	22	22.0	0.0
BHLHE41	2	22	22.0	0.0
LPHN1	9	22	22.0	0.0
ZNF850	15	24	21.166666666666664	0.0
HUWE1	7	23	21.14285714285714	0.0
MYCNOS	14	17	21.000000000000004	0.0
ALG14	10	21	21.0	0.0
DCDC2B	2	21	21.0	0.0
CSDE1	6	21	21.0	0.0
COL4A3	2	20	21.0	0.0
PPME1	7	21	21.0	0.0
RP11-137H2.6	12	41	20.833333333333332	0.0
MS4A15	4	34	20.5	0.0
DDB1	4	19	20.5	0.0
BOD1	4	20	20.0	0.0
NBEAL1	10	20	20.0	0.0
SNX5	11	40	19.833333333333332	0.0
ZNF506	6	52	19.5	0.0
SCN1A	7	53	19.5	0.0
ERO1L	7	17	19.0	0.0
RRP15	7	19	19.0	0.0
RP11-541P9.3	5	19	19.0	0.0
UBXN2A	2	19	18.666666666666664	0.0
ERICH1	5	19	18.666666666666664	0.0
AP000318.1	18	19	18.333333333333336	0.0
AC007246.3	1	73	18.25	0.0
TCP11L1	1	73	18.25	0.0
HEATR1	4	14	18.0	0.0
CELF1	6	16	18.0	0.0
CCDC90B	4	14	18.0	0.0
ITIH1	2	17	18.0	0.0
C2orf53	4	20	18.0	0.0
ZNF792	9	18	18.0	0.0
KCNQ1OT1	23	30	17.84285714285714	0.0
XRCC5	8	14	17.833333333333332	0.0
RNF11	6	52	17.5	0.0
NEU1	13	30	17.107142857142854	0.0
EPHB4	2	15	17.0	0.0
CTNND2	6	17	17.0	0.0
GLS	3	17	17.0	0.0
PAPOLG	6	17	16.999999999999996	0.0
ATP6AP1	10	19	16.825	0.0
IGF1R	18	20	16.7	0.0
DNAJC14	7	17	16.0	0.0
NTRK2	5	16	16.0	0.0
LGALS3	7	16	16.0	0.0
SPOP	10	20	16.0	0.0
RP11-500C11.3	13	16	16.0	0.0
PPP2R5E	2	15	16.0	0.0
ZNF829	5	15	16.0	0.0
MORC4	10	17	15.372619047619047	0.0
TNPO2	11	15	15.000000000000007	0.0
RP11-686F15.2	2	15	15.0	0.0
LCAT	5	15	15.0	0.0
TKTL1	3	15	15.0	0.0
PPP1R37	3	14	15.0	0.0
PLXNB1	3	15	15.0	0.0
LINC00654	9	15	15.0	0.0
FTLP10	3	15	15.0	0.0
THAP3	10	15	14.5	0.0
NKTR	6	14	14.0	0.0
ZNF148	7	14	14.0	0.0
MYO16	2	14	14.0	0.0
RP11-350J20.9	6	14	14.0	0.0
RNF182	5	14	14.0	0.0
MT-ND4	14	17	14.0	0.0
TEX261	6	14	14.0	0.0
TSPAN31	6	14	14.0	0.0
C6orf62	9	19	13.73611111111111	0.0
CTB-92J24.3	1	27	13.5	0.0
SYT14	2	15	13.125	0.0
EDC3	5	15	13.125	0.0
APH1A	4	13	13.0	0.0
Y_RNA.535	3	13	13.0	0.0
PANK1	8	24	13.0	0.0
IQGAP1	8	24	13.0	0.0
RP4-788P17.1	5	13	13.0	0.0
RP11-120K18.2	5	13	12.333333333333332	0.0
CABP1	5	11	12.0	0.0
PPEF2	1	12	12.0	0.0
HES7	6	12	12.0	0.0
MIR1302-2	7	12	12.0	0.0
KIF13B	4	12	12.0	0.0
RP11-638L3.3	2	12	12.0	0.0
YWHAZ	5	12	12.0	0.0
DIP2C	8	12	12.0	0.0
RP11-1102P16.1	5	11	12.0	0.0
CYP3A7	4	10	12.0	0.0
