depth	level	ID	parentID	name	readCount_direct	readCount_inherited
0	no rank	1	-1	root	367	97353
1	no rank	12908	1	unclassified sequences	0	51
2	no rank	151659	12908	environmental samples	0	51
3	no rank	81490	151659	prokaryotic environmental samples	0	5
4	species	198431	81490	uncultured prokaryote	5	0
3	species	155900	151659	uncultured organism	44	0
1	no rank	131567	1	cellular organisms	654	96648
2	superkingdom	2	131567	Bacteria	766	9274
3	phylum	1117	2	Cyanobacteria	119	43
4	no rank	34079	1117	unclassified Cyanobacteria	10	0
4	no rank	48504	1117	environmental samples	0	16
5	species	1211	48504	uncultured cyanobacterium	15	0
4	subclass	1301283	1117	Oscillatoriophycideae	0	15
5	order	1118	1301283	Chroococcales	0	10
6	genus	1125	1118	Microcystis	0	9
7	species	1126	1125	Microcystis aeruginosa	2	7
8	no rank	285035	1126	Microcystis aeruginosa UTEX 'LB 2385'	0	7
9	no rank	1296356	285035	Microcystis aeruginosa CCAP 1450/12	7	0
5	order	1150	1301283	Oscillatoriales	3	2
3	phylum	1224	2	Proteobacteria	688	5085
4	class	1236	1224	Gammaproteobacteria	85	552
5	no rank	50423	1236	environmental samples	0	6
6	species	86473	50423	uncultured gamma proteobacterium	6	0
5	order	72273	1236	Thiotrichales	0	7
6	family	135616	72273	Piscirickettsiaceae	0	3
7	genus	933	135616	Thiomicrospira	3	0
6	family	135617	72273	Thiotrichaceae	0	3
7	genus	90372	135617	Thiomargarita	0	3
8	no rank	298391	90372	environmental samples	0	3
9	species	298392	298391	uncultured Thiomargarita sp.	3	0
5	order	72274	1236	Pseudomonadales	1	119
6	family	468	72274	Moraxellaceae	1	18
7	genus	469	468	Acinetobacter	4	3
7	genus	212791	468	Enhydrobacter	8	0
6	family	135621	72274	Pseudomonadaceae	7	93
7	genus	286	135621	Pseudomonas	70	22
8	species group	136843	286	Pseudomonas fluorescens group	0	15
9	species	294	136843	Pseudomonas fluorescens	15	0
5	order	91347	1236	Enterobacteriales	0	28
6	family	543	91347	Enterobacteriaceae	3	25
7	genus	620	543	Shigella	0	3
8	species	624	620	Shigella sonnei	3	0
7	genus	122277	543	Pectobacterium	0	10
8	no rank	228953	122277	environmental samples	0	10
9	species	228954	228953	uncultured Pectobacterium sp.	10	0
5	no rank	118884	1236	unclassified Gammaproteobacteria	304	0
5	order	118969	1236	Legionellales	0	5
6	family	444	118969	Legionellaceae	0	5
7	genus	445	444	Legionella	4	1
5	order	135614	1236	Xanthomonadales	0	57
6	family	32033	135614	Xanthomonadaceae	43	13
7	genus	338	32033	Xanthomonas	0	7
8	species	343	338	Xanthomonas translucens	7	0
5	order	135618	1236	Methylococcales	0	4
5	order	135619	1236	Oceanospirillales	0	3
5	order	225057	1236	Acidithiobacillales	0	9
6	family	225058	225057	Acidithiobacillaceae	0	9
7	genus	119977	225058	Acidithiobacillus	8	1
4	class	28211	1224	Alphaproteobacteria	42	80
5	order	356	28211	Rhizobiales	3	15
6	no rank	119042	356	unclassified Rhizobiales	5	0
5	no rank	47925	28211	environmental samples	0	4
6	species	91750	47925	uncultured alpha proteobacterium	4	0
5	no rank	82117	28211	unclassified Alphaproteobacteria	3	23
6	no rank	33807	82117	unclassified Alphaproteobacteria (miscellaneous)	21	2
5	order	204441	28211	Rhodospirillales	0	9
6	family	433	204441	Acetobacteraceae	1	6
7	no rank	41293	433	unclassified Acetobacteraceae	5	0
5	order	204455	28211	Rhodobacterales	0	7
6	family	31989	204455	Rhodobacteraceae	3	3
5	order	204457	28211	Sphingomonadales	0	12
6	family	41297	204457	Sphingomonadaceae	3	9
7	genus	13687	41297	Sphingomonas	4	0
7	no rank	41298	41297	unclassified Sphingomonadaceae	0	3
8	no rank	122612	41298	unclassified Sphingomonadaceae (miscellaneous)	3	0
4	class	28216	1224	Betaproteobacteria	131	3788
5	no rank	47926	28216	environmental samples	0	12
6	species	86027	47926	uncultured beta proteobacterium	11	0
5	order	80840	28216	Burkholderiales	556	2312
6	family	506	80840	Alcaligenaceae	1	13
7	genus	222	506	Achromobacter	7	0
6	family	75682	80840	Oxalobacteraceae	8	12
7	genus	29580	75682	Janthinobacterium	3	0
7	genus	401469	75682	Undibacterium	3	0
6	family	80864	80840	Comamonadaceae	268	83
7	genus	12916	80864	Acidovorax	7	0
7	genus	47420	80864	Hydrogenophaga	9	0
7	genus	52972	80864	Polaromonas	3	0
7	genus	80865	80864	Delftia	5	0
7	no rank	83494	80864	unclassified Comamonadaceae	19	0
7	no rank	128082	80864	environmental samples	0	4
8	species	165437	128082	uncultured Comamonadaceae bacterium	4	0
7	genus	281915	80864	Curvibacter	13	6
8	no rank	326293	281915	environmental samples	0	6
9	species	326294	326293	uncultured Curvibacter sp.	6	0
7	genus	665874	80864	Limnohabitans	5	1
6	family	119060	80840	Burkholderiaceae	4	340
7	genus	32008	119060	Burkholderia	260	69
8	no rank	77118	32008	environmental samples	0	68
9	species	188058	77118	uncultured Burkholderia sp.	68	0
7	genus	48736	119060	Ralstonia	1	9
8	species	1221567	48736	Ralstonia sp. 1-6	8	0
6	no rank	119065	80840	unclassified Burkholderiales	1485	98
7	no rank	224471	119065	Burkholderiales Genera incertae sedis	6	92
8	genus	92793	224471	Aquabacterium	6	82
9	no rank	158752	92793	environmental samples	0	82
10	species	158753	158752	uncultured Aquabacterium sp.	82	0
5	no rank	119066	28216	unclassified Betaproteobacteria	666	171
6	genus	33055	119066	Kinetoplastibacterium	0	17
7	species	233181	33055	Kinetoplastibacterium blastocrithidii	17	0
6	no rank	33809	119066	unclassified Betaproteobacteria (miscellaneous)	152	2
5	order	206389	28216	Rhodocyclales	0	68
6	family	75787	206389	Rhodocyclaceae	14	54
7	genus	349	75787	Zoogloea	6	0
7	genus	73029	75787	Dechloromonas	0	45
8	species	188737	73029	Dechloromonas sp. HZ	45	0
4	no rank	32045	1224	unclassified Proteobacteria	284	0
4	subphylum	68525	1224	delta/epsilon subdivisions	0	123
5	class	28221	68525	Deltaproteobacteria	32	83
6	order	29	28221	Myxococcales	5	36
7	suborder	80811	29	Cystobacterineae	1	8
8	family	39	80811	Cystobacteraceae	1	7
9	no rank	1028513	39	unclassified Cystobacteraceae	7	0
7	suborder	80812	29	Sorangiineae	10	10
8	family	49	80812	Polyangiaceae	1	4
8	no rank	215910	80812	unclassified Sorangiineae	5	0
7	no rank	83463	29	unclassified Myxococcales	3	0
6	no rank	34033	28221	environmental samples	0	12
7	species	34034	34033	uncultured delta proteobacterium	12	0
6	no rank	45456	28221	unclassified Deltaproteobacteria	6	0
6	order	213118	28221	Desulfobacterales	0	3
6	order	213481	28221	Bdellovibrionales	2	18
7	family	213483	213481	Bdellovibrionaceae	0	18
8	genus	958	213483	Bdellovibrio	16	0
5	class	29547	68525	Epsilonproteobacteria	1	7
6	order	213849	29547	Campylobacterales	1	5
7	no rank	438853	213849	unclassified Campylobacterales	3	0
3	phylum	1239	2	Firmicutes	7	296
4	no rank	47928	1239	environmental samples	0	3
5	species	344338	47928	uncultured Firmicutes bacterium	3	0
4	class	91061	1239	Bacilli	4	69
5	order	1385	91061	Bacillales	3	52
6	family	186817	1385	Bacillaceae	1	46
7	genus	1386	186817	Bacillus	1	45
8	no rank	65119	1386	environmental samples	0	34
9	species	83428	65119	uncultured Bacillus sp.	34	0
8	species group	86661	1386	Bacillus cereus group	0	9
9	species	1396	86661	Bacillus cereus	5	0
9	species	1428	86661	Bacillus thuringiensis	4	0
5	no rank	112452	91061	unclassified Bacilli	0	5
6	no rank	1526609	112452	unclassified Bacilli (miscellaneous)	5	0
5	order	186826	91061	Lactobacillales	0	9
6	family	1300	186826	Streptococcaceae	0	4
7	genus	1301	1300	Streptococcus	4	0
6	family	33958	186826	Lactobacillaceae	0	3
4	class	186801	1239	Clostridia	0	207
5	order	186802	186801	Clostridiales	17	189
6	family	186803	186802	Lachnospiraceae	18	11
7	no rank	186928	186803	unclassified Lachnospiraceae	10	0
6	family	186807	186802	Peptococcaceae	0	98
7	genus	36853	186807	Desulfitobacterium	0	98
8	species	49338	36853	Desulfitobacterium hafniense	98	0
6	family	541000	186802	Ruminococcaceae	1	53
7	genus	216851	541000	Faecalibacterium	0	28
8	species	853	216851	Faecalibacterium prausnitzii	0	28
9	no rank	657322	853	Faecalibacterium prausnitzii SL3/3	28	0
7	no rank	552397	541000	unclassified Ruminococcaceae	25	0
4	class	909932	1239	Negativicutes	0	10
5	order	909929	909932	Selenomonadales	0	10
6	family	31977	909929	Veillonellaceae	6	4
3	phylum	1297	2	Deinococcus-Thermus	0	10
4	class	188787	1297	Deinococci	0	10
5	order	118964	188787	Deinococcales	0	9
6	family	183710	118964	Deinococcaceae	2	6
7	genus	1298	183710	Deinococcus	4	0
3	no rank	2323	2	unclassified Bacteria	673	59
4	phylum	221216	2323	Parcubacteria	0	10
5	no rank	1046984	221216	unclassified Parcubacteria	10	0
4	no rank	292449	2323	candidate division JS1	0	44
5	no rank	292450	292449	environmental samples	0	44
6	species	292451	292450	uncultured candidate division JS1 bacterium	44	0
3	phylum	32066	2	Fusobacteria	0	9
4	class	203490	32066	Fusobacteriia	0	9
5	order	203491	203490	Fusobacteriales	2	7
6	family	203492	203491	Fusobacteriaceae	0	3
3	no rank	48479	2	environmental samples	0	25
4	species	56765	48479	uncultured marine bacterium	7	0
4	species	164851	48479	uncultured soil bacterium	5	0
4	species	676241	48479	uncultured sediment bacterium	3	0
3	superphylum	51290	2	Chlamydiae/Verrucomicrobia group	0	80
4	phylum	74201	51290	Verrucomicrobia	27	44
5	no rank	74202	74201	environmental samples	13	3
5	class	134549	74201	Spartobacteria	3	0
5	class	203494	74201	Verrucomicrobiae	1	18
6	order	48461	203494	Verrucomicrobiales	1	17
7	family	203557	48461	Verrucomicrobiaceae	5	12
8	genus	48463	203557	Prosthecobacter	3	0
8	no rank	490346	203557	unclassified Verrucomicrobiaceae	9	0
5	class	414999	74201	Opitutae	1	4
6	order	415000	414999	Opitutales	0	3
7	family	134623	415000	Opitutaceae	0	3
4	phylum	204428	51290	Chlamydiae	0	4
5	class	204429	204428	Chlamydiia	0	4
4	phylum	256845	51290	Lentisphaerae	0	5
5	class	1313211	256845	Lentisphaeria	0	4
6	order	278081	1313211	Lentisphaerales	0	4
7	family	566277	278081	Lentisphaeraceae	0	4
8	genus	256846	566277	Lentisphaera	4	0
3	phylum	67819	2	Armatimonadetes	8	13
4	class	1042312	67819	Armatimonadia	0	8
5	order	1042313	1042312	Armatimonadales	0	8
6	family	1042314	1042313	Armatimonadaceae	8	0
3	superphylum	68336	2	Bacteroidetes/Chlorobi group	0	860
4	phylum	976	68336	Bacteroidetes	187	672
5	no rank	50742	976	environmental samples	0	17
6	species	152509	50742	uncultured Bacteroidetes bacterium	17	0
5	class	117743	976	Flavobacteriia	0	379
6	order	200644	117743	Flavobacteriales	1	378
7	family	49546	200644	Flavobacteriaceae	26	340
8	genus	237	49546	Flavobacterium	72	234
9	species	96345	237	Flavobacterium psychrophilum	232	0
8	genus	59732	49546	Chryseobacterium	8	0
8	no rank	61432	49546	unclassified Flavobacteriaceae	4	0
8	genus	104267	49546	Tenacibaculum	3	0
8	genus	283735	49546	Leeuwenhoekiella	0	17
9	species	988	283735	Leeuwenhoekiella marinoflava	0	17
10	no rank	1122159	988	Leeuwenhoekiella marinoflava DSM 3653	17	0
7	family	246874	200644	Cryomorphaceae	0	10
8	genus	332102	246874	Fluviicola	6	0
5	class	117747	976	Sphingobacteriia	0	64
6	order	200666	117747	Sphingobacteriales	6	58
7	family	84566	200666	Sphingobacteriaceae	1	3
7	family	89374	200666	Saprospiraceae	5	24
8	genus	2349	89374	Haliscomenobacter	8	0
8	no rank	234684	89374	unclassified Saprospiraceae	15	0
7	no rank	117769	200666	environmental samples	0	5
8	species	212696	117769	uncultured Sphingobacteriales bacterium	3	0
7	family	563835	200666	Chitinophagaceae	3	10
8	no rank	569836	563835	unclassified Chitinophagaceae	3	0
7	no rank	1159429	200666	unclassified Sphingobacteriales	0	7
8	no rank	203473	1159429	unclassified Sphingobacteriales (miscellaneous)	7	0
5	no rank	171558	976	unclassified Bacteroidetes	0	164
6	no rank	37452	171558	unclassified Bacteroidetes (miscellaneous)	164	0
5	class	200643	976	Bacteroidia	0	14
6	order	171549	200643	Bacteroidales	6	8
7	no rank	333046	171549	unclassified Bacteroidales	4	0
5	class	768503	976	Cytophagia	0	32
6	order	768507	768503	Cytophagales	4	28
7	family	89373	768507	Cytophagaceae	1	23
8	no rank	94253	89373	unclassified Cytophagaceae	4	0
8	no rank	95759	89373	environmental samples	0	16
9	species	239735	95759	uncultured Flexibacteraceae bacterium	16	0
3	superphylum	131550	2	Fibrobacteres/Acidobacteria group	0	99
4	phylum	57723	131550	Acidobacteria	84	15
5	no rank	57727	57723	environmental samples	0	9
6	species	171953	57727	uncultured Acidobacteria bacterium	9	0
5	no rank	458031	57723	unclassified Acidobacteria	0	3
6	no rank	305072	458031	unclassified Acidobacteria (miscellaneous)	3	0
5	class	533205	57723	Holophagae	0	3
6	order	574975	533205	Holophagales	0	3
3	phylum	200795	2	Chloroflexi	10	26
4	no rank	167963	200795	unclassified Chloroflexi	5	0
4	class	292625	200795	Anaerolineae	0	5
5	order	292629	292625	Anaerolineales	0	5
6	family	292628	292629	Anaerolineaceae	0	5
7	no rank	1324991	292628	unclassified Anaerolineaceae	4	0
4	class	475962	200795	Caldilineae	0	13
5	order	475963	475962	Caldilineales	0	13
6	family	475964	475963	Caldilineaceae	5	8
7	genus	1215913	475964	Litorilinea	8	0
3	phylum	201174	2	Actinobacteria	3	289
4	class	1760	201174	Actinobacteria	20	263
5	order	2037	1760	Actinomycetales	0	165
6	no rank	38987	2037	unclassified Actinomycetales	0	165
7	no rank	105426	38987	unclassified Actinomycetales (miscellaneous)	165	0
5	no rank	35766	1760	environmental samples	0	16
6	species	152507	35766	uncultured actinobacterium	16	0
5	order	85006	1760	Micrococcales	1	59
6	family	1268	85006	Micrococcaceae	0	10
7	genus	57493	1268	Kocuria	0	7
8	species	72000	57493	Kocuria rhizophila	7	0
6	family	85023	85006	Microbacteriaceae	2	43
7	genus	1573	85023	Clavibacter	0	39
8	no rank	127780	1573	environmental samples	0	39
9	species	378178	127780	uncultured Clavibacter sp.	39	0
7	genus	33882	85023	Microbacterium	3	0
5	order	85009	1760	Propionibacteriales	0	5
6	family	31957	85009	Propionibacteriaceae	0	5
7	genus	1743	31957	Propionibacterium	4	0
5	order	85013	1760	Frankiales	0	6
6	family	74712	85013	Frankiaceae	0	6
7	genus	1854	74712	Frankia	5	1
5	order	1643684	1760	Nakamurellales	0	4
6	family	85031	1643684	Nakamurellaceae	0	4
7	genus	53460	85031	Nakamurella	4	0
4	class	84992	201174	Acidimicrobiia	0	3
5	order	84993	84992	Acidimicrobiales	0	3
3	phylum	203682	2	Planctomycetes	4	855
4	class	203683	203682	Planctomycetia	0	851
5	order	112	203683	Planctomycetales	95	756
6	family	126	112	Planctomycetaceae	333	395
7	genus	113	126	Gemmata	86	4
7	genus	118	126	Planctomyces	10	3
8	no rank	70746	118	environmental samples	0	3
9	species	179110	70746	uncultured Planctomyces sp.	3	0
7	genus	123	126	Pirellula	8	0
7	no rank	69476	126	unclassified Planctomycetaceae	250	0
7	genus	600332	126	Zavarzinella	11	0
7	genus	656899	126	Schlesneria	14	0
6	no rank	40903	112	environmental samples	0	24
7	species	120965	40903	uncultured planctomycete	23	0
6	no rank	107630	112	unclassified Planctomycetales	0	4
7	species	121133	107630	Nostocoida limicola III	0	4
8	no rank	1449683	121133	environmental samples	0	4
9	species	1387352	1449683	Nostocoida sp. enrichment culture clone OB1	4	0
4	class	666505	203682	Phycisphaerae	0	4
5	order	666506	666505	Phycisphaerales	0	4
6	family	666507	666506	Phycisphaeraceae	0	4
7	genus	666508	666507	Phycisphaera	4	0
3	phylum	203691	2	Spirochaetes	0	3
4	class	203692	203691	Spirochaetia	0	3
3	phylum	544448	2	Tenericutes	0	5
4	class	31969	544448	Mollicutes	0	5
2	superkingdom	2157	131567	Archaea	350	631
3	phylum	28889	2157	Crenarchaeota	0	24
4	no rank	48509	28889	environmental samples	0	24
5	species	115413	48509	uncultured marine crenarchaeote	24	0
3	phylum	28890	2157	Euryarchaeota	0	10
4	no rank	68359	28890	environmental samples	0	7
5	species	114243	68359	uncultured euryarchaeote	6	0
3	no rank	48510	2157	environmental samples	45	63
4	species	115547	48510	uncultured archaeon	62	0
3	phylum	651137	2157	Thaumarchaeota	0	489
4	class	1643678	651137	Nitrososphaeria	0	489
5	order	1033996	1643678	Nitrososphaerales	0	489
6	family	1033997	1033996	Nitrososphaeraceae	0	489
7	genus	497726	1033997	Nitrososphaera	489	0
2	superkingdom	2759	131567	Eukaryota	103	85524
3	kingdom	33090	2759	Viridiplantae	1	79
4	phylum	3041	33090	Chlorophyta	74	0
4	phylum	35493	33090	Streptophyta	0	5
5	no rank	131221	35493	Streptophytina	0	5
6	no rank	3193	131221	Embryophyta	2	3
7	no rank	58023	3193	Tracheophyta	0	3
8	no rank	78536	58023	Euphyllophyta	0	3
9	no rank	58024	78536	Spermatophyta	0	3
10	no rank	3398	58024	Magnoliophyta	0	3
11	no rank	1437183	3398	Mesangiospermae	0	3
12	no rank	71240	1437183	eudicotyledons	0	3
13	no rank	91827	71240	Gunneridae	0	3
14	no rank	1437201	91827	Pentapetalae	0	3
15	subclass	71275	1437201	rosids	0	3
16	no rank	91835	71275	fabids	0	3
17	order	72025	91835	Fabales	0	3
18	family	3803	72025	Fabaceae	0	3
19	subfamily	3814	3803	Papilionoideae	0	3
20	tribe	163724	3814	Crotalarieae	0	3
21	genus	508215	163724	Rothia	0	3
22	species	508216	508215	Rothia hirsuta	3	0
3	no rank	33154	2759	Opisthokonta	0	85347
4	kingdom	4751	33154	Fungi	2679	82663
5	phylum	4761	4751	Chytridiomycota	30	2098
6	no rank	175246	4761	environmental samples	0	22
7	species	175247	175246	uncultured Chytridiomycota	22	0
6	class	451435	4761	Chytridiomycetes	60	1973
7	order	4810	451435	Chytridiales	80	1235
8	family	4812	4810	Chytridiaceae	0	9
9	genus	4819	4812	Phlyctochytrium	0	7
10	species	261098	4819	Phlyctochytrium planicorne	7	0
8	no rank	109868	4810	unclassified Chytridiales	0	39
9	species	281854	109868	Chytridiales sp. JEL187	39	0
8	no rank	282510	4810	environmental samples	0	11
9	species	282511	282510	uncultured Chytridiales	11	0
8	family	1352827	4810	Chytriomycetaceae	1126	50
9	genus	64501	1352827	Entophlyctis	0	5
10	species	281838	64501	Entophlyctis sp. JEL174	5	0
9	genus	109882	1352827	Chytriomyces	6	29
10	species	388807	109882	Chytriomyces sp. WB 235A	29	0
9	genus	110080	1352827	Obelidium	0	9
10	species	110081	110080	Obelidium mucronatum	9	0
7	no rank	254789	451435	Chytridiomycetes incertae sedis	0	10
8	family	286113	254789	Synchytriaceae	0	10
9	genus	286114	286113	Synchytrium	7	3
10	species	324677	286114	Synchytrium macrosporum	3	0
7	order	451442	451435	Rhizophydiales	2	47
